ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
68.035,546.5,0.0,2.2042949999999998e-08,--,na
68.035,546.75,0.0,2.22444e-08,--,na
68.035,547.0,0.0,2.231745e-08,--,na
68.035,547.25,0.0,2.24432e-08,--,na
68.035,547.5,0.0,2.2724550000000002e-08,--,na
68.035,547.75,0.0,2.261905e-08,--,na
68.035,548.0,0.0,2.26152e-08,--,na
68.035,548.25,0.0,2.28784e-08,--,na
68.035,548.5,0.0,2.3054649999999998e-08,--,na
68.035,548.75,0.0,2.37219e-08,--,na
68.035,549.0,0.0,2.32265e-08,--,na
68.035,549.25,0.0,2.384055e-08,--,na
68.035,549.5,0.0,2.42983e-08,--,na
68.035,549.75,0.0,2.4043e-08,--,na
68.035,550.0,0.0,2.49294e-08,--,na
68.035,550.25,0.0,2.461785e-08,--,na
68.035,550.5,0.0,2.49499e-08,--,na
68.035,550.75,0.0,2.4928850000000003e-08,--,na
68.035,551.0,0.0,2.58411e-08,--,na
68.035,551.25,0.0,2.55555e-08,--,na
68.035,551.5,0.0,2.60622e-08,--,na
68.035,551.75,0.0,2.5936500000000002e-08,--,na
68.035,552.0,0.0,2.6121e-08,--,na
68.035,552.25,0.0,2.638205e-08,--,na
68.035,552.5,0.0,2.65831e-08,--,na
68.035,552.75,0.0,2.6556399999999998e-08,--,na
68.035,553.0,0.0,2.64321e-08,--,na
68.035,553.25,0.0,2.680015e-08,--,na
68.035,553.5,0.0,2.66965e-08,--,na
68.035,553.75,0.0,2.683075e-08,--,na
68.035,554.0,0.0,2.6662e-08,--,na
68.035,554.25,0.0,2.715705e-08,--,na
68.035,554.5,0.0,2.67962e-08,--,na
68.035,554.75,0.0,2.66671e-08,--,na
68.035,555.0,0.0,2.6858e-08,--,na
68.035,555.25,0.0,2.7020650000000002e-08,--,na
68.035,555.5,0.0,2.660965e-08,--,na
68.035,555.75,0.0,2.70775e-08,--,na
68.035,556.0,0.0,2.68779e-08,--,na
68.035,556.25,0.0,2.7055e-08,--,na
68.035,556.5,0.0,2.658855e-08,--,na
68.035,556.75,0.0,2.64884e-08,--,na
68.035,557.0,0.0,2.64993e-08,--,na
68.035,557.25,0.0,2.66756e-08,--,na
68.035,557.5,0.0,2.64473e-08,--,na
68.035,557.75,0.0,2.65858e-08,--,na
68.035,558.0,0.0,2.649775e-08,--,na
68.035,558.25,0.0,2.6346e-08,--,na
68.035,558.5,0.0,2.649355e-08,--,na
68.035,558.75,0.0,2.65834e-08,--,na
68.035,559.0,0.0,2.651275e-08,--,na
68.035,559.25,0.0,2.69954e-08,--,na
68.035,559.5,0.0,2.67932e-08,--,na
68.035,559.75,0.0,2.74208e-08,--,na
68.035,560.0,0.0,2.68225e-08,--,na
68.035,560.25,0.0,2.6935e-08,--,na
68.035,560.5,0.0,2.67449e-08,--,na
68.035,560.75,0.0,2.70627e-08,--,na
68.035,561.0,0.0,2.684645e-08,--,na
68.035,561.25,0.0,2.69729e-08,--,na
68.035,561.5,0.0,2.71544e-08,--,na
68.035,561.75,0.0,2.71623e-08,--,na
68.035,562.0,0.0,2.721505e-08,--,na
68.035,562.25,0.0,2.69818e-08,--,na
68.035,562.5,0.0,2.66062e-08,--,na
68.035,562.75,0.0,2.68257e-08,--,na
68.035,563.0,0.0,2.696675e-08,--,na
68.035,563.25,0.0,2.6987850000000002e-08,--,na
68.035,563.5,0.0,2.75498e-08,--,na
68.035,563.75,0.0,2.72766e-08,--,na
68.035,564.0,0.0,2.76491e-08,--,na
68.035,564.25,0.0,2.80984e-08,--,na
68.035,564.5,0.0,2.7801200000000003e-08,--,na
68.035,564.75,0.0,2.77034e-08,--,na
68.035,565.0,0.0,2.770925e-08,--,na
68.035,565.25,0.0,2.77283e-08,--,na
68.035,565.5,0.0,2.829215e-08,--,na
68.035,565.75,0.0,2.71705e-08,--,na
68.035,566.0,0.0,2.82088e-08,--,na
68.035,566.25,0.0,2.83659e-08,--,na
68.035,566.5,0.0,2.86181e-08,--,na
68.035,566.75,0.0,2.85587e-08,--,na
68.035,567.0,0.0,2.879205e-08,--,na
68.035,567.25,0.0,2.90064e-08,--,na
68.035,567.5,0.0,2.94952e-08,--,na
68.035,567.75,0.0,2.97423e-08,--,na
68.035,568.0,0.0,2.93101e-08,--,na
68.035,568.25,0.0,2.9319800000000003e-08,--,na
68.035,568.5,0.0,2.979935e-08,--,na
68.035,568.75,0.0,2.97316e-08,--,na
68.035,569.0,0.0,2.98108e-08,--,na
68.035,569.25,0.0,2.98144e-08,--,na
68.035,569.5,0.0,3.02043e-08,--,na
68.035,569.75,0.0,3.06178e-08,--,na
68.035,570.0,0.0,3.04985e-08,--,na
68.035,570.25,0.0,3.04821e-08,--,na
68.035,570.5,0.0,3.06634e-08,--,na
68.035,570.75,0.0,3.07369e-08,--,na
68.035,571.0,0.0,2.99678e-08,--,na
68.035,571.25,0.0,3.0672e-08,--,na
68.035,571.5,0.0,3.077865e-08,--,na
68.035,571.75,0.0,3.05031e-08,--,na
68.035,572.0,0.0,3.07299e-08,--,na
68.035,572.25,0.0,3.0883399999999994e-08,--,na
68.035,572.5,0.0,3.06071e-08,--,na
68.035,572.75,0.0,3.10379e-08,--,na
68.035,573.0,0.0,3.0797999999999996e-08,--,na
68.035,573.25,0.0,3.0649950000000004e-08,--,na
68.035,573.5,0.0,3.00959e-08,--,na
68.035,573.75,0.0,3.04782e-08,--,na
68.035,574.0,0.0,3.059805e-08,--,na
68.035,574.25,0.0,3.03923e-08,--,na
68.035,574.5,0.0,3.07514e-08,--,na
68.035,574.75,0.0,3.0022e-08,--,na
68.035,575.0,0.0,3.042765e-08,--,na
68.035,575.25,0.0,3.019735e-08,--,na
68.035,575.5,0.0,2.96118e-08,--,na
68.035,575.75,0.0,2.9911499999999996e-08,--,na
68.035,576.0,0.0,2.96956e-08,--,na
68.035,576.25,0.0,2.95317e-08,--,na
68.035,576.5,0.0,2.9857e-08,--,na
68.035,576.75,0.0,2.922525e-08,--,na
68.035,577.0,0.0,2.91511e-08,--,na
68.035,577.25,0.0,2.91947e-08,--,na
68.035,577.5,0.0,2.87701e-08,--,na
68.035,577.75,0.0,2.894625e-08,--,na
68.035,578.0,0.0,2.930965e-08,--,na
68.035,578.25,0.0,2.95172e-08,--,na
68.035,578.5,0.0,2.96428e-08,--,na
68.035,578.75,0.0,2.95809e-08,--,na
68.035,579.0,0.0,2.95715e-08,--,na
68.035,579.25,0.0,3.00911e-08,--,na
68.035,579.5,0.0,3.01429e-08,--,na
68.035,579.75,0.0,3.057135e-08,--,na
68.035,580.0,0.0,3.0698599999999994e-08,--,na
68.035,580.25,0.0,3.05291e-08,--,na
68.035,580.5,0.0,3.10424e-08,--,na
68.035,580.75,0.0,3.14266e-08,--,na
68.035,581.0,0.0,3.186775e-08,--,na
68.035,581.25,0.0,3.20554e-08,--,na
68.035,581.5,0.0,3.1029e-08,--,na
68.035,581.75,0.0,3.322305e-08,--,na
68.035,582.0,0.0,3.40223e-08,--,na
68.035,582.25,0.0,3.424245e-08,--,na
68.035,582.5,0.0,3.51529e-08,--,na
68.035,582.75,0.0,3.53288e-08,--,na
68.035,583.0,0.0,3.55511e-08,--,na
68.035,583.25,0.0,3.629595e-08,--,na
68.035,583.5,0.0,3.68254e-08,--,na
68.035,583.75,0.0,3.74268e-08,--,na
68.035,584.0,0.0,3.79602e-08,--,na
68.035,584.25,0.0,3.861895e-08,--,na
68.035,584.5,0.0,3.87453e-08,--,na
68.035,584.75,0.0,4.03926e-08,--,na
68.035,585.0,0.0,4.057175e-08,--,na
68.035,585.25,0.0,4.07911e-08,--,na
68.035,585.5,0.0,4.13962e-08,--,na
68.035,585.75,0.0,4.199505e-08,--,na
68.035,586.0,0.0,4.249845e-08,--,na
68.035,586.25,0.0,4.29846e-08,--,na
68.035,586.5,0.0,4.33453e-08,--,na
68.035,586.75,0.0,4.394305e-08,--,na
68.035,587.0,0.0,4.47161e-08,--,na
68.035,587.25,0.0,4.53287e-08,--,na
68.035,587.5,0.0,4.57232e-08,--,na
68.035,587.75,0.0,4.54082e-08,--,na
68.035,588.0,0.0,4.621795e-08,--,na
68.035,588.25,0.0,4.630745e-08,--,na
68.035,588.5,0.0,4.66201e-08,--,na
68.035,588.75,0.0,4.75679e-08,--,na
68.035,589.0,0.0,4.765965e-08,--,na
68.035,589.25,0.0,4.760985e-08,--,na
68.035,589.5,0.0,4.80494e-08,--,na
68.035,589.75,0.0,4.68919e-08,--,na
68.035,590.0,0.0,4.711575e-08,--,na
68.035,590.25,0.0,4.69715e-08,--,na
68.035,590.5,0.0,4.70777e-08,--,na
68.035,590.75,0.0,4.71407e-08,--,na
68.035,591.0,0.0,4.7034400000000005e-08,--,na
68.035,591.25,0.0,4.683685e-08,--,na
68.035,591.5,0.0,4.678e-08,--,na
68.035,591.75,0.0,4.62979e-08,--,na
68.035,592.0,0.0,4.61634e-08,--,na
68.035,592.25,0.0,4.590125e-08,--,na
68.035,592.5,0.0,4.43746e-08,--,na
68.035,592.75,0.0,4.36808e-08,--,na
68.035,593.0,0.0,4.55532e-08,--,na
68.035,593.25,0.0,4.3511950000000003e-08,--,na
68.035,593.5,0.0,4.3092e-08,--,na
68.035,593.75,0.0,4.2670199999999995e-08,--,na
68.035,594.0,0.0,4.188095e-08,--,na
68.035,594.25,0.0,4.14278e-08,--,na
68.035,594.5,0.0,4.11747e-08,--,na
68.035,594.75,0.0,4.0141249999999996e-08,--,na
68.035,595.0,0.0,3.92136e-08,--,na
68.035,595.25,0.0,3.83577e-08,--,na
68.035,595.5,0.0,3.82363e-08,--,na
68.035,595.75,0.0,3.8000400000000005e-08,--,na
68.035,596.0,0.0,3.678375e-08,--,na
68.035,596.25,0.0,3.58621e-08,--,na
68.035,596.5,0.0,3.4838e-08,--,na
68.035,596.75,0.0,3.45037e-08,--,na
68.035,597.0,0.0,3.3885949999999994e-08,--,na
68.035,597.25,0.0,3.37692e-08,--,na
68.035,597.5,0.0,3.3539700000000005e-08,--,na
68.035,597.75,0.0,3.30884e-08,--,na
68.035,598.0,0.0,3.2623049999999996e-08,--,na
68.035,598.25,0.0,3.24609e-08,--,na
68.035,598.5,0.0,3.177865e-08,--,na
68.035,598.75,0.0,3.144095e-08,--,na
68.035,599.0,0.0,3.1179e-08,--,na
68.035,599.25,0.0,3.15184e-08,--,na
68.035,599.5,0.0,3.108435e-08,--,na
68.035,599.75,0.0,3.098165e-08,--,na
68.035,600.0,0.0,3.072365e-08,--,na
68.035,600.25,0.0,3.10164e-08,--,na
68.035,600.5,0.0,3.11552e-08,--,na
68.035,600.75,0.0,3.0809900000000004e-08,--,na
68.035,601.0,0.0,3.06882e-08,--,na
68.035,601.25,0.0,3.14726e-08,--,na
68.035,601.5,0.0,3.10225e-08,--,na
68.035,601.75,0.0,3.06048e-08,--,na
68.035,602.0,0.0,3.10308e-08,--,na
68.035,602.25,0.0,3.0857e-08,--,na
68.035,602.5,0.0,3.0999e-08,--,na
68.035,602.75,0.0,3.11978e-08,--,na
68.035,603.0,0.0,3.102645e-08,--,na
68.035,603.25,0.0,3.11365e-08,--,na
68.035,603.5,0.0,3.1033349999999996e-08,--,na
68.035,603.75,0.0,3.13422e-08,--,na
68.035,604.0,0.0,3.166515e-08,--,na
68.035,604.25,0.0,3.10797e-08,--,na
68.035,604.5,0.0,3.1776000000000006e-08,--,na
68.035,604.75,0.0,3.194725e-08,--,na
68.035,605.0,0.0,3.17782e-08,--,na
68.035,605.25,0.0,3.22887e-08,--,na
68.035,605.5,0.0,3.23305e-08,--,na
68.035,605.75,0.0,3.230995e-08,--,na
68.035,606.0,0.0,3.25057e-08,--,na
68.035,606.25,0.0,3.25548e-08,--,na
68.035,606.5,0.0,3.31446e-08,--,na
68.035,606.75,0.0,3.261465e-08,--,na
68.035,607.0,0.0,3.30421e-08,--,na
68.035,607.25,0.0,3.29124e-08,--,na
68.035,607.5,0.0,3.3754049999999995e-08,--,na
68.035,607.75,0.0,3.45755e-08,--,na
68.035,608.0,0.0,3.3840650000000006e-08,--,na
68.035,608.25,0.0,3.42525e-08,--,na
68.035,608.5,0.0,3.5217500000000004e-08,--,na
68.035,608.75,0.0,3.51693e-08,--,na
68.035,609.0,0.0,3.5478499999999996e-08,--,na
68.035,609.25,0.0,3.56541e-08,--,na
68.035,609.5,0.0,3.629305e-08,--,na
68.035,609.75,0.0,3.6627399999999996e-08,--,na
68.035,610.0,0.0,3.70917e-08,--,na
68.035,610.25,0.0,3.70363e-08,--,na
68.035,610.5,0.0,3.8070050000000005e-08,--,na
68.035,610.75,0.0,3.771115e-08,--,na
68.035,611.0,0.0,3.80819e-08,--,na
68.035,611.25,0.0,3.91864e-08,--,na
68.035,611.5,0.0,3.9048200000000004e-08,--,na
68.035,611.75,0.0,3.934225e-08,--,na
68.035,612.0,0.0,3.96428e-08,--,na
68.035,612.25,0.0,3.9288e-08,--,na
68.035,612.5,0.0,4.018175e-08,--,na
68.035,612.75,0.0,4.077505e-08,--,na
68.035,613.0,0.0,3.971e-08,--,na
68.035,613.25,0.0,4.08825e-08,--,na
68.035,613.5,0.0,4.076275e-08,--,na
68.035,613.75,0.0,4.1486000000000005e-08,--,na
68.035,614.0,0.0,4.14946e-08,--,na
68.035,614.25,0.0,4.222095e-08,--,na
68.035,614.5,0.0,4.19008e-08,--,na
68.035,614.75,0.0,4.219655e-08,--,na
68.035,615.0,0.0,4.16677e-08,--,na
68.035,615.25,0.0,4.235135e-08,--,na
68.035,615.5,0.0,4.46379e-08,--,na
68.035,615.75,0.0,4.276215e-08,--,na
68.035,616.0,0.0,4.27564e-08,--,na
68.035,616.25,0.0,4.296825e-08,--,na
68.035,616.5,0.0,4.24238e-08,--,na
68.035,616.75,0.0,4.28304e-08,--,na
68.035,617.0,0.0,4.29941e-08,--,na
68.035,617.25,0.0,4.316365e-08,--,na
68.035,617.5,0.0,4.31475e-08,--,na
68.035,617.75,0.0,4.34034e-08,--,na
68.035,618.0,0.0,4.28789e-08,--,na
68.035,618.25,0.0,4.370735e-08,--,na
68.035,618.5,0.0,4.301135e-08,--,na
68.035,618.75,0.0,4.2902050000000005e-08,--,na
68.035,619.0,0.0,4.2993e-08,--,na
68.035,619.25,0.0,4.310115e-08,--,na
68.035,619.5,0.0,4.31935e-08,--,na
68.035,619.75,0.0,4.27474e-08,--,na
68.035,620.0,0.0,4.31092e-08,--,na
68.035,620.25,0.0,4.2855050000000005e-08,--,na
68.035,620.5,0.0,4.24889e-08,--,na
68.035,620.75,0.0,4.2878900000000004e-08,--,na
68.035,621.0,0.0,4.23727e-08,--,na
68.035,621.25,0.0,4.207095e-08,--,na
68.035,621.5,0.0,4.12521e-08,--,na
68.035,621.75,0.0,4.1080849999999994e-08,--,na
68.035,622.0,0.0,4.14566e-08,--,na
68.035,622.25,0.0,4.14366e-08,--,na
68.035,622.5,0.0,4.1286599999999996e-08,--,na
68.035,622.75,0.0,4.16213e-08,--,na
68.035,623.0,0.0,4.16286e-08,--,na
68.035,623.25,0.0,4.076535e-08,--,na
68.035,623.5,0.0,4.082055e-08,--,na
68.035,623.75,0.0,4.11347e-08,--,na
68.035,624.0,0.0,4.02743e-08,--,na
68.035,624.25,0.0,4.006105e-08,--,na
68.035,624.5,0.0,3.95559e-08,--,na
68.035,624.75,0.0,3.93992e-08,--,na
68.035,625.0,0.0,3.8643600000000003e-08,--,na
68.035,625.25,0.0,3.85669e-08,--,na
68.035,625.5,0.0,3.86168e-08,--,na
68.035,625.75,0.0,3.82593e-08,--,na
68.035,626.0,0.0,3.77904e-08,--,na
68.035,626.25,0.0,3.71323e-08,--,na
68.035,626.5,0.0,3.687745e-08,--,na
68.035,626.75,0.0,3.68377e-08,--,na
68.035,627.0,0.0,3.60616e-08,--,na
68.035,627.25,0.0,3.53831e-08,--,na
68.035,627.5,0.0,3.59585e-08,--,na
68.035,627.75,0.0,3.48097e-08,--,na
68.035,628.0,0.0,3.43585e-08,--,na
68.035,628.25,0.0,3.3547150000000004e-08,--,na
68.035,628.5,0.0,3.3438750000000006e-08,--,na
68.035,628.75,0.0,3.31225e-08,--,na
68.035,629.0,0.0,3.29598e-08,--,na
68.035,629.25,0.0,3.2119750000000005e-08,--,na
68.035,629.5,0.0,3.20609e-08,--,na
68.035,629.75,0.0,3.1718e-08,--,na
68.035,630.0,0.0,3.14057e-08,--,na
68.035,630.25,0.0,3.01803e-08,--,na
68.035,630.5,0.0,2.979745e-08,--,na
68.035,630.75,0.0,2.99999e-08,--,na
68.035,631.0,0.0,3.01018e-08,--,na
68.035,631.25,0.0,3.02841e-08,--,na
68.035,631.5,0.0,3.034875e-08,--,na
68.035,631.75,0.0,2.96381e-08,--,na
68.035,632.0,0.0,2.9479e-08,--,na
68.035,632.25,0.0,2.96673e-08,--,na
68.035,632.5,0.0,3.001315e-08,--,na
68.035,632.75,0.0,2.96988e-08,--,na
68.035,633.0,0.0,3.0117850000000004e-08,--,na
68.035,633.25,0.0,3.02634e-08,--,na
68.035,633.5,0.0,3.0631e-08,--,na
68.035,633.75,0.0,3.06122e-08,--,na
68.035,634.0,0.0,3.0966249999999994e-08,--,na
68.035,634.25,0.0,3.2241e-08,--,na
68.035,634.5,0.0,3.1656599999999995e-08,--,na
68.035,634.75,0.0,3.11228e-08,--,na
68.035,635.0,0.0,3.24503e-08,--,na
68.035,635.25,0.0,3.25618e-08,--,na
68.035,635.5,0.0,3.312915e-08,--,na
68.035,635.75,0.0,3.30437e-08,--,na
68.035,636.0,0.0,3.321615e-08,--,na
68.035,636.25,0.0,3.358015e-08,--,na
68.035,636.5,0.0,3.37423e-08,--,na
68.035,636.75,0.0,3.48928e-08,--,na
68.035,637.0,0.0,3.483585e-08,--,na
68.035,637.25,0.0,3.535295e-08,--,na
68.035,637.5,0.0,3.54065e-08,--,na
68.035,637.75,0.0,3.54525e-08,--,na
68.035,638.0,0.0,3.5871000000000004e-08,--,na
68.035,638.25,0.0,3.58491e-08,--,na
68.035,638.5,0.0,3.5782400000000004e-08,--,na
68.035,638.75,0.0,3.62554e-08,--,na
68.035,639.0,0.0,3.687825e-08,--,na
68.035,639.25,0.0,3.68218e-08,--,na
68.035,639.5,0.0,3.6625600000000005e-08,--,na
68.035,639.75,0.0,3.70478e-08,--,na
68.035,640.0,0.0,3.704545e-08,--,na
68.035,640.25,0.0,3.67642e-08,--,na
68.035,640.5,0.0,3.812575e-08,--,na
68.035,640.75,0.0,3.80898e-08,--,na
68.035,641.0,0.0,3.7336e-08,--,na
68.035,641.25,0.0,3.78839e-08,--,na
68.035,641.5,0.0,3.8418700000000005e-08,--,na
68.035,641.75,0.0,3.85984e-08,--,na
68.035,642.0,0.0,3.90789e-08,--,na
68.035,642.25,0.0,3.98934e-08,--,na
68.035,642.5,0.0,3.943175e-08,--,na
68.035,642.75,0.0,3.95593e-08,--,na
68.035,643.0,0.0,3.97197e-08,--,na
68.035,643.25,0.0,4.02243e-08,--,na
68.035,643.5,0.0,4.06321e-08,--,na
68.035,643.75,0.0,4.08383e-08,--,na
68.035,644.0,0.0,4.0773449999999995e-08,--,na
68.035,644.25,0.0,4.08123e-08,--,na
68.035,644.5,0.0,4.050475e-08,--,na
68.035,644.75,0.0,4.11772e-08,--,na
68.035,645.0,0.0,4.154995e-08,--,na
68.035,645.25,0.0,4.1435e-08,--,na
68.035,645.5,0.0,4.169395e-08,--,na
68.035,645.75,0.0,4.10986e-08,--,na
68.035,646.0,0.0,4.1514e-08,--,na
68.035,646.25,0.0,4.2205e-08,--,na
68.035,646.5,0.0,4.190775e-08,--,na
68.035,646.75,0.0,4.17523e-08,--,na
68.035,647.0,0.0,4.184435e-08,--,na
68.035,647.25,0.0,4.15122e-08,--,na
68.035,647.5,0.0,4.158325e-08,--,na
68.035,647.75,0.0,4.04982e-08,--,na
68.035,648.0,0.0,4.171755e-08,--,na
68.035,648.25,0.0,4.203015e-08,--,na
68.035,648.5,0.0,4.17612e-08,--,na
68.035,648.75,0.0,4.18341e-08,--,na
68.035,649.0,0.0,4.241175e-08,--,na
68.035,649.25,0.0,4.168675e-08,--,na
68.035,649.5,0.0,4.24885e-08,--,na
68.035,649.75,0.0,4.08151e-08,--,na
68.035,650.0,0.0,4.139175e-08,--,na
68.035,650.25,0.0,4.1119e-08,--,na
68.035,650.5,0.0,4.12101e-08,--,na
68.035,650.75,0.0,4.11116e-08,--,na
68.035,651.0,0.0,4.1179450000000005e-08,--,na
68.035,651.25,0.0,4.11565e-08,--,na
68.035,651.5,0.0,4.20728e-08,--,na
68.035,651.75,0.0,4.09396e-08,--,na
68.035,652.0,0.0,4.0783e-08,--,na
68.035,652.25,0.0,4.058095e-08,--,na
68.035,652.5,0.0,4.06512e-08,--,na
68.035,652.75,0.0,4.04874e-08,--,na
68.035,653.0,0.0,4.06359e-08,--,na
68.035,653.25,0.0,4.0563949999999996e-08,--,na
68.035,653.5,0.0,3.99225e-08,--,na
68.035,653.75,0.0,3.998785e-08,--,na
68.035,654.0,0.0,3.98362e-08,--,na
68.035,654.25,0.0,3.957655e-08,--,na
68.035,654.5,0.0,3.9813e-08,--,na
68.035,654.75,0.0,3.9598e-08,--,na
68.035,655.0,0.0,3.935505e-08,--,na
68.035,655.25,0.0,4.0059e-08,--,na
68.035,655.5,0.0,3.92064e-08,--,na
68.035,655.75,0.0,3.915955e-08,--,na
68.035,656.0,0.0,3.907605e-08,--,na
68.035,656.25,0.0,3.93991e-08,--,na
68.035,656.5,0.0,3.93959e-08,--,na
68.035,656.75,0.0,3.9036700000000004e-08,--,na
68.035,657.0,0.0,3.886865e-08,--,na
68.035,657.25,0.0,3.8809399999999995e-08,--,na
68.035,657.5,0.0,3.92034e-08,--,na
68.035,657.75,0.0,3.851615e-08,--,na
68.035,658.0,0.0,3.90066e-08,--,na
68.035,658.25,0.0,3.830245e-08,--,na
68.035,658.5,0.0,3.79202e-08,--,na
68.035,658.75,0.0,3.872545e-08,--,na
68.035,659.0,0.0,3.772245e-08,--,na
68.035,659.25,0.0,3.84239e-08,--,na
68.035,659.5,0.0,3.86139e-08,--,na
68.035,659.75,0.0,3.841025e-08,--,na
68.035,660.0,0.0,3.8035750000000004e-08,--,na
68.035,660.25,0.0,3.80827e-08,--,na
68.035,660.5,0.0,3.77768e-08,--,na
68.035,660.75,0.0,3.78908e-08,--,na
68.035,661.0,0.0,3.7583399999999995e-08,--,na
68.035,661.25,0.0,3.78986e-08,--,na
68.035,661.5,0.0,3.73259e-08,--,na
68.035,661.75,0.0,3.7493e-08,--,na
68.035,662.0,0.0,3.7511600000000004e-08,--,na
68.035,662.25,0.0,3.73566e-08,--,na
68.035,662.5,0.0,3.69849e-08,--,na
68.035,662.75,0.0,3.71049e-08,--,na
68.035,663.0,0.0,3.710835e-08,--,na
68.035,663.25,0.0,3.711955e-08,--,na
68.035,663.5,0.0,3.66696e-08,--,na
68.035,663.75,0.0,3.652555e-08,--,na
68.035,664.0,0.0,3.633705e-08,--,na
68.035,664.25,0.0,3.6201e-08,--,na
68.035,664.5,0.0,3.589825e-08,--,na
68.035,664.75,0.0,3.56208e-08,--,na
68.035,665.0,0.0,3.58301e-08,--,na
68.035,665.25,0.0,3.49079e-08,--,na
68.035,665.5,0.0,3.45561e-08,--,na
68.035,665.75,0.0,3.25413e-08,--,na
68.035,666.0,0.0,3.37976e-08,--,na
68.035,666.25,0.0,3.3595949999999996e-08,--,na
68.035,666.5,0.0,3.33705e-08,--,na
68.035,666.75,0.0,3.26412e-08,--,na
68.035,667.0,0.0,3.2235e-08,--,na
68.035,667.25,0.0,3.148e-08,--,na
68.035,667.5,0.0,3.07677e-08,--,na
68.035,667.75,0.0,2.99174e-08,--,na
68.035,668.0,0.0,2.94992e-08,--,na
68.035,668.25,0.0,2.96306e-08,--,na
68.035,668.5,0.0,2.9539e-08,--,na
68.035,668.75,0.0,2.72349e-08,--,na
68.035,669.0,0.0,2.67433e-08,--,na
80.035,0.0,0.0,3.435245e-08,--,na
80.035,0.25,0.0,3.452963333333333e-08,--,na
80.035,0.5,0.0,3.44199e-08,--,na
80.035,0.75,0.0,3.42558e-08,--,na
80.035,1.0,0.0,3.45921e-08,--,na
80.035,1.25,0.0,3.469935e-08,--,na
80.035,1.5,0.0,3.57037e-08,--,na
80.035,1.75,0.0,3.801355e-08,--,na
80.035,2.0,0.0,4.0167449999999996e-08,--,na
80.035,2.25,0.0,4.138195e-08,--,na
80.035,2.5,0.0,4.28755e-08,--,na
80.035,2.75,0.0,4.35899e-08,--,na
80.035,3.0,0.0,4.36498e-08,--,na
80.035,3.25,0.0,4.41633e-08,--,na
80.035,3.5,0.0,4.41363e-08,--,na
80.035,3.75,0.0,4.411795e-08,--,na
80.035,4.0,0.0,4.4575899999999996e-08,--,na
80.035,4.25,0.0,4.3836e-08,--,na
80.035,4.5,0.0,4.45149e-08,--,na
80.035,4.75,0.0,4.47258e-08,--,na
80.035,5.0,0.0,4.450975e-08,--,na
80.035,5.25,0.0,4.495045e-08,--,na
80.035,5.5,0.0,4.47009e-08,--,na
80.035,5.75,0.0,4.51859e-08,--,na
80.035,6.0,0.0,4.56759e-08,--,na
80.035,6.25,0.0,4.52592e-08,--,na
80.035,6.5,0.0,4.51953e-08,--,na
80.035,6.75,0.0,4.57239e-08,--,na
80.035,7.0,0.0,4.573875e-08,--,na
80.035,7.25,0.0,4.52933e-08,--,na
80.035,7.5,0.0,4.56141e-08,--,na
80.035,7.75,0.0,4.5406099999999995e-08,--,na
80.035,8.0,0.0,4.6359549999999995e-08,--,na
80.035,8.25,0.0,4.5617e-08,--,na
80.035,8.5,0.0,4.57569e-08,--,na
80.035,8.75,0.0,4.57447e-08,--,na
80.035,9.0,0.0,4.5842999999999996e-08,--,na
80.035,9.25,0.0,4.55998e-08,--,na
80.035,9.5,0.0,4.56115e-08,--,na
80.035,9.75,0.0,4.570095e-08,--,na
80.035,10.0,0.0,4.51084e-08,--,na
80.035,10.25,0.0,4.53836e-08,--,na
80.035,10.5,0.0,4.6016350000000006e-08,--,na
80.035,10.75,0.0,4.571045e-08,--,na
80.035,11.0,0.0,4.5203250000000005e-08,--,na
80.035,11.25,0.0,4.52695e-08,--,na
80.035,11.5,0.0,4.509715e-08,--,na
80.035,11.75,0.0,4.510055e-08,--,na
80.035,12.0,0.0,4.54337e-08,--,na
80.035,12.25,0.0,4.57736e-08,--,na
80.035,12.5,0.0,4.54211e-08,--,na
80.035,12.75,0.0,4.584435e-08,--,na
80.035,13.0,0.0,4.5743749999999996e-08,--,na
80.035,13.25,0.0,4.60401e-08,--,na
80.035,13.5,0.0,4.549595e-08,--,na
80.035,13.75,0.0,4.51145e-08,--,na
80.035,14.0,0.0,4.5321100000000005e-08,--,na
80.035,14.25,0.0,4.560255e-08,--,na
80.035,14.5,0.0,4.5244449999999996e-08,--,na
80.035,14.75,0.0,4.49078e-08,--,na
80.035,15.0,0.0,4.58015e-08,--,na
