ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
68.035,408.5,0.0,3.4051449999999996e-08,--,na
68.035,408.75,0.0,3.39858e-08,--,na
68.035,409.0,0.0,3.20622e-08,--,na
68.035,409.25,0.0,3.19462e-08,--,na
68.035,409.5,0.0,3.39804e-08,--,na
68.035,409.75,0.0,3.29364e-08,--,na
68.035,410.0,0.0,3.4746199999999997e-08,--,na
68.035,410.25,0.0,3.244855e-08,--,na
68.035,410.5,0.0,3.39885e-08,--,na
68.035,410.75,0.0,3.40841e-08,--,na
68.035,411.0,0.0,3.578085e-08,--,na
68.035,411.25,0.0,3.65677e-08,--,na
68.035,411.5,0.0,3.695795e-08,--,na
68.035,411.75,0.0,3.65916e-08,--,na
68.035,412.0,0.0,3.84807e-08,--,na
68.035,412.25,0.0,4.05318e-08,--,na
68.035,412.5,0.0,3.8096450000000004e-08,--,na
68.035,412.75,0.0,3.84407e-08,--,na
68.035,413.0,0.0,4.13126e-08,--,na
68.035,413.25,0.0,3.862295e-08,--,na
68.035,413.5,0.0,3.9829e-08,--,na
68.035,413.75,0.0,4.1205e-08,--,na
68.035,414.0,0.0,4.23902e-08,--,na
68.035,414.25,0.0,4.163105e-08,--,na
68.035,414.5,0.0,4.345995e-08,--,na
68.035,414.75,0.0,4.28971e-08,--,na
68.035,415.0,0.0,4.287845e-08,--,na
68.035,415.25,0.0,4.427555e-08,--,na
68.035,415.5,0.0,4.40147e-08,--,na
68.035,415.75,0.0,4.59446e-08,--,na
68.035,416.0,0.0,4.611605e-08,--,na
68.035,416.25,0.0,4.56158e-08,--,na
68.035,416.5,0.0,4.701425e-08,--,na
68.035,416.75,0.0,4.71402e-08,--,na
68.035,417.0,0.0,4.9392900000000005e-08,--,na
68.035,417.25,0.0,5.0091499999999996e-08,--,na
68.035,417.5,0.0,4.935745e-08,--,na
68.035,417.75,0.0,4.95052e-08,--,na
68.035,418.0,0.0,4.9551449999999996e-08,--,na
68.035,418.25,0.0,5.1655849999999995e-08,--,na
68.035,418.5,0.0,5.09962e-08,--,na
68.035,418.75,0.0,5.118565e-08,--,na
68.035,419.0,0.0,5.3818e-08,--,na
68.035,419.25,0.0,5.21527e-08,--,na
68.035,419.5,0.0,5.1544650000000004e-08,--,na
68.035,419.75,0.0,5.21292e-08,--,na
68.035,420.0,0.0,5.179715e-08,--,na
68.035,420.25,0.0,5.248605e-08,--,na
68.035,420.5,0.0,5.1868750000000006e-08,--,na
68.035,420.75,0.0,5.39653e-08,--,na
68.035,421.0,0.0,5.16493e-08,--,na
68.035,421.25,0.0,5.28154e-08,--,na
68.035,421.5,0.0,5.19946e-08,--,na
68.035,421.75,0.0,5.47629e-08,--,na
68.035,422.0,0.0,5.26168e-08,--,na
68.035,422.25,0.0,5.12826e-08,--,na
68.035,422.5,0.0,5.11819e-08,--,na
68.035,422.75,0.0,5.15896e-08,--,na
68.035,423.0,0.0,5.056725e-08,--,na
68.035,423.25,0.0,4.9432150000000004e-08,--,na
68.035,423.5,0.0,5.032205e-08,--,na
68.035,423.75,0.0,4.92267e-08,--,na
68.035,424.0,0.0,4.9965199999999995e-08,--,na
68.035,424.25,0.0,4.916695e-08,--,na
68.035,424.5,0.0,4.83093e-08,--,na
68.035,424.75,0.0,4.787785e-08,--,na
68.035,425.0,0.0,4.784985e-08,--,na
68.035,425.25,0.0,4.66214e-08,--,na
68.035,425.5,0.0,4.62075e-08,--,na
68.035,425.75,0.0,4.70057e-08,--,na
68.035,426.0,0.0,4.51555e-08,--,na
68.035,426.25,0.0,4.43958e-08,--,na
68.035,426.5,0.0,4.4872e-08,--,na
68.035,426.75,0.0,4.330225e-08,--,na
68.035,427.0,0.0,4.24678e-08,--,na
68.035,427.25,0.0,4.163165e-08,--,na
68.035,427.5,0.0,4.14648e-08,--,na
68.035,427.75,0.0,4.13143e-08,--,na
68.035,428.0,0.0,4.009995e-08,--,na
68.035,428.25,0.0,4.196595e-08,--,na
68.035,428.5,0.0,3.94705e-08,--,na
68.035,428.75,0.0,3.99514e-08,--,na
68.035,429.0,0.0,3.8534649999999995e-08,--,na
68.035,429.25,0.0,3.794235e-08,--,na
68.035,429.5,0.0,3.76217e-08,--,na
68.035,429.75,0.0,3.7227299999999996e-08,--,na
68.035,430.0,0.0,3.66745e-08,--,na
68.035,430.25,0.0,3.612465e-08,--,na
68.035,430.5,0.0,3.48489e-08,--,na
68.035,430.75,0.0,3.53895e-08,--,na
68.035,431.0,0.0,3.28553e-08,--,na
68.035,431.25,0.0,3.46464e-08,--,na
68.035,431.5,0.0,3.43968e-08,--,na
68.035,431.75,0.0,3.3253399999999995e-08,--,na
68.035,432.0,0.0,3.3406e-08,--,na
68.035,432.25,0.0,3.58211e-08,--,na
68.035,432.5,0.0,3.23656e-08,--,na
68.035,432.75,0.0,3.26458e-08,--,na
68.035,433.0,0.0,3.31709e-08,--,na
68.035,433.25,0.0,3.194775e-08,--,na
68.035,433.5,0.0,3.16202e-08,--,na
68.035,433.75,0.0,3.40187e-08,--,na
68.035,434.0,0.0,3.1789649999999996e-08,--,na
68.035,434.25,0.0,3.09808e-08,--,na
68.035,434.5,0.0,3.081685e-08,--,na
68.035,434.75,0.0,3.06996e-08,--,na
68.035,435.0,0.0,3.031015e-08,--,na
68.035,435.25,0.0,3.0430749999999996e-08,--,na
68.035,435.5,0.0,3.06958e-08,--,na
68.035,435.75,0.0,3.06312e-08,--,na
68.035,436.0,0.0,3.1478899999999995e-08,--,na
68.035,436.25,0.0,3.08895e-08,--,na
68.035,436.5,0.0,3.0262e-08,--,na
68.035,436.75,0.0,3.073295e-08,--,na
68.035,437.0,0.0,3.07135e-08,--,na
68.035,437.25,0.0,3.08168e-08,--,na
68.035,437.5,0.0,3.0530499999999997e-08,--,na
68.035,437.75,0.0,3.06709e-08,--,na
68.035,438.0,0.0,3.1176e-08,--,na
68.035,438.25,0.0,3.2569299999999995e-08,--,na
68.035,438.5,0.0,3.20232e-08,--,na
68.035,438.75,0.0,3.070075e-08,--,na
68.035,439.0,0.0,3.0361949999999995e-08,--,na
68.035,439.25,0.0,3.02047e-08,--,na
68.035,439.5,0.0,3.04532e-08,--,na
68.035,439.75,0.0,3.03236e-08,--,na
68.035,440.0,0.0,2.869865e-08,--,na
68.035,440.25,0.0,3.07042e-08,--,na
68.035,440.5,0.0,3.11372e-08,--,na
68.035,440.75,0.0,3.0069599999999996e-08,--,na
68.035,441.0,0.0,2.98141e-08,--,na
68.035,441.25,0.0,2.94373e-08,--,na
68.035,441.5,0.0,3.03272e-08,--,na
68.035,441.75,0.0,2.96422e-08,--,na
68.035,442.0,0.0,3.035025e-08,--,na
68.035,442.25,0.0,3.05355e-08,--,na
68.035,442.5,0.0,3.07483e-08,--,na
68.035,442.75,0.0,3.0177799999999996e-08,--,na
68.035,443.0,0.0,3.03949e-08,--,na
68.035,443.25,0.0,2.97608e-08,--,na
68.035,443.5,0.0,2.988765e-08,--,na
68.035,443.75,0.0,2.85521e-08,--,na
68.035,444.0,0.0,2.912185e-08,--,na
68.035,444.25,0.0,2.9174650000000002e-08,--,na
68.035,444.5,0.0,2.99391e-08,--,na
68.035,444.75,0.0,2.926625e-08,--,na
68.035,445.0,0.0,2.718625e-08,--,na
68.035,445.25,0.0,2.90451e-08,--,na
68.035,445.5,0.0,2.85233e-08,--,na
68.035,445.75,0.0,2.86692e-08,--,na
68.035,446.0,0.0,2.847935e-08,--,na
68.035,446.25,0.0,2.78268e-08,--,na
68.035,446.5,0.0,2.81478e-08,--,na
68.035,446.75,0.0,2.73825e-08,--,na
68.035,447.0,0.0,2.768065e-08,--,na
68.035,447.25,0.0,2.90291e-08,--,na
68.035,447.5,0.0,2.73726e-08,--,na
68.035,447.75,0.0,2.7603e-08,--,na
68.035,448.0,0.0,2.75868e-08,--,na
68.035,448.25,0.0,2.68216e-08,--,na
68.035,448.5,0.0,2.766445e-08,--,na
68.035,448.75,0.0,2.66869e-08,--,na
68.035,449.0,0.0,2.61772e-08,--,na
68.035,449.25,0.0,2.61014e-08,--,na
68.035,449.5,0.0,2.64699e-08,--,na
68.035,449.75,0.0,2.61474e-08,--,na
68.035,450.0,0.0,2.65414e-08,--,na
68.035,450.25,0.0,2.41499e-08,--,na
68.035,450.5,0.0,2.701225e-08,--,na
68.035,450.75,0.0,2.56867e-08,--,na
68.035,451.0,0.0,2.6539950000000002e-08,--,na
68.035,451.25,0.0,2.71335e-08,--,na
68.035,451.5,0.0,2.72645e-08,--,na
68.035,451.75,0.0,2.79755e-08,--,na
68.035,452.0,0.0,2.69854e-08,--,na
68.035,452.25,0.0,2.66097e-08,--,na
68.035,452.5,0.0,2.655195e-08,--,na
68.035,452.75,0.0,2.710035e-08,--,na
68.035,453.0,0.0,2.70227e-08,--,na
68.035,453.25,0.0,2.67517e-08,--,na
68.035,453.5,0.0,2.6731399999999998e-08,--,na
68.035,453.75,0.0,2.659915e-08,--,na
68.035,454.0,0.0,2.69926e-08,--,na
68.035,454.25,0.0,2.72025e-08,--,na
68.035,454.5,0.0,2.602025e-08,--,na
68.035,454.75,0.0,2.67145e-08,--,na
68.035,455.0,0.0,2.71557e-08,--,na
68.035,455.25,0.0,2.73722e-08,--,na
68.035,455.5,0.0,2.621115e-08,--,na
68.035,455.75,0.0,2.84262e-08,--,na
68.035,456.0,0.0,2.78485e-08,--,na
68.035,456.25,0.0,2.69381e-08,--,na
68.035,456.5,0.0,2.8141e-08,--,na
68.035,456.75,0.0,2.8766750000000002e-08,--,na
68.035,457.0,0.0,2.950255e-08,--,na
68.035,457.25,0.0,2.85705e-08,--,na
68.035,457.5,0.0,2.86915e-08,--,na
68.035,457.75,0.0,2.91454e-08,--,na
68.035,458.0,0.0,2.802765e-08,--,na
68.035,458.25,0.0,3.02102e-08,--,na
68.035,458.5,0.0,2.87779e-08,--,na
68.035,458.75,0.0,2.99259e-08,--,na
68.035,459.0,0.0,3.09053e-08,--,na
68.035,459.25,0.0,2.95852e-08,--,na
68.035,459.5,0.0,2.908e-08,--,na
68.035,459.75,0.0,2.95999e-08,--,na
68.035,460.0,0.0,2.970105e-08,--,na
68.035,460.25,0.0,2.91213e-08,--,na
68.035,460.5,0.0,2.8727399999999998e-08,--,na
68.035,460.75,0.0,3.18645e-08,--,na
68.035,461.0,0.0,2.98318e-08,--,na
68.035,461.25,0.0,2.84249e-08,--,na
68.035,461.5,0.0,3.15281e-08,--,na
68.035,461.75,0.0,2.9536899999999996e-08,--,na
68.035,462.0,0.0,3.08536e-08,--,na
68.035,462.25,0.0,2.8714e-08,--,na
68.035,462.5,0.0,3.003835e-08,--,na
68.035,462.75,0.0,3.03915e-08,--,na
68.035,463.0,0.0,2.99796e-08,--,na
68.035,463.25,0.0,3.01277e-08,--,na
68.035,463.5,0.0,3.237625e-08,--,na
68.035,463.75,0.0,2.92344e-08,--,na
68.035,464.0,0.0,3.13662e-08,--,na
68.035,464.25,0.0,3.047455e-08,--,na
68.035,464.5,0.0,2.92511e-08,--,na
68.035,464.75,0.0,3.010825e-08,--,na
68.035,465.0,0.0,3.04154e-08,--,na
68.035,465.25,0.0,3.0510800000000003e-08,--,na
68.035,465.5,0.0,3.121975e-08,--,na
68.035,465.75,0.0,2.9943e-08,--,na
68.035,466.0,0.0,3.01396e-08,--,na
68.035,466.25,0.0,2.96876e-08,--,na
68.035,466.5,0.0,2.961405e-08,--,na
68.035,466.75,0.0,2.9552800000000002e-08,--,na
68.035,467.0,0.0,3.24404e-08,--,na
68.035,467.25,0.0,2.940475e-08,--,na
68.035,467.5,0.0,2.94573e-08,--,na
68.035,467.75,0.0,3.417135e-08,--,na
68.035,468.0,0.0,2.98259e-08,--,na
68.035,468.25,0.0,3.1146200000000004e-08,--,na
68.035,468.5,0.0,2.848245e-08,--,na
68.035,468.75,0.0,2.98942e-08,--,na
68.035,469.0,0.0,2.97173e-08,--,na
68.035,469.25,0.0,2.94634e-08,--,na
68.035,469.5,0.0,3.113455e-08,--,na
68.035,469.75,0.0,2.87516e-08,--,na
68.035,470.0,0.0,2.94972e-08,--,na
68.035,470.25,0.0,2.949905e-08,--,na
68.035,470.5,0.0,2.97461e-08,--,na
68.035,470.75,0.0,2.8912650000000003e-08,--,na
68.035,471.0,0.0,3.07683e-08,--,na
68.035,471.25,0.0,2.992195e-08,--,na
68.035,471.5,0.0,2.9539749999999998e-08,--,na
68.035,471.75,0.0,2.9513e-08,--,na
68.035,472.0,0.0,2.930885e-08,--,na
68.035,472.25,0.0,2.96846e-08,--,na
68.035,472.5,0.0,2.94755e-08,--,na
68.035,472.75,0.0,2.9198e-08,--,na
68.035,473.0,0.0,2.8969e-08,--,na
68.035,473.25,0.0,3.05984e-08,--,na
68.035,473.5,0.0,2.937235e-08,--,na
68.035,473.75,0.0,2.96435e-08,--,na
68.035,474.0,0.0,2.95495e-08,--,na
68.035,474.25,0.0,2.955175e-08,--,na
68.035,474.5,0.0,2.91046e-08,--,na
68.035,474.75,0.0,2.94308e-08,--,na
68.035,475.0,0.0,2.95704e-08,--,na
68.035,475.25,0.0,2.91551e-08,--,na
68.035,475.5,0.0,2.88279e-08,--,na
68.035,475.75,0.0,2.766745e-08,--,na
68.035,476.0,0.0,2.91994e-08,--,na
68.035,476.25,0.0,2.933555e-08,--,na
68.035,476.5,0.0,2.953365e-08,--,na
68.035,476.75,0.0,2.916545e-08,--,na
68.035,477.0,0.0,2.91135e-08,--,na
68.035,477.25,0.0,2.92105e-08,--,na
68.035,477.5,0.0,2.906335e-08,--,na
68.035,477.75,0.0,2.89802e-08,--,na
68.035,478.0,0.0,2.90563e-08,--,na
68.035,478.25,0.0,2.893945e-08,--,na
68.035,478.5,0.0,2.9206499999999998e-08,--,na
68.035,478.75,0.0,2.9268e-08,--,na
68.035,479.0,0.0,2.8894150000000002e-08,--,na
68.035,479.25,0.0,2.86912e-08,--,na
68.035,479.5,0.0,2.937855e-08,--,na
68.035,479.75,0.0,2.901865e-08,--,na
68.035,480.0,0.0,2.90954e-08,--,na
68.035,480.25,0.0,2.8883e-08,--,na
68.035,480.5,0.0,2.85215e-08,--,na
68.035,480.75,0.0,2.84992e-08,--,na
68.035,481.0,0.0,2.86891e-08,--,na
68.035,481.25,0.0,2.87649e-08,--,na
68.035,481.5,0.0,2.82549e-08,--,na
68.035,481.75,0.0,2.827405e-08,--,na
68.035,482.0,0.0,2.82866e-08,--,na
68.035,482.25,0.0,2.72982e-08,--,na
68.035,482.5,0.0,2.8975e-08,--,na
68.035,482.75,0.0,2.84514e-08,--,na
68.035,483.0,0.0,2.76625e-08,--,na
68.035,483.25,0.0,2.89592e-08,--,na
68.035,483.5,0.0,2.9452950000000003e-08,--,na
68.035,483.75,0.0,2.85414e-08,--,na
68.035,484.0,0.0,2.88203e-08,--,na
68.035,484.25,0.0,2.867505e-08,--,na
68.035,484.5,0.0,2.850215e-08,--,na
68.035,484.75,0.0,2.83077e-08,--,na
68.035,485.0,0.0,2.799135e-08,--,na
68.035,485.25,0.0,2.86346e-08,--,na
68.035,485.5,0.0,2.9106399999999998e-08,--,na
68.035,485.75,0.0,2.86344e-08,--,na
68.035,486.0,0.0,2.853535e-08,--,na
68.035,486.25,0.0,2.9070500000000002e-08,--,na
68.035,486.5,0.0,2.88209e-08,--,na
68.035,486.75,0.0,2.88413e-08,--,na
68.035,487.0,0.0,2.893555e-08,--,na
68.035,487.25,0.0,2.8422e-08,--,na
68.035,487.5,0.0,2.9366e-08,--,na
68.035,487.75,0.0,2.85118e-08,--,na
68.035,488.0,0.0,2.855155e-08,--,na
68.035,488.25,0.0,2.89545e-08,--,na
68.035,488.5,0.0,2.859215e-08,--,na
68.035,488.75,0.0,2.89828e-08,--,na
68.035,489.0,0.0,2.906715e-08,--,na
68.035,489.25,0.0,2.89771e-08,--,na
68.035,489.5,0.0,2.796235e-08,--,na
68.035,489.75,0.0,2.84264e-08,--,na
68.035,490.0,0.0,2.8973e-08,--,na
68.035,490.25,0.0,2.88055e-08,--,na
68.035,490.5,0.0,2.9256e-08,--,na
68.035,490.75,0.0,2.90958e-08,--,na
68.035,491.0,0.0,2.90525e-08,--,na
68.035,491.25,0.0,2.931785e-08,--,na
68.035,491.5,0.0,2.926795e-08,--,na
68.035,491.75,0.0,2.84239e-08,--,na
68.035,492.0,0.0,2.93167e-08,--,na
68.035,492.25,0.0,2.93475e-08,--,na
68.035,492.5,0.0,2.94325e-08,--,na
68.035,492.75,0.0,2.93584e-08,--,na
68.035,493.0,0.0,2.83852e-08,--,na
68.035,493.25,0.0,2.93628e-08,--,na
68.035,493.5,0.0,2.88356e-08,--,na
68.035,493.75,0.0,2.92203e-08,--,na
68.035,494.0,0.0,2.944415e-08,--,na
68.035,494.25,0.0,2.89913e-08,--,na
68.035,494.5,0.0,2.955385e-08,--,na
68.035,494.75,0.0,2.96714e-08,--,na
68.035,495.0,0.0,2.96279e-08,--,na
68.035,495.25,0.0,2.94033e-08,--,na
68.035,495.5,0.0,2.989155e-08,--,na
68.035,495.75,0.0,2.99997e-08,--,na
68.035,496.0,0.0,2.94769e-08,--,na
68.035,496.25,0.0,2.925165e-08,--,na
68.035,496.5,0.0,2.99298e-08,--,na
68.035,496.75,0.0,2.94278e-08,--,na
68.035,497.0,0.0,3.03246e-08,--,na
68.035,497.25,0.0,2.96678e-08,--,na
68.035,497.5,0.0,2.974845e-08,--,na
68.035,497.75,0.0,2.94313e-08,--,na
68.035,498.0,0.0,2.991785e-08,--,na
68.035,498.25,0.0,3.03288e-08,--,na
68.035,498.5,0.0,2.9569200000000002e-08,--,na
68.035,498.75,0.0,2.99563e-08,--,na
68.035,499.0,0.0,2.99497e-08,--,na
68.035,499.25,0.0,2.99943e-08,--,na
68.035,499.5,0.0,3.00312e-08,--,na
68.035,499.75,0.0,3.01482e-08,--,na
68.035,500.0,0.0,3.00511e-08,--,na
68.035,500.25,0.0,3.04953e-08,--,na
68.035,500.5,0.0,3.0017e-08,--,na
68.035,500.75,0.0,3.02045e-08,--,na
68.035,501.0,0.0,3.04001e-08,--,na
68.035,501.25,0.0,3.05591e-08,--,na
68.035,501.5,0.0,3.05144e-08,--,na
68.035,501.75,0.0,3.1521e-08,--,na
68.035,502.0,0.0,3.0653650000000005e-08,--,na
68.035,502.25,0.0,3.10269e-08,--,na
68.035,502.5,0.0,3.0672049999999994e-08,--,na
68.035,502.75,0.0,3.04472e-08,--,na
68.035,503.0,0.0,3.08261e-08,--,na
68.035,503.25,0.0,3.09721e-08,--,na
68.035,503.5,0.0,3.09605e-08,--,na
68.035,503.75,0.0,3.07843e-08,--,na
68.035,504.0,0.0,3.1323999999999996e-08,--,na
68.035,504.25,0.0,3.1525100000000005e-08,--,na
68.035,504.5,0.0,3.17024e-08,--,na
68.035,504.75,0.0,3.12822e-08,--,na
68.035,505.0,0.0,3.140165e-08,--,na
68.035,505.25,0.0,3.1859050000000004e-08,--,na
68.035,505.5,0.0,3.16938e-08,--,na
68.035,505.75,0.0,3.15481e-08,--,na
68.035,506.0,0.0,3.150795e-08,--,na
68.035,506.25,0.0,3.20171e-08,--,na
68.035,506.5,0.0,3.18584e-08,--,na
68.035,506.75,0.0,3.2387199999999995e-08,--,na
68.035,507.0,0.0,3.21379e-08,--,na
68.035,507.25,0.0,3.2555300000000006e-08,--,na
68.035,507.5,0.0,3.23228e-08,--,na
68.035,507.75,0.0,3.250515e-08,--,na
68.035,508.0,0.0,3.255985e-08,--,na
68.035,508.25,0.0,3.38789e-08,--,na
68.035,508.5,0.0,3.23869e-08,--,na
68.035,508.75,0.0,3.25962e-08,--,na
68.035,509.0,0.0,3.3158250000000005e-08,--,na
68.035,509.25,0.0,3.29748e-08,--,na
68.035,509.5,0.0,3.26038e-08,--,na
68.035,509.75,0.0,3.26335e-08,--,na
68.035,510.0,0.0,3.224705e-08,--,na
68.035,510.25,0.0,3.26652e-08,--,na
68.035,510.5,0.0,3.27294e-08,--,na
68.035,510.75,0.0,3.22479e-08,--,na
68.035,511.0,0.0,3.219295e-08,--,na
68.035,511.25,0.0,3.18685e-08,--,na
68.035,511.5,0.0,3.21959e-08,--,na
68.035,511.75,0.0,3.262475e-08,--,na
68.035,512.0,0.0,3.1495799999999995e-08,--,na
68.035,512.25,0.0,3.10149e-08,--,na
68.035,512.5,0.0,3.10921e-08,--,na
68.035,512.75,0.0,3.09858e-08,--,na
68.035,513.0,0.0,3.076665e-08,--,na
68.035,513.25,0.0,3.07271e-08,--,na
68.035,513.5,0.0,3.0182600000000005e-08,--,na
68.035,513.75,0.0,3.02376e-08,--,na
68.035,514.0,0.0,2.975585e-08,--,na
68.035,514.25,0.0,2.946515e-08,--,na
68.035,514.5,0.0,2.97602e-08,--,na
68.035,514.75,0.0,2.89584e-08,--,na
68.035,515.0,0.0,2.864235e-08,--,na
68.035,515.25,0.0,2.83423e-08,--,na
68.035,515.5,0.0,2.77922e-08,--,na
68.035,515.75,0.0,2.7624350000000002e-08,--,na
68.035,516.0,0.0,2.72379e-08,--,na
68.035,516.25,0.0,2.6865399999999998e-08,--,na
68.035,516.5,0.0,2.70012e-08,--,na
68.035,516.75,0.0,2.62489e-08,--,na
68.035,517.0,0.0,2.590525e-08,--,na
68.035,517.25,0.0,2.57679e-08,--,na
68.035,517.5,0.0,2.50195e-08,--,na
68.035,517.75,0.0,2.47054e-08,--,na
68.035,518.0,0.0,2.3944099999999998e-08,--,na
68.035,518.25,0.0,2.39533e-08,--,na
68.035,518.5,0.0,2.36479e-08,--,na
68.035,518.75,0.0,2.317835e-08,--,na
68.035,519.0,0.0,2.2731400000000002e-08,--,na
68.035,519.25,0.0,2.23592e-08,--,na
68.035,519.5,0.0,2.17412e-08,--,na
68.035,519.75,0.0,2.17863e-08,--,na
68.035,520.0,0.0,2.1282700000000003e-08,--,na
68.035,520.25,0.0,2.08179e-08,--,na
68.035,520.5,0.0,1.989575e-08,--,na
68.035,520.75,0.0,2.03481e-08,--,na
68.035,521.0,0.0,1.9593850000000002e-08,--,na
68.035,521.25,0.0,1.94908e-08,--,na
68.035,521.5,0.0,1.91229e-08,--,na
68.035,521.75,0.0,1.90023e-08,--,na
68.035,522.0,0.0,1.84735e-08,--,na
68.035,522.25,0.0,1.79624e-08,--,na
68.035,522.5,0.0,1.747745e-08,--,na
68.035,522.75,0.0,1.73519e-08,--,na
68.035,523.0,0.0,1.68946e-08,--,na
68.035,523.25,0.0,1.66168e-08,--,na
68.035,523.5,0.0,1.6765849999999998e-08,--,na
68.035,523.75,0.0,1.608115e-08,--,na
68.035,524.0,0.0,1.59405e-08,--,na
68.035,524.25,0.0,1.56449e-08,--,na
68.035,524.5,0.0,1.56142e-08,--,na
68.035,524.75,0.0,1.548175e-08,--,na
68.035,525.0,0.0,1.465045e-08,--,na
68.035,525.25,0.0,1.48861e-08,--,na
68.035,525.5,0.0,1.4804300000000001e-08,--,na
68.035,525.75,0.0,1.47656e-08,--,na
68.035,526.0,0.0,1.44569e-08,--,na
68.035,526.25,0.0,1.47807e-08,--,na
68.035,526.5,0.0,1.44191e-08,--,na
68.035,526.75,0.0,1.38695e-08,--,na
68.035,527.0,0.0,1.360705e-08,--,na
68.035,527.25,0.0,1.37933e-08,--,na
68.035,527.5,0.0,1.3714700000000001e-08,--,na
68.035,527.75,0.0,1.37396e-08,--,na
68.035,528.0,0.0,1.39918e-08,--,na
68.035,528.25,0.0,1.38663e-08,--,na
68.035,528.5,0.0,1.3346849999999999e-08,--,na
68.035,528.75,0.0,1.3558550000000001e-08,--,na
68.035,529.0,0.0,1.36896e-08,--,na
68.035,529.25,0.0,1.363135e-08,--,na
68.035,529.5,0.0,1.35511e-08,--,na
68.035,529.75,0.0,1.374e-08,--,na
68.035,530.0,0.0,1.363225e-08,--,na
68.035,530.25,0.0,1.37539e-08,--,na
68.035,530.5,0.0,1.39245e-08,--,na
68.035,530.75,0.0,1.4225e-08,--,na
68.035,531.0,0.0,1.4172e-08,--,na
68.035,531.25,0.0,1.38435e-08,--,na
68.035,531.5,0.0,1.411995e-08,--,na
68.035,531.75,0.0,1.43275e-08,--,na
68.035,532.0,0.0,1.430945e-08,--,na
68.035,532.25,0.0,1.43342e-08,--,na
68.035,532.5,0.0,1.46264e-08,--,na
68.035,532.75,0.0,1.474165e-08,--,na
68.035,533.0,0.0,1.52015e-08,--,na
68.035,533.25,0.0,1.61805e-08,--,na
68.035,533.5,0.0,1.53693e-08,--,na
68.035,533.75,0.0,1.570975e-08,--,na
68.035,534.0,0.0,1.5818749999999997e-08,--,na
68.035,534.25,0.0,1.60771e-08,--,na
68.035,534.5,0.0,1.625145e-08,--,na
68.035,534.75,0.0,1.63869e-08,--,na
68.035,535.0,0.0,1.6334300000000002e-08,--,na
68.035,535.25,0.0,1.69272e-08,--,na
68.035,535.5,0.0,1.703885e-08,--,na
68.035,535.75,0.0,1.6941099999999998e-08,--,na
68.035,536.0,0.0,1.75163e-08,--,na
68.035,536.25,0.0,1.87224e-08,--,na
68.035,536.5,0.0,1.787145e-08,--,na
68.035,536.75,0.0,1.8020849999999998e-08,--,na
68.035,537.0,0.0,1.76983e-08,--,na
68.035,537.25,0.0,1.881e-08,--,na
68.035,537.5,0.0,1.88532e-08,--,na
68.035,537.75,0.0,1.906055e-08,--,na
68.035,538.0,0.0,1.93214e-08,--,na
68.035,538.25,0.0,1.940935e-08,--,na
68.035,538.5,0.0,1.92278e-08,--,na
68.035,538.75,0.0,1.988155e-08,--,na
68.035,539.0,0.0,1.99653e-08,--,na
68.035,539.25,0.0,1.9937000000000002e-08,--,na
68.035,539.5,0.0,2.040655e-08,--,na
68.035,539.75,0.0,1.88089e-08,--,na
68.035,540.0,0.0,2.08001e-08,--,na
68.035,540.25,0.0,2.08845e-08,--,na
68.035,540.5,0.0,2.13151e-08,--,na
68.035,540.75,0.0,2.137395e-08,--,na
68.035,541.0,0.0,2.1391e-08,--,na
68.035,541.25,0.0,2.160075e-08,--,na
68.035,541.5,0.0,2.14683e-08,--,na
68.035,541.75,0.0,2.17477e-08,--,na
68.035,542.0,0.0,2.1978e-08,--,na
68.035,542.25,0.0,2.1991250000000002e-08,--,na
68.035,542.5,0.0,2.16829e-08,--,na
68.035,542.75,0.0,2.16849e-08,--,na
68.035,543.0,0.0,2.18251e-08,--,na
68.035,543.25,0.0,2.1566500000000003e-08,--,na
68.035,543.5,0.0,2.1732099999999998e-08,--,na
68.035,543.75,0.0,2.20409e-08,--,na
68.035,544.0,0.0,2.20039e-08,--,na
68.035,544.25,0.0,2.19804e-08,--,na
68.035,544.5,0.0,2.21098e-08,--,na
68.035,544.75,0.0,2.204985e-08,--,na
68.035,545.0,0.0,2.1492e-08,--,na
68.035,545.25,0.0,2.1839e-08,--,na
68.035,545.5,0.0,2.20372e-08,--,na
68.035,545.75,0.0,2.22544e-08,--,na
68.035,546.0,0.0,2.19826e-08,--,na
68.035,546.25,0.0,2.2121e-08,--,na
