ECM File Output,,,,,
Filename (includes date): 2025-09-08-14-24-dic13a-177.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: redo for x axis alignment, 3 breaks,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 37.366277343749985,,,,,
Y Right: 113.18230078124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 29.103125000000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 36.30625,,,,,
X max Position (raw - not laser corrected): 898.6828125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
89.366,682.75,0.0,3.83019e-08,--,na
89.366,683.0,0.0,3.742635e-08,--,na
89.366,683.25,0.0,3.798835e-08,--,na
89.366,683.5,0.0,3.83493e-08,--,na
89.366,683.75,0.0,3.821875e-08,--,na
89.366,684.0,0.0,3.785665e-08,--,na
89.366,684.25,0.0,3.85417e-08,--,na
89.366,684.5,0.0,3.765105e-08,--,na
89.366,684.75,0.0,3.76972e-08,--,na
89.366,685.0,0.0,3.785875e-08,--,na
89.366,685.25,0.0,3.811e-08,--,na
89.366,685.5,0.0,3.72518e-08,--,na
89.366,685.75,0.0,3.76908e-08,--,na
89.366,686.0,0.0,3.7441400000000006e-08,--,na
89.366,686.25,0.0,3.6961e-08,--,na
89.366,686.5,0.0,3.704885e-08,--,na
89.366,686.75,0.0,3.70106e-08,--,na
89.366,687.0,0.0,3.68938e-08,--,na
89.366,687.25,0.0,3.669585e-08,--,na
89.366,687.5,0.0,3.646705e-08,--,na
89.366,687.75,0.0,3.59329e-08,--,na
89.366,688.0,0.0,3.58536e-08,--,na
89.366,688.25,0.0,3.59434e-08,--,na
89.366,688.5,0.0,3.52267e-08,--,na
89.366,688.75,0.0,3.49022e-08,--,na
89.366,689.0,0.0,3.46124e-08,--,na
89.366,689.25,0.0,3.4330449999999995e-08,--,na
89.366,689.5,0.0,3.385855e-08,--,na
89.366,689.75,0.0,3.37474e-08,--,na
89.366,690.0,0.0,3.4044349999999996e-08,--,na
89.366,690.25,0.0,3.398625e-08,--,na
89.366,690.5,0.0,3.37578e-08,--,na
89.366,690.75,0.0,3.35639e-08,--,na
89.366,691.0,0.0,3.37558e-08,--,na
89.366,691.25,0.0,3.363355e-08,--,na
89.366,691.5,0.0,3.32998e-08,--,na
89.366,691.75,0.0,3.42277e-08,--,na
89.366,692.0,0.0,3.35796e-08,--,na
89.366,692.25,0.0,3.259965e-08,--,na
89.366,692.5,0.0,3.2628299999999996e-08,--,na
89.366,692.75,0.0,3.16483e-08,--,na
89.366,693.0,0.0,3.1710199999999995e-08,--,na
89.366,693.25,0.0,3.18077e-08,--,na
89.366,693.5,0.0,3.14224e-08,--,na
89.366,693.75,0.0,3.138135e-08,--,na
89.366,694.0,0.0,3.10553e-08,--,na
89.366,694.25,0.0,3.129385e-08,--,na
89.366,694.5,0.0,3.09595e-08,--,na
89.366,694.75,0.0,3.08902e-08,--,na
89.366,695.0,0.0,3.07151e-08,--,na
89.366,695.25,0.0,3.065795e-08,--,na
89.366,695.5,0.0,2.95704e-08,--,na
89.366,695.75,0.0,3.0175599999999997e-08,--,na
89.366,696.0,0.0,2.99126e-08,--,na
89.366,696.25,0.0,2.99325e-08,--,na
89.366,696.5,0.0,2.9579e-08,--,na
89.366,696.75,0.0,2.8755e-08,--,na
89.366,697.0,0.0,2.90353e-08,--,na
89.366,697.25,0.0,2.8681e-08,--,na
89.366,697.5,0.0,2.92807e-08,--,na
89.366,697.75,0.0,2.85175e-08,--,na
89.366,698.0,0.0,2.8556049999999997e-08,--,na
89.366,698.25,0.0,2.83945e-08,--,na
89.366,698.5,0.0,2.88102e-08,--,na
89.366,698.75,0.0,2.84507e-08,--,na
89.366,699.0,0.0,2.83496e-08,--,na
89.366,699.25,0.0,2.81163e-08,--,na
89.366,699.5,0.0,2.84011e-08,--,na
89.366,699.75,0.0,2.7817999999999998e-08,--,na
89.366,700.0,0.0,2.77937e-08,--,na
89.366,700.25,0.0,2.76615e-08,--,na
89.366,700.5,0.0,2.67011e-08,--,na
89.366,700.75,0.0,2.762005e-08,--,na
89.366,701.0,0.0,2.738575e-08,--,na
89.366,701.25,0.0,2.77581e-08,--,na
89.366,701.5,0.0,2.776725e-08,--,na
89.366,701.75,0.0,2.67086e-08,--,na
89.366,702.0,0.0,2.812275e-08,--,na
89.366,702.25,0.0,2.830365e-08,--,na
89.366,702.5,0.0,2.85001e-08,--,na
89.366,702.75,0.0,2.884175e-08,--,na
89.366,703.0,0.0,2.910165e-08,--,na
89.366,703.25,0.0,2.9387950000000002e-08,--,na
89.366,703.5,0.0,2.97624e-08,--,na
89.366,703.75,0.0,3.00401e-08,--,na
89.366,704.0,0.0,2.997205e-08,--,na
89.366,704.25,0.0,3.052875e-08,--,na
89.366,704.5,0.0,3.08421e-08,--,na
89.366,704.75,0.0,3.2336299999999996e-08,--,na
89.366,705.0,0.0,3.303085e-08,--,na
89.366,705.25,0.0,3.3599999999999996e-08,--,na
89.366,705.5,0.0,3.38856e-08,--,na
89.366,705.75,0.0,3.425275e-08,--,na
89.366,706.0,0.0,3.5044e-08,--,na
89.366,706.25,0.0,3.568345e-08,--,na
89.366,706.5,0.0,3.60795e-08,--,na
89.366,706.75,0.0,3.6935299999999996e-08,--,na
89.366,707.0,0.0,3.71441e-08,--,na
89.366,707.25,0.0,3.788895e-08,--,na
89.366,707.5,0.0,3.83328e-08,--,na
89.366,707.75,0.0,3.883795e-08,--,na
89.366,708.0,0.0,3.98393e-08,--,na
89.366,708.25,0.0,4.01404e-08,--,na
89.366,708.5,0.0,4.0802699999999995e-08,--,na
89.366,708.75,0.0,4.0992e-08,--,na
89.366,709.0,0.0,4.193575e-08,--,na
89.366,709.25,0.0,4.27172e-08,--,na
89.366,709.5,0.0,4.28007e-08,--,na
89.366,709.75,0.0,4.318745e-08,--,na
89.366,710.0,0.0,4.360365e-08,--,na
89.366,710.25,0.0,4.4006949999999996e-08,--,na
89.366,710.5,0.0,4.43578e-08,--,na
89.366,710.75,0.0,4.40118e-08,--,na
89.366,711.0,0.0,4.4613949999999996e-08,--,na
89.366,711.25,0.0,4.494345e-08,--,na
89.366,711.5,0.0,4.5043e-08,--,na
89.366,711.75,0.0,4.525185e-08,--,na
89.366,712.0,0.0,4.5728600000000004e-08,--,na
89.366,712.25,0.0,4.62839e-08,--,na
89.366,712.5,0.0,4.6348e-08,--,na
89.366,712.75,0.0,4.672575e-08,--,na
89.366,713.0,0.0,4.7121249999999996e-08,--,na
89.366,713.25,0.0,4.73473e-08,--,na
89.366,713.5,0.0,4.66695e-08,--,na
89.366,713.75,0.0,4.7323e-08,--,na
89.366,714.0,0.0,4.732915e-08,--,na
89.366,714.25,0.0,4.80586e-08,--,na
89.366,714.5,0.0,4.68975e-08,--,na
89.366,714.75,0.0,4.682105e-08,--,na
89.366,715.0,0.0,4.74529e-08,--,na
89.366,715.25,0.0,4.78035e-08,--,na
89.366,715.5,0.0,4.8118649999999997e-08,--,na
89.366,715.75,0.0,4.846535e-08,--,na
89.366,716.0,0.0,4.8399849999999995e-08,--,na
89.366,716.25,0.0,4.8987e-08,--,na
89.366,716.5,0.0,4.88579e-08,--,na
89.366,716.75,0.0,4.888525e-08,--,na
89.366,717.0,0.0,4.94639e-08,--,na
89.366,717.25,0.0,4.92508e-08,--,na
89.366,717.5,0.0,4.88758e-08,--,na
89.366,717.75,0.0,4.941325e-08,--,na
89.366,718.0,0.0,4.871455e-08,--,na
89.366,718.25,0.0,4.83288e-08,--,na
89.366,718.5,0.0,4.89478e-08,--,na
89.366,718.75,0.0,4.84708e-08,--,na
89.366,719.0,0.0,4.902185e-08,--,na
89.366,719.25,0.0,4.8844e-08,--,na
89.366,719.5,0.0,4.92855e-08,--,na
89.366,719.75,0.0,4.910775e-08,--,na
89.366,720.0,0.0,4.93233e-08,--,na
89.366,720.25,0.0,4.93457e-08,--,na
89.366,720.5,0.0,4.92905e-08,--,na
89.366,720.75,0.0,4.9245150000000003e-08,--,na
89.366,721.0,0.0,4.96089e-08,--,na
89.366,721.25,0.0,4.847335e-08,--,na
89.366,721.5,0.0,4.909675e-08,--,na
89.366,721.75,0.0,4.82451e-08,--,na
89.366,722.0,0.0,4.9282500000000005e-08,--,na
89.366,722.25,0.0,4.95475e-08,--,na
89.366,722.5,0.0,4.914955e-08,--,na
89.366,722.75,0.0,4.84707e-08,--,na
89.366,723.0,0.0,4.8139350000000004e-08,--,na
89.366,723.25,0.0,4.84012e-08,--,na
89.366,723.5,0.0,4.83096e-08,--,na
89.366,723.75,0.0,4.81803e-08,--,na
89.366,724.0,0.0,4.81341e-08,--,na
89.366,724.25,0.0,4.80526e-08,--,na
89.366,724.5,0.0,4.8428650000000004e-08,--,na
89.366,724.75,0.0,4.77493e-08,--,na
89.366,725.0,0.0,4.79941e-08,--,na
89.366,725.25,0.0,4.79063e-08,--,na
89.366,725.5,0.0,4.76724e-08,--,na
89.366,725.75,0.0,4.7688349999999996e-08,--,na
89.366,726.0,0.0,4.7573750000000006e-08,--,na
89.366,726.25,0.0,4.7174e-08,--,na
89.366,726.5,0.0,4.6523049999999995e-08,--,na
89.366,726.75,0.0,4.70319e-08,--,na
89.366,727.0,0.0,4.6883e-08,--,na
89.366,727.25,0.0,4.65743e-08,--,na
89.366,727.5,0.0,4.55351e-08,--,na
89.366,727.75,0.0,4.56873e-08,--,na
89.366,728.0,0.0,4.6431899999999996e-08,--,na
89.366,728.25,0.0,4.5685e-08,--,na
89.366,728.5,0.0,4.6380349999999995e-08,--,na
89.366,728.75,0.0,4.5752899999999994e-08,--,na
89.366,729.0,0.0,4.6049299999999994e-08,--,na
89.366,729.25,0.0,4.48698e-08,--,na
89.366,729.5,0.0,4.4791e-08,--,na
89.366,729.75,0.0,4.4960749999999994e-08,--,na
89.366,730.0,0.0,4.394725e-08,--,na
89.366,730.25,0.0,4.36869e-08,--,na
89.366,730.5,0.0,4.383255e-08,--,na
89.366,730.75,0.0,4.2909500000000004e-08,--,na
89.366,731.0,0.0,4.28841e-08,--,na
89.366,731.25,0.0,4.25954e-08,--,na
89.366,731.5,0.0,4.2449600000000004e-08,--,na
89.366,731.75,0.0,4.255e-08,--,na
89.366,732.0,0.0,4.269165e-08,--,na
89.366,732.25,0.0,4.17214e-08,--,na
89.366,732.5,0.0,4.17715e-08,--,na
89.366,732.75,0.0,4.09433e-08,--,na
89.366,733.0,0.0,4.090915e-08,--,na
89.366,733.25,0.0,4.07018e-08,--,na
89.366,733.5,0.0,4.02834e-08,--,na
89.366,733.75,0.0,3.922905e-08,--,na
89.366,734.0,0.0,3.97389e-08,--,na
89.366,734.25,0.0,3.9217100000000005e-08,--,na
89.366,734.5,0.0,3.84974e-08,--,na
89.366,734.75,0.0,3.835235e-08,--,na
89.366,735.0,0.0,3.75887e-08,--,na
89.366,735.25,0.0,3.74606e-08,--,na
89.366,735.5,0.0,3.71228e-08,--,na
89.366,735.75,0.0,3.66619e-08,--,na
89.366,736.0,0.0,3.64192e-08,--,na
89.366,736.25,0.0,3.56042e-08,--,na
89.366,736.5,0.0,3.61289e-08,--,na
89.366,736.75,0.0,3.574985e-08,--,na
89.366,737.0,0.0,3.45196e-08,--,na
89.366,737.25,0.0,3.499115e-08,--,na
89.366,737.5,0.0,3.47097e-08,--,na
89.366,737.75,0.0,3.45347e-08,--,na
89.366,738.0,0.0,3.48826e-08,--,na
89.366,738.25,0.0,3.4275649999999996e-08,--,na
89.366,738.5,0.0,3.337115e-08,--,na
89.366,738.75,0.0,3.3623699999999994e-08,--,na
89.366,739.0,0.0,3.34634e-08,--,na
89.366,739.25,0.0,3.32718e-08,--,na
89.366,739.5,0.0,3.27376e-08,--,na
89.366,739.75,0.0,3.2688e-08,--,na
89.366,740.0,0.0,3.21839e-08,--,na
89.366,740.25,0.0,3.232995e-08,--,na
89.366,740.5,0.0,3.23183e-08,--,na
89.366,740.75,0.0,3.18368e-08,--,na
89.366,741.0,0.0,3.151605e-08,--,na
89.366,741.25,0.0,3.14516e-08,--,na
89.366,741.5,0.0,3.17018e-08,--,na
89.366,741.75,0.0,3.1291549999999995e-08,--,na
89.366,742.0,0.0,3.14386e-08,--,na
89.366,742.25,0.0,3.0578600000000004e-08,--,na
89.366,742.5,0.0,3.115395e-08,--,na
89.366,742.75,0.0,3.079255e-08,--,na
89.366,743.0,0.0,2.91065e-08,--,na
89.366,743.25,0.0,3.1151950000000004e-08,--,na
89.366,743.5,0.0,3.143885e-08,--,na
89.366,743.75,0.0,3.0998e-08,--,na
89.366,744.0,0.0,3.0405549999999997e-08,--,na
89.366,744.25,0.0,2.97934e-08,--,na
89.366,744.5,0.0,3.10006e-08,--,na
89.366,744.75,0.0,3.0243249999999995e-08,--,na
89.366,745.0,0.0,3.09453e-08,--,na
89.366,745.25,0.0,2.9972e-08,--,na
89.366,745.5,0.0,2.9585149999999998e-08,--,na
89.366,745.75,0.0,2.96164e-08,--,na
89.366,746.0,0.0,2.9868e-08,--,na
89.366,746.25,0.0,2.9094e-08,--,na
89.366,746.5,0.0,2.9824500000000003e-08,--,na
89.366,746.75,0.0,2.903595e-08,--,na
89.366,747.0,0.0,3.06354e-08,--,na
89.366,747.25,0.0,2.9586200000000002e-08,--,na
89.366,747.5,0.0,2.9322850000000002e-08,--,na
89.366,747.75,0.0,2.942245e-08,--,na
89.366,748.0,0.0,2.92343e-08,--,na
89.366,748.25,0.0,2.8939e-08,--,na
89.366,748.5,0.0,2.899e-08,--,na
89.366,748.75,0.0,2.875e-08,--,na
89.366,749.0,0.0,2.93349e-08,--,na
89.366,749.25,0.0,2.8991200000000002e-08,--,na
89.366,749.5,0.0,2.900865e-08,--,na
89.366,749.75,0.0,2.87561e-08,--,na
89.366,750.0,0.0,2.87079e-08,--,na
89.366,750.25,0.0,2.909145e-08,--,na
89.366,750.5,0.0,2.85838e-08,--,na
89.366,750.75,0.0,2.87119e-08,--,na
89.366,751.0,0.0,2.85354e-08,--,na
89.366,751.25,0.0,2.88881e-08,--,na
89.366,751.5,0.0,2.858095e-08,--,na
89.366,751.75,0.0,2.85333e-08,--,na
89.366,752.0,0.0,2.86177e-08,--,na
89.366,752.25,0.0,2.804505e-08,--,na
89.366,752.5,0.0,2.827745e-08,--,na
89.366,752.75,0.0,2.87911e-08,--,na
89.366,753.0,0.0,2.852125e-08,--,na
89.366,753.25,0.0,2.8231e-08,--,na
89.366,753.5,0.0,2.8684199999999998e-08,--,na
89.366,753.75,0.0,2.86035e-08,--,na
89.366,754.0,0.0,2.8320800000000002e-08,--,na
89.366,754.25,0.0,2.79612e-08,--,na
89.366,754.5,0.0,2.823195e-08,--,na
89.366,754.75,0.0,2.69281e-08,--,na
89.366,755.0,0.0,2.802925e-08,--,na
89.366,755.25,0.0,2.8147400000000002e-08,--,na
89.366,755.5,0.0,2.793675e-08,--,na
89.366,755.75,0.0,2.78023e-08,--,na
89.366,756.0,0.0,2.764955e-08,--,na
89.366,756.25,0.0,2.7673300000000002e-08,--,na
89.366,756.5,0.0,2.77864e-08,--,na
89.366,756.75,0.0,2.800775e-08,--,na
89.366,757.0,0.0,2.80625e-08,--,na
89.366,757.25,0.0,2.74848e-08,--,na
89.366,757.5,0.0,2.788755e-08,--,na
89.366,757.75,0.0,2.76285e-08,--,na
89.366,758.0,0.0,2.8612849999999998e-08,--,na
89.366,758.25,0.0,2.794575e-08,--,na
89.366,758.5,0.0,2.714765e-08,--,na
89.366,758.75,0.0,2.84167e-08,--,na
89.366,759.0,0.0,2.78557e-08,--,na
89.366,759.25,0.0,2.77331e-08,--,na
89.366,759.5,0.0,2.76488e-08,--,na
89.366,759.75,0.0,2.83331e-08,--,na
89.366,760.0,0.0,2.83447e-08,--,na
89.366,760.25,0.0,2.810415e-08,--,na
89.366,760.5,0.0,2.882005e-08,--,na
89.366,760.75,0.0,2.88212e-08,--,na
89.366,761.0,0.0,2.832735e-08,--,na
89.366,761.25,0.0,2.88906e-08,--,na
89.366,761.5,0.0,2.8129e-08,--,na
89.366,761.75,0.0,2.892e-08,--,na
89.366,762.0,0.0,2.827575e-08,--,na
89.366,762.25,0.0,2.815805e-08,--,na
89.366,762.5,0.0,2.8436499999999998e-08,--,na
89.366,762.75,0.0,2.84428e-08,--,na
89.366,763.0,0.0,2.85232e-08,--,na
89.366,763.25,0.0,2.8726049999999998e-08,--,na
89.366,763.5,0.0,2.84914e-08,--,na
89.366,763.75,0.0,2.82053e-08,--,na
89.366,764.0,0.0,2.8376000000000002e-08,--,na
89.366,764.25,0.0,2.85319e-08,--,na
89.366,764.5,0.0,2.76023e-08,--,na
89.366,764.75,0.0,2.84421e-08,--,na
89.366,765.0,0.0,2.893905e-08,--,na
89.366,765.25,0.0,2.8697149999999997e-08,--,na
89.366,765.5,0.0,2.864665e-08,--,na
89.366,765.75,0.0,2.79481e-08,--,na
89.366,766.0,0.0,2.83944e-08,--,na
89.366,766.25,0.0,2.84952e-08,--,na
89.366,766.5,0.0,2.862645e-08,--,na
89.366,766.75,0.0,2.81891e-08,--,na
89.366,767.0,0.0,2.877155e-08,--,na
89.366,767.25,0.0,2.876205e-08,--,na
89.366,767.5,0.0,2.8079149999999998e-08,--,na
89.366,767.75,0.0,2.80956e-08,--,na
89.366,768.0,0.0,2.811165e-08,--,na
89.366,768.25,0.0,2.75252e-08,--,na
89.366,768.5,0.0,2.7590450000000002e-08,--,na
89.366,768.75,0.0,2.83404e-08,--,na
89.366,769.0,0.0,2.793615e-08,--,na
89.366,769.25,0.0,2.7924300000000002e-08,--,na
89.366,769.5,0.0,2.8306000000000002e-08,--,na
89.366,769.75,0.0,2.78254e-08,--,na
89.366,770.0,0.0,2.7875499999999997e-08,--,na
89.366,770.25,0.0,2.77506e-08,--,na
89.366,770.5,0.0,2.76718e-08,--,na
89.366,770.75,0.0,2.782085e-08,--,na
89.366,771.0,0.0,2.763735e-08,--,na
89.366,771.25,0.0,2.75322e-08,--,na
89.366,771.5,0.0,2.82098e-08,--,na
89.366,771.75,0.0,2.84127e-08,--,na
89.366,772.0,0.0,2.75865e-08,--,na
89.366,772.25,0.0,2.751995e-08,--,na
89.366,772.5,0.0,2.72942e-08,--,na
89.366,772.75,0.0,2.740785e-08,--,na
89.366,773.0,0.0,2.725485e-08,--,na
89.366,773.25,0.0,2.659975e-08,--,na
89.366,773.5,0.0,2.70481e-08,--,na
89.366,773.75,0.0,2.67821e-08,--,na
89.366,774.0,0.0,2.65883e-08,--,na
89.366,774.25,0.0,2.6651849999999998e-08,--,na
89.366,774.5,0.0,2.66508e-08,--,na
89.366,774.75,0.0,2.6878499999999998e-08,--,na
89.366,775.0,0.0,2.61901e-08,--,na
89.366,775.25,0.0,2.61185e-08,--,na
89.366,775.5,0.0,2.63488e-08,--,na
89.366,775.75,0.0,2.62495e-08,--,na
89.366,776.0,0.0,2.62775e-08,--,na
89.366,776.25,0.0,2.5719400000000002e-08,--,na
89.366,776.5,0.0,2.63282e-08,--,na
89.366,776.75,0.0,2.62188e-08,--,na
89.366,777.0,0.0,2.61978e-08,--,na
89.366,777.25,0.0,2.615835e-08,--,na
89.366,777.5,0.0,2.59339e-08,--,na
89.366,777.75,0.0,2.554055e-08,--,na
89.366,778.0,0.0,2.5776300000000002e-08,--,na
89.366,778.25,0.0,2.63439e-08,--,na
89.366,778.5,0.0,2.557895e-08,--,na
89.366,778.75,0.0,2.5506e-08,--,na
89.366,779.0,0.0,2.55089e-08,--,na
89.366,779.25,0.0,2.53447e-08,--,na
89.366,779.5,0.0,2.55457e-08,--,na
89.366,779.75,0.0,2.535405e-08,--,na
89.366,780.0,0.0,2.543985e-08,--,na
89.366,780.25,0.0,2.571435e-08,--,na
89.366,780.5,0.0,2.52924e-08,--,na
89.366,780.75,0.0,2.54642e-08,--,na
89.366,781.0,0.0,2.6148499999999998e-08,--,na
89.366,781.25,0.0,2.58105e-08,--,na
89.366,781.5,0.0,2.62035e-08,--,na
89.366,781.75,0.0,2.628855e-08,--,na
89.366,782.0,0.0,2.64466e-08,--,na
89.366,782.25,0.0,2.6369600000000002e-08,--,na
89.366,782.5,0.0,2.69806e-08,--,na
89.366,782.75,0.0,2.68682e-08,--,na
89.366,783.0,0.0,2.61992e-08,--,na
89.366,783.25,0.0,2.63416e-08,--,na
89.366,783.5,0.0,2.67137e-08,--,na
89.366,783.75,0.0,2.57356e-08,--,na
89.366,784.0,0.0,2.715105e-08,--,na
89.366,784.25,0.0,2.71796e-08,--,na
89.366,784.5,0.0,2.7438e-08,--,na
89.366,784.75,0.0,2.821415e-08,--,na
89.366,785.0,0.0,2.6602649999999998e-08,--,na
89.366,785.25,0.0,2.85084e-08,--,na
89.366,785.5,0.0,2.76012e-08,--,na
89.366,785.75,0.0,2.81836e-08,--,na
89.366,786.0,0.0,2.8282799999999998e-08,--,na
89.366,786.25,0.0,2.81635e-08,--,na
89.366,786.5,0.0,2.82632e-08,--,na
89.366,786.75,0.0,2.8263900000000002e-08,--,na
89.366,787.0,0.0,2.8460200000000002e-08,--,na
89.366,787.25,0.0,2.8262550000000002e-08,--,na
89.366,787.5,0.0,2.90076e-08,--,na
89.366,787.75,0.0,2.896045e-08,--,na
89.366,788.0,0.0,2.90967e-08,--,na
89.366,788.25,0.0,2.9357e-08,--,na
89.366,788.5,0.0,2.956705e-08,--,na
89.366,788.75,0.0,3.03289e-08,--,na
89.366,789.0,0.0,2.958005e-08,--,na
89.366,789.25,0.0,3.079285e-08,--,na
89.366,789.5,0.0,3.09446e-08,--,na
89.366,789.75,0.0,3.095215e-08,--,na
89.366,790.0,0.0,3.11832e-08,--,na
89.366,790.25,0.0,2.97106e-08,--,na
89.366,790.5,0.0,3.22253e-08,--,na
89.366,790.75,0.0,3.1334e-08,--,na
89.366,791.0,0.0,3.2455499999999996e-08,--,na
89.366,791.25,0.0,3.241635e-08,--,na
89.366,791.5,0.0,3.2204e-08,--,na
89.366,791.75,0.0,3.242075e-08,--,na
89.366,792.0,0.0,3.263915e-08,--,na
89.366,792.25,0.0,3.44226e-08,--,na
89.366,792.5,0.0,3.30133e-08,--,na
89.366,792.75,0.0,3.419445e-08,--,na
89.366,793.0,0.0,3.31825e-08,--,na
89.366,793.25,0.0,3.24823e-08,--,na
89.366,793.5,0.0,3.373045e-08,--,na
89.366,793.75,0.0,3.35226e-08,--,na
89.366,794.0,0.0,3.4359050000000006e-08,--,na
89.366,794.25,0.0,3.41744e-08,--,na
89.366,794.5,0.0,3.412905e-08,--,na
89.366,794.75,0.0,3.467765e-08,--,na
89.366,795.0,0.0,3.248665e-08,--,na
89.366,795.25,0.0,3.43877e-08,--,na
89.366,795.5,0.0,3.4899899999999996e-08,--,na
89.366,795.75,0.0,3.38553e-08,--,na
89.366,796.0,0.0,3.528425e-08,--,na
89.366,796.25,0.0,3.49001e-08,--,na
89.366,796.5,0.0,3.528985e-08,--,na
89.366,796.75,0.0,3.46933e-08,--,na
89.366,797.0,0.0,3.569625e-08,--,na
89.366,797.25,0.0,3.5657e-08,--,na
89.366,797.5,0.0,3.5389450000000005e-08,--,na
89.366,797.75,0.0,3.511585e-08,--,na
89.366,798.0,0.0,3.59665e-08,--,na
89.366,798.25,0.0,3.5918500000000005e-08,--,na
89.366,798.5,0.0,3.61345e-08,--,na
89.366,798.75,0.0,3.57866e-08,--,na
89.366,799.0,0.0,3.672025e-08,--,na
89.366,799.25,0.0,3.63067e-08,--,na
89.366,799.5,0.0,3.5844450000000004e-08,--,na
89.366,799.75,0.0,3.702615e-08,--,na
89.366,800.0,0.0,3.6375649999999995e-08,--,na
89.366,800.25,0.0,3.59863e-08,--,na
89.366,800.5,0.0,3.65303e-08,--,na
89.366,800.75,0.0,3.62831e-08,--,na
89.366,801.0,0.0,3.683925e-08,--,na
89.366,801.25,0.0,3.67546e-08,--,na
89.366,801.5,0.0,3.651065e-08,--,na
89.366,801.75,0.0,3.7303e-08,--,na
89.366,802.0,0.0,3.76712e-08,--,na
89.366,802.25,0.0,3.73066e-08,--,na
89.366,802.5,0.0,3.63137e-08,--,na
89.366,802.75,0.0,3.6901649999999996e-08,--,na
89.366,803.0,0.0,3.711205e-08,--,na
89.366,803.25,0.0,3.68345e-08,--,na
89.366,803.5,0.0,3.66751e-08,--,na
89.366,803.75,0.0,3.72467e-08,--,na
89.366,804.0,0.0,3.724125e-08,--,na
89.366,804.25,0.0,3.73149e-08,--,na
89.366,804.5,0.0,3.695055e-08,--,na
89.366,804.75,0.0,3.804195e-08,--,na
89.366,805.0,0.0,3.855575e-08,--,na
89.366,805.25,0.0,3.75644e-08,--,na
89.366,805.5,0.0,3.83927e-08,--,na
89.366,805.75,0.0,3.74574e-08,--,na
89.366,806.0,0.0,3.85652e-08,--,na
89.366,806.25,0.0,3.97634e-08,--,na
89.366,806.5,0.0,3.920065e-08,--,na
89.366,806.75,0.0,3.812185e-08,--,na
89.366,807.0,0.0,3.89013e-08,--,na
89.366,807.25,0.0,3.93515e-08,--,na
89.366,807.5,0.0,3.8544449999999995e-08,--,na
89.366,807.75,0.0,3.89075e-08,--,na
89.366,808.0,0.0,3.89838e-08,--,na
89.366,808.25,0.0,3.92894e-08,--,na
89.366,808.5,0.0,3.97527e-08,--,na
89.366,808.75,0.0,3.9118299999999996e-08,--,na
89.366,809.0,0.0,3.94951e-08,--,na
89.366,809.25,0.0,3.94719e-08,--,na
89.366,809.5,0.0,3.8991900000000004e-08,--,na
89.366,809.75,0.0,3.9457999999999995e-08,--,na
89.366,810.0,0.0,3.84573e-08,--,na
89.366,810.25,0.0,3.9833699999999995e-08,--,na
89.366,810.5,0.0,3.961315e-08,--,na
89.366,810.75,0.0,3.91155e-08,--,na
89.366,811.0,0.0,3.8393299999999995e-08,--,na
89.366,811.25,0.0,3.9226e-08,--,na
89.366,811.5,0.0,3.917595e-08,--,na
89.366,811.75,0.0,3.8787650000000004e-08,--,na
89.366,812.0,0.0,3.875e-08,--,na
89.366,812.25,0.0,3.874915e-08,--,na
89.366,812.5,0.0,3.60383e-08,--,na
89.366,812.75,0.0,3.654915e-08,--,na
89.366,813.0,0.0,3.67811e-08,--,na
89.366,813.25,0.0,3.74132e-08,--,na
89.366,813.5,0.0,3.58464e-08,--,na
89.366,813.75,0.0,3.655045e-08,--,na
89.366,814.0,0.0,3.56936e-08,--,na
89.366,814.25,0.0,3.57287e-08,--,na
89.366,814.5,0.0,3.57078e-08,--,na
89.366,814.75,0.0,3.5348350000000006e-08,--,na
89.366,815.0,0.0,3.61333e-08,--,na
89.366,815.25,0.0,3.640915e-08,--,na
89.366,815.5,0.0,3.69304e-08,--,na
89.366,815.75,0.0,3.72303e-08,--,na
89.366,816.0,0.0,3.45992e-08,--,na
89.366,816.25,0.0,3.71861e-08,--,na
89.366,816.5,0.0,3.68365e-08,--,na
89.366,816.75,0.0,3.68752e-08,--,na
89.366,817.0,0.0,3.58929e-08,--,na
89.366,817.25,0.0,3.68607e-08,--,na
89.366,817.5,0.0,3.7529449999999996e-08,--,na
89.366,817.75,0.0,3.68078e-08,--,na
89.366,818.0,0.0,3.55473e-08,--,na
89.366,818.25,0.0,3.52621e-08,--,na
89.366,818.5,0.0,3.58281e-08,--,na
89.366,818.75,0.0,3.6933850000000004e-08,--,na
89.366,819.0,0.0,3.50446e-08,--,na
89.366,819.25,0.0,3.63022e-08,--,na
89.366,819.5,0.0,3.522665e-08,--,na
89.366,819.75,0.0,3.5882e-08,--,na
