ECM File Output,,,,,
Filename (includes date): 2025-09-08-08-19-dic13-174.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 3breaks, top 3cm broke off prescan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.162007812499986,,,,,
Y Right: 105.23587109374995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 77.415625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 84.415625,,,,,
X max Position (raw - not laser corrected): 959.4125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
50.162,118.75,0.0,3.41885e-08,--,na
50.162,119.0,0.0,3.313145e-08,--,na
50.162,119.25,0.0,3.3261050000000005e-08,--,na
50.162,119.5,0.0,3.26248e-08,--,na
50.162,119.75,0.0,3.207515e-08,--,na
50.162,120.0,0.0,3.2190549999999996e-08,--,na
50.162,120.25,0.0,3.1627e-08,--,na
50.162,120.5,0.0,3.1524e-08,--,na
50.162,120.75,0.0,3.0696899999999995e-08,--,na
50.162,121.0,0.0,3.0520750000000005e-08,--,na
50.162,121.25,0.0,3.064585e-08,--,na
50.162,121.5,0.0,2.94956e-08,--,na
50.162,121.75,0.0,2.929735e-08,--,na
50.162,122.0,0.0,2.9649e-08,--,na
50.162,122.25,0.0,2.9344549999999998e-08,--,na
50.162,122.5,0.0,2.91147e-08,--,na
50.162,122.75,0.0,2.9199000000000002e-08,--,na
50.162,123.0,0.0,2.85823e-08,--,na
50.162,123.25,0.0,2.93368e-08,--,na
50.162,123.5,0.0,2.88178e-08,--,na
50.162,123.75,0.0,2.80711e-08,--,na
50.162,124.0,0.0,2.90036e-08,--,na
50.162,124.25,0.0,2.78971e-08,--,na
50.162,124.5,0.0,2.7729e-08,--,na
50.162,124.75,0.0,2.7550849999999998e-08,--,na
50.162,125.0,0.0,2.720945e-08,--,na
50.162,125.25,0.0,2.71739e-08,--,na
50.162,125.5,0.0,2.67565e-08,--,na
50.162,125.75,0.0,2.6985e-08,--,na
50.162,126.0,0.0,2.72103e-08,--,na
50.162,126.25,0.0,2.75764e-08,--,na
50.162,126.5,0.0,2.90225e-08,--,na
50.162,126.75,0.0,2.83131e-08,--,na
50.162,127.0,0.0,2.80573e-08,--,na
50.162,127.25,0.0,2.75863e-08,--,na
50.162,127.5,0.0,2.83944e-08,--,na
50.162,127.75,0.0,2.823785e-08,--,na
50.162,128.0,0.0,2.80273e-08,--,na
50.162,128.25,0.0,2.82121e-08,--,na
50.162,128.5,0.0,2.88623e-08,--,na
50.162,128.75,0.0,2.90642e-08,--,na
50.162,129.0,0.0,2.900835e-08,--,na
50.162,129.25,0.0,2.936565e-08,--,na
50.162,129.5,0.0,2.9398e-08,--,na
50.162,129.75,0.0,2.83466e-08,--,na
50.162,130.0,0.0,2.938895e-08,--,na
50.162,130.25,0.0,3.07957e-08,--,na
50.162,130.5,0.0,3.031535e-08,--,na
50.162,130.75,0.0,3.18536e-08,--,na
50.162,131.0,0.0,3.04545e-08,--,na
50.162,131.25,0.0,3.0314e-08,--,na
50.162,131.5,0.0,3.01668e-08,--,na
50.162,131.75,0.0,3.0043800000000003e-08,--,na
50.162,132.0,0.0,3.1055050000000005e-08,--,na
50.162,132.25,0.0,3.078e-08,--,na
50.162,132.5,0.0,3.2168899999999996e-08,--,na
50.162,132.75,0.0,3.14151e-08,--,na
50.162,133.0,0.0,3.17055e-08,--,na
50.162,133.25,0.0,3.164975e-08,--,na
50.162,133.5,0.0,3.18358e-08,--,na
50.162,133.75,0.0,3.21643e-08,--,na
50.162,134.0,0.0,3.2043449999999996e-08,--,na
50.162,134.25,0.0,3.23259e-08,--,na
50.162,134.5,0.0,3.240985e-08,--,na
50.162,134.75,0.0,3.268005e-08,--,na
50.162,135.0,0.0,3.23577e-08,--,na
50.162,135.25,0.0,3.26741e-08,--,na
50.162,135.5,0.0,3.310525e-08,--,na
50.162,135.75,0.0,3.2942299999999994e-08,--,na
50.162,136.0,0.0,3.35599e-08,--,na
50.162,136.25,0.0,3.40072e-08,--,na
50.162,136.5,0.0,3.332205e-08,--,na
50.162,136.75,0.0,3.4357900000000004e-08,--,na
50.162,137.0,0.0,3.4685199999999994e-08,--,na
50.162,137.25,0.0,3.68172e-08,--,na
50.162,137.5,0.0,3.58327e-08,--,na
50.162,137.75,0.0,3.695495e-08,--,na
50.162,138.0,0.0,3.59972e-08,--,na
50.162,138.25,0.0,3.71985e-08,--,na
50.162,138.5,0.0,3.79008e-08,--,na
50.162,138.75,0.0,3.7809850000000004e-08,--,na
50.162,139.0,0.0,3.89807e-08,--,na
50.162,139.25,0.0,3.80078e-08,--,na
50.162,139.5,0.0,3.89316e-08,--,na
50.162,139.75,0.0,4.10391e-08,--,na
50.162,140.0,0.0,4.009235e-08,--,na
50.162,140.25,0.0,4.07188e-08,--,na
50.162,140.5,0.0,4.17817e-08,--,na
50.162,140.75,0.0,4.181315e-08,--,na
50.162,141.0,0.0,4.21076e-08,--,na
50.162,141.25,0.0,4.31632e-08,--,na
50.162,141.5,0.0,4.40239e-08,--,na
50.162,141.75,0.0,4.32484e-08,--,na
50.162,142.0,0.0,4.38478e-08,--,na
50.162,142.25,0.0,4.4827550000000005e-08,--,na
50.162,142.5,0.0,4.4324e-08,--,na
50.162,142.75,0.0,4.522325e-08,--,na
50.162,143.0,0.0,4.5344100000000004e-08,--,na
50.162,143.25,0.0,4.59377e-08,--,na
50.162,143.5,0.0,4.65022e-08,--,na
50.162,143.75,0.0,4.68529e-08,--,na
50.162,144.0,0.0,4.704255e-08,--,na
50.162,144.25,0.0,4.8314e-08,--,na
50.162,144.5,0.0,4.739665e-08,--,na
50.162,144.75,0.0,4.81582e-08,--,na
50.162,145.0,0.0,4.91046e-08,--,na
50.162,145.25,0.0,4.874405e-08,--,na
50.162,145.5,0.0,4.88527e-08,--,na
50.162,145.75,0.0,4.910895e-08,--,na
50.162,146.0,0.0,4.95333e-08,--,na
50.162,146.25,0.0,4.98927e-08,--,na
50.162,146.5,0.0,4.9807099999999996e-08,--,na
50.162,146.75,0.0,5.01066e-08,--,na
50.162,147.0,0.0,5.06724e-08,--,na
50.162,147.25,0.0,5.06366e-08,--,na
50.162,147.5,0.0,5.1013e-08,--,na
50.162,147.75,0.0,5.04715e-08,--,na
50.162,148.0,0.0,5.11089e-08,--,na
50.162,148.25,0.0,5.1004199999999996e-08,--,na
50.162,148.5,0.0,5.196605e-08,--,na
50.162,148.75,0.0,5.13474e-08,--,na
50.162,149.0,0.0,5.2261649999999996e-08,--,na
50.162,149.25,0.0,5.20065e-08,--,na
50.162,149.5,0.0,5.210945e-08,--,na
50.162,149.75,0.0,5.267305e-08,--,na
50.162,150.0,0.0,5.24873e-08,--,na
50.162,150.25,0.0,5.2992749999999997e-08,--,na
50.162,150.5,0.0,5.35112e-08,--,na
50.162,150.75,0.0,5.35613e-08,--,na
50.162,151.0,0.0,5.26333e-08,--,na
50.162,151.25,0.0,5.30593e-08,--,na
50.162,151.5,0.0,5.39244e-08,--,na
50.162,151.75,0.0,5.3934600000000004e-08,--,na
50.162,152.0,0.0,5.42623e-08,--,na
50.162,152.25,0.0,5.3977050000000004e-08,--,na
50.162,152.5,0.0,5.48478e-08,--,na
50.162,152.75,0.0,5.4013499999999996e-08,--,na
50.162,153.0,0.0,5.38963e-08,--,na
50.162,153.25,0.0,5.416205e-08,--,na
50.162,153.5,0.0,5.4555800000000005e-08,--,na
50.162,153.75,0.0,5.4547149999999994e-08,--,na
50.162,154.0,0.0,5.45274e-08,--,na
50.162,154.25,0.0,5.48173e-08,--,na
50.162,154.5,0.0,5.48874e-08,--,na
50.162,154.75,0.0,5.43069e-08,--,na
50.162,155.0,0.0,5.4118999999999996e-08,--,na
50.162,155.25,0.0,5.368155e-08,--,na
50.162,155.5,0.0,5.41607e-08,--,na
50.162,155.75,0.0,5.4141900000000004e-08,--,na
50.162,156.0,0.0,5.47918e-08,--,na
50.162,156.25,0.0,5.331945e-08,--,na
50.162,156.5,0.0,5.33859e-08,--,na
50.162,156.75,0.0,5.217005e-08,--,na
50.162,157.0,0.0,5.2746e-08,--,na
50.162,157.25,0.0,5.262435e-08,--,na
50.162,157.5,0.0,5.19294e-08,--,na
50.162,157.75,0.0,5.16299e-08,--,na
50.162,158.0,0.0,5.06903e-08,--,na
50.162,158.25,0.0,5.052375e-08,--,na
50.162,158.5,0.0,5.00747e-08,--,na
50.162,158.75,0.0,4.96877e-08,--,na
50.162,159.0,0.0,4.85178e-08,--,na
50.162,159.25,0.0,4.7769400000000004e-08,--,na
50.162,159.5,0.0,4.71218e-08,--,na
50.162,159.75,0.0,4.63948e-08,--,na
50.162,160.0,0.0,4.72499e-08,--,na
50.162,160.25,0.0,4.50101e-08,--,na
50.162,160.5,0.0,4.486235e-08,--,na
50.162,160.75,0.0,4.42224e-08,--,na
50.162,161.0,0.0,4.289e-08,--,na
50.162,161.25,0.0,4.26237e-08,--,na
50.162,161.5,0.0,4.220025e-08,--,na
50.162,161.75,0.0,4.145175e-08,--,na
50.162,162.0,0.0,4.10177e-08,--,na
50.162,162.25,0.0,4.003835e-08,--,na
50.162,162.5,0.0,3.9818e-08,--,na
50.162,162.75,0.0,3.888865e-08,--,na
50.162,163.0,0.0,3.822e-08,--,na
50.162,163.25,0.0,3.916495e-08,--,na
50.162,163.5,0.0,3.704405e-08,--,na
50.162,163.75,0.0,3.76369e-08,--,na
50.162,164.0,0.0,3.6763900000000005e-08,--,na
50.162,164.25,0.0,3.57605e-08,--,na
50.162,164.5,0.0,3.5046999999999996e-08,--,na
50.162,164.75,0.0,3.4743400000000004e-08,--,na
50.162,165.0,0.0,3.49099e-08,--,na
50.162,165.25,0.0,3.604545e-08,--,na
50.162,165.5,0.0,3.391595e-08,--,na
50.162,165.75,0.0,3.3683e-08,--,na
50.162,166.0,0.0,3.33571e-08,--,na
50.162,166.25,0.0,3.340655e-08,--,na
50.162,166.5,0.0,3.38153e-08,--,na
50.162,166.75,0.0,3.28904e-08,--,na
50.162,167.0,0.0,3.308155e-08,--,na
50.162,167.25,0.0,3.265575e-08,--,na
50.162,167.5,0.0,3.25305e-08,--,na
50.162,167.75,0.0,3.28929e-08,--,na
50.162,168.0,0.0,3.35852e-08,--,na
50.162,168.25,0.0,3.229235e-08,--,na
50.162,168.5,0.0,3.254955e-08,--,na
50.162,168.75,0.0,3.20658e-08,--,na
50.162,169.0,0.0,3.2611800000000004e-08,--,na
50.162,169.25,0.0,3.24973e-08,--,na
50.162,169.5,0.0,3.25421e-08,--,na
50.162,169.75,0.0,3.234805e-08,--,na
50.162,170.0,0.0,3.3029e-08,--,na
50.162,170.25,0.0,3.242265e-08,--,na
50.162,170.5,0.0,3.252195e-08,--,na
50.162,170.75,0.0,3.2156e-08,--,na
50.162,171.0,0.0,3.245295e-08,--,na
50.162,171.25,0.0,3.264935e-08,--,na
50.162,171.5,0.0,3.354255e-08,--,na
50.162,171.75,0.0,3.31192e-08,--,na
50.162,172.0,0.0,3.335195e-08,--,na
50.162,172.25,0.0,3.37546e-08,--,na
50.162,172.5,0.0,3.368445e-08,--,na
50.162,172.75,0.0,3.4349e-08,--,na
50.162,173.0,0.0,3.479685e-08,--,na
50.162,173.25,0.0,3.5091799999999997e-08,--,na
50.162,173.5,0.0,3.50692e-08,--,na
50.162,173.75,0.0,3.56144e-08,--,na
50.162,174.0,0.0,3.569285e-08,--,na
50.162,174.25,0.0,3.644135e-08,--,na
50.162,174.5,0.0,3.68823e-08,--,na
50.162,174.75,0.0,3.682585e-08,--,na
50.162,175.0,0.0,3.72058e-08,--,na
50.162,175.25,0.0,3.8207700000000004e-08,--,na
50.162,175.5,0.0,3.8998949999999995e-08,--,na
50.162,175.75,0.0,3.8728e-08,--,na
50.162,176.0,0.0,3.7882499999999995e-08,--,na
50.162,176.25,0.0,4.02589e-08,--,na
50.162,176.5,0.0,3.9866900000000003e-08,--,na
50.162,176.75,0.0,3.86154e-08,--,na
50.162,177.0,0.0,4.1258250000000005e-08,--,na
50.162,177.25,0.0,4.22721e-08,--,na
50.162,177.5,0.0,4.20347e-08,--,na
50.162,177.75,0.0,4.3325e-08,--,na
50.162,178.0,0.0,4.3608150000000004e-08,--,na
50.162,178.25,0.0,4.41451e-08,--,na
50.162,178.5,0.0,4.410165e-08,--,na
50.162,178.75,0.0,4.56284e-08,--,na
50.162,179.0,0.0,4.76549e-08,--,na
50.162,179.25,0.0,4.48769e-08,--,na
50.162,179.5,0.0,4.68779e-08,--,na
50.162,179.75,0.0,4.76612e-08,--,na
50.162,180.0,0.0,4.90921e-08,--,na
50.162,180.25,0.0,4.87177e-08,--,na
50.162,180.5,0.0,4.89055e-08,--,na
50.162,180.75,0.0,5.00116e-08,--,na
50.162,181.0,0.0,5.0906200000000004e-08,--,na
50.162,181.25,0.0,5.10744e-08,--,na
50.162,181.5,0.0,5.35244e-08,--,na
50.162,181.75,0.0,5.42968e-08,--,na
50.162,182.0,0.0,5.46731e-08,--,na
50.162,182.25,0.0,5.57797e-08,--,na
50.162,182.5,0.0,5.772555e-08,--,na
50.162,182.75,0.0,5.85597e-08,--,na
50.162,183.0,0.0,6.01834e-08,--,na
50.162,183.25,0.0,6.101909999999999e-08,--,na
50.162,183.5,0.0,6.228045e-08,--,na
50.162,183.75,0.0,6.45251e-08,--,na
50.162,184.0,0.0,6.639275e-08,--,na
50.162,184.25,0.0,6.77227e-08,--,na
50.162,184.5,0.0,6.93449e-08,--,na
50.162,184.75,0.0,7.161595e-08,--,na
50.162,185.0,0.0,7.292165e-08,--,na
50.162,185.25,0.0,7.38392e-08,--,na
50.162,185.5,0.0,7.505735000000001e-08,--,na
50.162,185.75,0.0,7.63748e-08,--,na
50.162,186.0,0.0,7.80826e-08,--,na
50.162,186.25,0.0,8.045259999999999e-08,--,na
50.162,186.5,0.0,8.186e-08,--,na
50.162,186.75,0.0,8.324344999999999e-08,--,na
50.162,187.0,0.0,8.324995e-08,--,na
50.162,187.25,0.0,8.86223e-08,--,na
50.162,187.5,0.0,8.581505e-08,--,na
50.162,187.75,0.0,8.85706e-08,--,na
50.162,188.0,0.0,8.82553e-08,--,na
50.162,188.25,0.0,8.997635000000001e-08,--,na
50.162,188.5,0.0,9.06821e-08,--,na
50.162,188.75,0.0,9.094984999999999e-08,--,na
50.162,189.0,0.0,9.09563e-08,--,na
50.162,189.25,0.0,9.279715e-08,--,na
50.162,189.5,0.0,9.19533e-08,--,na
50.162,189.75,0.0,9.01654e-08,--,na
50.162,190.0,0.0,9.205875e-08,--,na
50.162,190.25,0.0,9.15844e-08,--,na
50.162,190.5,0.0,9.00879e-08,--,na
50.162,190.75,0.0,9.07251e-08,--,na
50.162,191.0,0.0,9.06709e-08,--,na
50.162,191.25,0.0,8.956715e-08,--,na
50.162,191.5,0.0,8.78132e-08,--,na
50.162,191.75,0.0,8.78195e-08,--,na
50.162,192.0,0.0,9.24615e-08,--,na
50.162,192.25,0.0,8.67656e-08,--,na
50.162,192.5,0.0,8.552005000000001e-08,--,na
50.162,192.75,0.0,8.4972e-08,--,na
50.162,193.0,0.0,8.26052e-08,--,na
50.162,193.25,0.0,8.198865000000001e-08,--,na
50.162,193.5,0.0,8.12226e-08,--,na
50.162,193.75,0.0,7.984805e-08,--,na
50.162,194.0,0.0,7.796495e-08,--,na
50.162,194.25,0.0,7.859080000000001e-08,--,na
50.162,194.5,0.0,8.01269e-08,--,na
50.162,194.75,0.0,7.74144e-08,--,na
50.162,195.0,0.0,7.37674e-08,--,na
50.162,195.25,0.0,7.43987e-08,--,na
50.162,195.5,0.0,7.30946e-08,--,na
50.162,195.75,0.0,7.371334999999999e-08,--,na
50.162,196.0,0.0,7.04571e-08,--,na
50.162,196.25,0.0,6.81109e-08,--,na
50.162,196.5,0.0,6.88021e-08,--,na
50.162,196.75,0.0,6.68628e-08,--,na
50.162,197.0,0.0,6.73558e-08,--,na
50.162,197.25,0.0,6.630515e-08,--,na
50.162,197.5,0.0,6.53778e-08,--,na
50.162,197.75,0.0,6.54952e-08,--,na
50.162,198.0,0.0,6.389485e-08,--,na
50.162,198.25,0.0,6.16338e-08,--,na
50.162,198.5,0.0,6.47837e-08,--,na
50.162,198.75,0.0,6.134805e-08,--,na
50.162,199.0,0.0,6.03328e-08,--,na
50.162,199.25,0.0,6.035185e-08,--,na
50.162,199.5,0.0,5.70687e-08,--,na
50.162,199.75,0.0,5.77339e-08,--,na
50.162,200.0,0.0,5.5847e-08,--,na
50.162,200.25,0.0,5.584825e-08,--,na
50.162,200.5,0.0,6.23715e-08,--,na
50.162,200.75,0.0,5.36059e-08,--,na
50.162,201.0,0.0,5.332865e-08,--,na
50.162,201.25,0.0,5.2290300000000003e-08,--,na
50.162,201.5,0.0,5.23514e-08,--,na
50.162,201.75,0.0,5.098335e-08,--,na
50.162,202.0,0.0,4.98554e-08,--,na
50.162,202.25,0.0,5.04166e-08,--,na
50.162,202.5,0.0,4.88586e-08,--,na
50.162,202.75,0.0,4.66688e-08,--,na
50.162,203.0,0.0,4.7445199999999997e-08,--,na
50.162,203.25,0.0,4.5979949999999996e-08,--,na
50.162,203.5,0.0,4.57352e-08,--,na
50.162,203.75,0.0,4.608575e-08,--,na
50.162,204.0,0.0,4.68917e-08,--,na
50.162,204.25,0.0,4.54885e-08,--,na
50.162,204.5,0.0,4.41614e-08,--,na
50.162,204.75,0.0,4.4503e-08,--,na
50.162,205.0,0.0,4.52073e-08,--,na
50.162,205.25,0.0,4.26633e-08,--,na
50.162,205.5,0.0,4.45969e-08,--,na
50.162,205.75,0.0,4.3105300000000004e-08,--,na
50.162,206.0,0.0,4.2321e-08,--,na
50.162,206.25,0.0,4.448855e-08,--,na
50.162,206.5,0.0,4.87903e-08,--,na
50.162,206.75,0.0,4.444195e-08,--,na
50.162,207.0,0.0,4.42033e-08,--,na
50.162,207.25,0.0,4.42465e-08,--,na
50.162,207.5,0.0,4.4039399999999997e-08,--,na
50.162,207.75,0.0,4.441795e-08,--,na
50.162,208.0,0.0,4.34316e-08,--,na
50.162,208.25,0.0,4.47535e-08,--,na
50.162,208.5,0.0,4.41709e-08,--,na
50.162,208.75,0.0,4.446315e-08,--,na
50.162,209.0,0.0,4.375005e-08,--,na
50.162,209.25,0.0,4.49155e-08,--,na
50.162,209.5,0.0,4.55259e-08,--,na
50.162,209.75,0.0,4.6750299999999995e-08,--,na
50.162,210.0,0.0,4.513e-08,--,na
50.162,210.25,0.0,4.41418e-08,--,na
50.162,210.5,0.0,4.583565e-08,--,na
50.162,210.75,0.0,4.53248e-08,--,na
50.162,211.0,0.0,4.55947e-08,--,na
50.162,211.25,0.0,4.81348e-08,--,na
50.162,211.5,0.0,4.515205e-08,--,na
50.162,211.75,0.0,4.725845e-08,--,na
50.162,212.0,0.0,4.59639e-08,--,na
50.162,212.25,0.0,4.582275e-08,--,na
50.162,212.5,0.0,4.55866e-08,--,na
50.162,212.75,0.0,4.5691e-08,--,na
50.162,213.0,0.0,4.683175e-08,--,na
50.162,213.25,0.0,4.56169e-08,--,na
50.162,213.5,0.0,4.622065e-08,--,na
50.162,213.75,0.0,4.653245e-08,--,na
50.162,214.0,0.0,4.59018e-08,--,na
50.162,214.25,0.0,4.58649e-08,--,na
50.162,214.5,0.0,4.61037e-08,--,na
50.162,214.75,0.0,4.737815e-08,--,na
50.162,215.0,0.0,4.67401e-08,--,na
50.162,215.25,0.0,4.3789900000000005e-08,--,na
50.162,215.5,0.0,4.74098e-08,--,na
50.162,215.75,0.0,4.59612e-08,--,na
50.162,216.0,0.0,4.619765e-08,--,na
50.162,216.25,0.0,4.69963e-08,--,na
50.162,216.5,0.0,4.63904e-08,--,na
50.162,216.75,0.0,4.57706e-08,--,na
50.162,217.0,0.0,4.85663e-08,--,na
50.162,217.25,0.0,4.61581e-08,--,na
50.162,217.5,0.0,4.81219e-08,--,na
50.162,217.75,0.0,4.80374e-08,--,na
50.162,218.0,0.0,4.72252e-08,--,na
50.162,218.25,0.0,4.70224e-08,--,na
50.162,218.5,0.0,4.994325e-08,--,na
50.162,218.75,0.0,4.643775e-08,--,na
50.162,219.0,0.0,4.77958e-08,--,na
50.162,219.25,0.0,4.16133e-08,--,na
50.162,219.5,0.0,4.64302e-08,--,na
50.162,219.75,0.0,4.560265e-08,--,na
50.162,220.0,0.0,4.531425e-08,--,na
50.162,220.25,0.0,4.61582e-08,--,na
50.162,220.5,0.0,4.3493799999999995e-08,--,na
50.162,220.75,0.0,4.56247e-08,--,na
50.162,221.0,0.0,4.4534200000000004e-08,--,na
50.162,221.25,0.0,4.62242e-08,--,na
50.162,221.5,0.0,4.47228e-08,--,na
50.162,221.75,0.0,4.135535e-08,--,na
50.162,222.0,0.0,4.31657e-08,--,na
50.162,222.25,0.0,4.332575e-08,--,na
50.162,222.5,0.0,4.11002e-08,--,na
50.162,222.75,0.0,4.179325e-08,--,na
50.162,223.0,0.0,3.92166e-08,--,na
50.162,223.25,0.0,4.13367e-08,--,na
50.162,223.5,0.0,4.05277e-08,--,na
50.162,223.75,0.0,4.0270650000000005e-08,--,na
50.162,224.0,0.0,3.9435e-08,--,na
50.162,224.25,0.0,3.96144e-08,--,na
50.162,224.5,0.0,3.8139e-08,--,na
50.162,224.75,0.0,3.890525e-08,--,na
50.162,225.0,0.0,3.75054e-08,--,na
50.162,225.25,0.0,3.7995099999999996e-08,--,na
50.162,225.5,0.0,3.64411e-08,--,na
50.162,225.75,0.0,3.712235e-08,--,na
50.162,226.0,0.0,3.51051e-08,--,na
50.162,226.25,0.0,3.58816e-08,--,na
50.162,226.5,0.0,3.53115e-08,--,na
50.162,226.75,0.0,3.422375e-08,--,na
50.162,227.0,0.0,3.46195e-08,--,na
50.162,227.25,0.0,3.35775e-08,--,na
50.162,227.5,0.0,3.40422e-08,--,na
50.162,227.75,0.0,3.2877699999999995e-08,--,na
50.162,228.0,0.0,3.54915e-08,--,na
50.162,228.25,0.0,3.27767e-08,--,na
50.162,228.5,0.0,3.28748e-08,--,na
50.162,228.75,0.0,3.263645e-08,--,na
50.162,229.0,0.0,3.25444e-08,--,na
50.162,229.25,0.0,3.24167e-08,--,na
50.162,229.5,0.0,3.21927e-08,--,na
50.162,229.75,0.0,3.264845e-08,--,na
50.162,230.0,0.0,3.23633e-08,--,na
50.162,230.25,0.0,3.1888899999999996e-08,--,na
50.162,230.5,0.0,3.227345e-08,--,na
50.162,230.75,0.0,3.13217e-08,--,na
50.162,231.0,0.0,3.11686e-08,--,na
50.162,231.25,0.0,3.115555e-08,--,na
50.162,231.5,0.0,3.2081999999999996e-08,--,na
50.162,231.75,0.0,3.1370550000000006e-08,--,na
50.162,232.0,0.0,3.14435e-08,--,na
50.162,232.25,0.0,3.122375e-08,--,na
50.162,232.5,0.0,3.182105e-08,--,na
50.162,232.75,0.0,3.06591e-08,--,na
50.162,233.0,0.0,3.0882750000000006e-08,--,na
50.162,233.25,0.0,3.487635e-08,--,na
50.162,233.5,0.0,3.11582e-08,--,na
50.162,233.75,0.0,3.116595e-08,--,na
50.162,234.0,0.0,3.10576e-08,--,na
50.162,234.25,0.0,3.10933e-08,--,na
50.162,234.5,0.0,3.1540150000000005e-08,--,na
50.162,234.75,0.0,3.09567e-08,--,na
50.162,235.0,0.0,3.05348e-08,--,na
50.162,235.25,0.0,3.084025e-08,--,na
50.162,235.5,0.0,3.08174e-08,--,na
50.162,235.75,0.0,3.106915e-08,--,na
50.162,236.0,0.0,3.06129e-08,--,na
50.162,236.25,0.0,3.11147e-08,--,na
50.162,236.5,0.0,2.90817e-08,--,na
50.162,236.75,0.0,3.085085e-08,--,na
50.162,237.0,0.0,3.1452e-08,--,na
50.162,237.25,0.0,3.249165e-08,--,na
50.162,237.5,0.0,3.021075e-08,--,na
50.162,237.75,0.0,3.120085e-08,--,na
50.162,238.0,0.0,3.16511e-08,--,na
50.162,238.25,0.0,3.28417e-08,--,na
50.162,238.5,0.0,3.3125450000000005e-08,--,na
50.162,238.75,0.0,3.132585e-08,--,na
50.162,239.0,0.0,3.10127e-08,--,na
50.162,239.25,0.0,3.12465e-08,--,na
50.162,239.5,0.0,3.1157799999999996e-08,--,na
50.162,239.75,0.0,3.11969e-08,--,na
50.162,240.0,0.0,3.15026e-08,--,na
50.162,240.25,0.0,3.141185e-08,--,na
50.162,240.5,0.0,3.1419e-08,--,na
50.162,240.75,0.0,3.10727e-08,--,na
50.162,241.0,0.0,3.16401e-08,--,na
50.162,241.25,0.0,3.2559649999999996e-08,--,na
50.162,241.5,0.0,3.18061e-08,--,na
50.162,241.75,0.0,3.139685e-08,--,na
50.162,242.0,0.0,3.33543e-08,--,na
50.162,242.25,0.0,3.195295e-08,--,na
50.162,242.5,0.0,3.208485e-08,--,na
50.162,242.75,0.0,2.9984e-08,--,na
50.162,243.0,0.0,3.231605e-08,--,na
50.162,243.25,0.0,3.359e-08,--,na
50.162,243.5,0.0,3.245155e-08,--,na
50.162,243.75,0.0,3.22689e-08,--,na
50.162,244.0,0.0,3.277985e-08,--,na
50.162,244.25,0.0,3.267105e-08,--,na
50.162,244.5,0.0,3.3412050000000004e-08,--,na
50.162,244.75,0.0,2.98096e-08,--,na
50.162,245.0,0.0,3.20088e-08,--,na
50.162,245.25,0.0,3.25738e-08,--,na
50.162,245.5,0.0,3.30294e-08,--,na
50.162,245.75,0.0,3.34649e-08,--,na
50.162,246.0,0.0,3.32833e-08,--,na
50.162,246.25,0.0,3.3513650000000006e-08,--,na
50.162,246.5,0.0,3.31021e-08,--,na
50.162,246.75,0.0,2.99003e-08,--,na
50.162,247.0,0.0,3.26158e-08,--,na
50.162,247.25,0.0,3.534505e-08,--,na
50.162,247.5,0.0,3.541455e-08,--,na
50.162,247.75,0.0,3.41609e-08,--,na
50.162,248.0,0.0,3.22914e-08,--,na
50.162,248.25,0.0,3.4491300000000004e-08,--,na
50.162,248.5,0.0,3.3970200000000003e-08,--,na
50.162,248.75,0.0,3.37622e-08,--,na
50.162,249.0,0.0,3.46307e-08,--,na
50.162,249.25,0.0,3.45539e-08,--,na
50.162,249.5,0.0,3.45298e-08,--,na
50.162,249.75,0.0,3.5523e-08,--,na
50.162,250.0,0.0,3.45408e-08,--,na
50.162,250.25,0.0,3.43556e-08,--,na
50.162,250.5,0.0,3.358745e-08,--,na
50.162,250.75,0.0,2.79392e-08,--,na
50.162,251.0,0.0,3.4688e-08,--,na
50.162,251.25,0.0,3.498025e-08,--,na
50.162,251.5,0.0,3.4243e-08,--,na
50.162,251.75,0.0,3.30533e-08,--,na
50.162,252.0,0.0,3.460225e-08,--,na
50.162,252.25,0.0,3.48671e-08,--,na
50.162,252.5,0.0,3.38356e-08,--,na
50.162,252.75,0.0,3.296435e-08,--,na
50.162,253.0,0.0,3.25593e-08,--,na
50.162,253.25,0.0,3.5150350000000006e-08,--,na
50.162,253.5,0.0,3.525625e-08,--,na
50.162,253.75,0.0,3.44718e-08,--,na
50.162,254.0,0.0,3.45361e-08,--,na
50.162,254.25,0.0,3.382535e-08,--,na
50.162,254.5,0.0,3.52082e-08,--,na
50.162,254.75,0.0,3.349015e-08,--,na
50.162,255.0,0.0,3.42249e-08,--,na
50.162,255.25,0.0,3.4645949999999995e-08,--,na
50.162,255.5,0.0,3.520305e-08,--,na
50.162,255.75,0.0,3.37597e-08,--,na
50.162,256.0,0.0,3.411815e-08,--,na
50.162,256.25,0.0,3.3664099999999995e-08,--,na
