ECM File Output,,,,,
Filename (includes date): 2025-09-08-08-19-dic13-174.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 3breaks, top 3cm broke off prescan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 34.162007812499986,,,,,
Y Right: 105.23587109374995,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 77.415625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 84.415625,,,,,
X max Position (raw - not laser corrected): 959.4125,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
74.162,507.75,0.0,3.92446e-08,--,na
74.162,508.0,0.0,3.778555e-08,--,na
74.162,508.25,0.0,3.90933e-08,--,na
74.162,508.5,0.0,3.966155e-08,--,na
74.162,508.75,0.0,3.82546e-08,--,na
74.162,509.0,0.0,3.89532e-08,--,na
74.162,509.25,0.0,3.50644e-08,--,na
74.162,509.5,0.0,3.8705749999999996e-08,--,na
74.162,509.75,0.0,3.84609e-08,--,na
74.162,510.0,0.0,3.857535e-08,--,na
74.162,510.25,0.0,3.8124000000000004e-08,--,na
74.162,510.5,0.0,3.75496e-08,--,na
74.162,510.75,0.0,3.75032e-08,--,na
74.162,511.0,0.0,3.7501600000000005e-08,--,na
74.162,511.25,0.0,3.78511e-08,--,na
74.162,511.5,0.0,3.77853e-08,--,na
74.162,511.75,0.0,3.78809e-08,--,na
74.162,512.0,0.0,3.7334999999999996e-08,--,na
74.162,512.25,0.0,3.71583e-08,--,na
74.162,512.5,0.0,3.74749e-08,--,na
74.162,512.75,0.0,3.6425250000000004e-08,--,na
74.162,513.0,0.0,3.71848e-08,--,na
74.162,513.25,0.0,3.6311049999999996e-08,--,na
74.162,513.5,0.0,3.83396e-08,--,na
74.162,513.75,0.0,3.765125e-08,--,na
74.162,514.0,0.0,3.74514e-08,--,na
74.162,514.25,0.0,3.77574e-08,--,na
74.162,514.5,0.0,3.63239e-08,--,na
74.162,514.75,0.0,3.787105e-08,--,na
74.162,515.0,0.0,3.76739e-08,--,na
74.162,515.25,0.0,3.65859e-08,--,na
74.162,515.5,0.0,3.66445e-08,--,na
74.162,515.75,0.0,3.7855599999999997e-08,--,na
74.162,516.0,0.0,3.59607e-08,--,na
74.162,516.25,0.0,3.72656e-08,--,na
74.162,516.5,0.0,3.77832e-08,--,na
74.162,516.75,0.0,3.820745e-08,--,na
74.162,517.0,0.0,3.839905e-08,--,na
74.162,517.25,0.0,3.7909549999999996e-08,--,na
74.162,517.5,0.0,3.83207e-08,--,na
74.162,517.75,0.0,3.9329050000000004e-08,--,na
74.162,518.0,0.0,3.986205e-08,--,na
74.162,518.25,0.0,3.9408799999999995e-08,--,na
74.162,518.5,0.0,3.93228e-08,--,na
74.162,518.75,0.0,3.95068e-08,--,na
74.162,519.0,0.0,3.96595e-08,--,na
74.162,519.25,0.0,3.937965e-08,--,na
74.162,519.5,0.0,3.99285e-08,--,na
74.162,519.75,0.0,4.177925e-08,--,na
74.162,520.0,0.0,3.97329e-08,--,na
74.162,520.25,0.0,3.9759700000000004e-08,--,na
74.162,520.5,0.0,3.86333e-08,--,na
74.162,520.75,0.0,3.90462e-08,--,na
74.162,521.0,0.0,3.9802650000000003e-08,--,na
74.162,521.25,0.0,4.06368e-08,--,na
74.162,521.5,0.0,4.05771e-08,--,na
74.162,521.75,0.0,3.902385e-08,--,na
74.162,522.0,0.0,3.84188e-08,--,na
74.162,522.25,0.0,3.97533e-08,--,na
74.162,522.5,0.0,3.99702e-08,--,na
74.162,522.75,0.0,3.92237e-08,--,na
74.162,523.0,0.0,3.8648e-08,--,na
74.162,523.25,0.0,3.892935e-08,--,na
74.162,523.5,0.0,3.92354e-08,--,na
74.162,523.75,0.0,3.842095e-08,--,na
74.162,524.0,0.0,3.90433e-08,--,na
74.162,524.25,0.0,3.523055e-08,--,na
74.162,524.5,0.0,3.85483e-08,--,na
74.162,524.75,0.0,3.94225e-08,--,na
74.162,525.0,0.0,3.8690699999999996e-08,--,na
74.162,525.25,0.0,3.7498750000000004e-08,--,na
74.162,525.5,0.0,3.98179e-08,--,na
74.162,525.75,0.0,3.85947e-08,--,na
74.162,526.0,0.0,3.913075e-08,--,na
74.162,526.25,0.0,3.9231e-08,--,na
74.162,526.5,0.0,3.46019e-08,--,na
74.162,526.75,0.0,3.69962e-08,--,na
74.162,527.0,0.0,3.7487e-08,--,na
74.162,527.25,0.0,4.0059e-08,--,na
74.162,527.5,0.0,3.8038e-08,--,na
74.162,527.75,0.0,3.79264e-08,--,na
74.162,528.0,0.0,3.80067e-08,--,na
74.162,528.25,0.0,3.77285e-08,--,na
74.162,528.5,0.0,3.78069e-08,--,na
74.162,528.75,0.0,3.72915e-08,--,na
74.162,529.0,0.0,3.878745e-08,--,na
74.162,529.25,0.0,3.80696e-08,--,na
74.162,529.5,0.0,3.84361e-08,--,na
74.162,529.75,0.0,3.87302e-08,--,na
74.162,530.0,0.0,3.9553900000000006e-08,--,na
74.162,530.25,0.0,3.81765e-08,--,na
74.162,530.5,0.0,3.9647600000000004e-08,--,na
74.162,530.75,0.0,3.797475e-08,--,na
74.162,531.0,0.0,3.79295e-08,--,na
74.162,531.25,0.0,3.84998e-08,--,na
74.162,531.5,0.0,3.853375e-08,--,na
74.162,531.75,0.0,3.749835e-08,--,na
74.162,532.0,0.0,3.889555e-08,--,na
74.162,532.25,0.0,3.92491e-08,--,na
74.162,532.5,0.0,3.919035e-08,--,na
74.162,532.75,0.0,3.964765e-08,--,na
74.162,533.0,0.0,3.80527e-08,--,na
74.162,533.25,0.0,3.9933e-08,--,na
74.162,533.5,0.0,3.931025e-08,--,na
74.162,533.75,0.0,4.030225e-08,--,na
74.162,534.0,0.0,3.95986e-08,--,na
74.162,534.25,0.0,4.01982e-08,--,na
74.162,534.5,0.0,4.00647e-08,--,na
74.162,534.75,0.0,4.05458e-08,--,na
74.162,535.0,0.0,4.10281e-08,--,na
74.162,535.25,0.0,3.919455e-08,--,na
74.162,535.5,0.0,4.01376e-08,--,na
74.162,535.75,0.0,4.1123949999999995e-08,--,na
74.162,536.0,0.0,4.140405e-08,--,na
74.162,536.25,0.0,4.20006e-08,--,na
74.162,536.5,0.0,4.35907e-08,--,na
74.162,536.75,0.0,4.18454e-08,--,na
74.162,537.0,0.0,4.237975e-08,--,na
74.162,537.25,0.0,4.36056e-08,--,na
74.162,537.5,0.0,4.22323e-08,--,na
74.162,537.75,0.0,4.380435e-08,--,na
74.162,538.0,0.0,4.38268e-08,--,na
74.162,538.25,0.0,4.42756e-08,--,na
74.162,538.5,0.0,4.48997e-08,--,na
74.162,538.75,0.0,4.48522e-08,--,na
74.162,539.0,0.0,4.516355e-08,--,na
74.162,539.25,0.0,4.4817250000000004e-08,--,na
74.162,539.5,0.0,4.75124e-08,--,na
74.162,539.75,0.0,4.66466e-08,--,na
74.162,540.0,0.0,4.699015e-08,--,na
74.162,540.25,0.0,4.65648e-08,--,na
74.162,540.5,0.0,4.62829e-08,--,na
74.162,540.75,0.0,4.9847900000000005e-08,--,na
74.162,541.0,0.0,4.7691749999999994e-08,--,na
74.162,541.25,0.0,4.65884e-08,--,na
74.162,541.5,0.0,4.77613e-08,--,na
74.162,541.75,0.0,4.8280149999999994e-08,--,na
74.162,542.0,0.0,4.7739800000000005e-08,--,na
74.162,542.25,0.0,4.84593e-08,--,na
74.162,542.5,0.0,4.852735e-08,--,na
74.162,542.75,0.0,4.74298e-08,--,na
74.162,543.0,0.0,4.81924e-08,--,na
74.162,543.25,0.0,4.8107499999999996e-08,--,na
74.162,543.5,0.0,4.81305e-08,--,na
74.162,543.75,0.0,4.8739400000000006e-08,--,na
74.162,544.0,0.0,4.84094e-08,--,na
74.162,544.25,0.0,4.73474e-08,--,na
74.162,544.5,1.0,4.7427299999999995e-08,--,na
74.162,544.75,1.0,4.464875e-08,--,na
74.162,545.0,1.0,4.46279e-08,--,na
74.162,545.25,1.0,4.302235e-08,--,na
74.162,545.5,1.0,4.406425e-08,--,na
74.162,545.75,1.0,4.3406600000000004e-08,--,na
74.162,546.0,1.0,4.23344e-08,--,na
74.162,546.25,1.0,4.1737250000000005e-08,--,na
74.162,546.5,1.0,4.07549e-08,--,na
74.162,546.75,1.0,4.038025e-08,--,na
74.162,547.0,1.0,3.865415e-08,--,na
74.162,547.25,1.0,3.88551e-08,--,na
74.162,547.5,1.0,3.7122299999999996e-08,--,na
74.162,547.75,1.0,3.627635e-08,--,na
74.162,548.0,1.0,3.39574e-08,--,na
74.162,548.25,1.0,3.32315e-08,--,na
74.162,548.5,1.0,3.187405e-08,--,na
74.162,548.75,1.0,3.07768e-08,--,na
74.162,549.0,1.0,2.927235e-08,--,na
74.162,549.25,1.0,2.8227e-08,--,na
74.162,549.5,1.0,2.68905e-08,--,na
74.162,549.75,1.0,2.56944e-08,--,na
74.162,550.0,1.0,2.46e-08,--,na
74.162,550.25,1.0,2.1939049999999998e-08,--,na
74.162,550.5,1.0,2.12908e-08,--,na
74.162,550.75,1.0,2.06458e-08,--,na
74.162,551.0,1.0,1.95842e-08,--,na
74.162,551.25,1.0,1.793675e-08,--,na
74.162,551.5,1.0,1.6228800000000002e-08,--,na
74.162,551.75,1.0,1.492395e-08,--,na
74.162,552.0,1.0,1.36048e-08,--,na
74.162,552.25,1.0,1.25599e-08,--,na
74.162,552.5,1.0,1.141825e-08,--,na
74.162,552.75,1.0,1.12959e-08,--,na
74.162,553.0,1.0,1.08143e-08,--,na
74.162,553.25,1.0,1.0256565e-08,--,na
74.162,553.5,1.0,9.32274e-09,--,na
74.162,553.75,1.0,9.711210000000001e-09,--,na
74.162,554.0,1.0,1.0589e-08,--,na
74.162,554.25,1.0,8.846229999999999e-09,--,na
74.162,554.5,1.0,9.25533e-09,--,na
74.162,554.75,1.0,1.0167345e-08,--,na
74.162,555.0,1.0,9.55083e-09,--,na
74.162,555.25,1.0,1.0470395e-08,--,na
74.162,555.5,1.0,1.14801e-08,--,na
74.162,555.75,1.0,1.16614e-08,--,na
74.162,556.0,1.0,1.38323e-08,--,na
74.162,556.25,1.0,1.3452500000000001e-08,--,na
74.162,556.5,1.0,1.4403e-08,--,na
74.162,556.75,1.0,1.462125e-08,--,na
74.162,557.0,1.0,1.7246e-08,--,na
74.162,557.25,1.0,1.893025e-08,--,na
74.162,557.5,1.0,2.156575e-08,--,na
74.162,557.75,1.0,2.1589e-08,--,na
74.162,558.0,1.0,2.25039e-08,--,na
74.162,558.25,1.0,2.31838e-08,--,na
74.162,558.5,1.0,2.3929e-08,--,na
74.162,558.75,1.0,2.4946950000000002e-08,--,na
74.162,559.0,1.0,2.68561e-08,--,na
74.162,559.25,1.0,2.91303e-08,--,na
74.162,559.5,1.0,3.06405e-08,--,na
74.162,559.75,1.0,3.17367e-08,--,na
74.162,560.0,1.0,3.33813e-08,--,na
74.162,560.25,1.0,3.473935e-08,--,na
74.162,560.5,1.0,3.59414e-08,--,na
74.162,560.75,0.0,3.557805e-08,--,na
74.162,561.0,0.0,3.74671e-08,--,na
74.162,561.25,0.0,3.846415e-08,--,na
74.162,561.5,0.0,4.070055e-08,--,na
74.162,561.75,0.0,4.57731e-08,--,na
74.162,562.0,0.0,4.02063e-08,--,na
74.162,562.25,0.0,4.213385e-08,--,na
74.162,562.5,0.0,4.12305e-08,--,na
74.162,562.75,0.0,4.2411e-08,--,na
74.162,563.0,0.0,4.1829199999999994e-08,--,na
74.162,563.25,0.0,4.29198e-08,--,na
74.162,563.5,0.0,4.3062799999999996e-08,--,na
74.162,563.75,0.0,4.3272e-08,--,na
74.162,564.0,0.0,4.428425e-08,--,na
74.162,564.25,0.0,4.495e-08,--,na
74.162,564.5,0.0,4.710725e-08,--,na
74.162,564.75,0.0,4.71661e-08,--,na
74.162,565.0,0.0,4.80284e-08,--,na
74.162,565.25,0.0,4.7761049999999996e-08,--,na
74.162,565.5,0.0,4.71014e-08,--,na
74.162,565.75,0.0,3.91036e-08,--,na
74.162,566.0,0.0,4.69495e-08,--,na
74.162,566.25,0.0,4.63388e-08,--,na
74.162,566.5,0.0,4.59059e-08,--,na
74.162,566.75,0.0,4.68783e-08,--,na
74.162,567.0,0.0,4.6007349999999995e-08,--,na
74.162,567.25,0.0,4.6749500000000004e-08,--,na
74.162,567.5,0.0,5.0823e-08,--,na
74.162,567.75,0.0,4.97648e-08,--,na
74.162,568.0,0.0,5.01462e-08,--,na
74.162,568.25,0.0,5.04434e-08,--,na
74.162,568.5,0.0,4.83422e-08,--,na
74.162,568.75,0.0,5.11257e-08,--,na
74.162,569.0,0.0,5.03798e-08,--,na
74.162,569.25,0.0,4.96825e-08,--,na
74.162,569.5,0.0,5.01182e-08,--,na
74.162,569.75,0.0,4.76975e-08,--,na
74.162,570.0,0.0,4.94136e-08,--,na
74.162,570.25,0.0,5.228145e-08,--,na
74.162,570.5,0.0,5.2161950000000005e-08,--,na
74.162,570.75,0.0,5.54388e-08,--,na
74.162,571.0,0.0,5.32551e-08,--,na
74.162,571.25,0.0,5.37712e-08,--,na
74.162,571.5,0.0,5.3544149999999994e-08,--,na
74.162,571.75,0.0,5.39682e-08,--,na
74.162,572.0,0.0,5.349045e-08,--,na
74.162,572.25,0.0,5.47636e-08,--,na
74.162,572.5,0.0,5.58784e-08,--,na
74.162,572.75,0.0,5.5339e-08,--,na
74.162,573.0,0.0,5.685155e-08,--,na
74.162,573.25,0.0,5.691615e-08,--,na
74.162,573.5,0.0,5.82996e-08,--,na
74.162,573.75,0.0,5.81749e-08,--,na
74.162,574.0,0.0,5.7976650000000005e-08,--,na
74.162,574.25,0.0,5.874805e-08,--,na
74.162,574.5,0.0,5.68032e-08,--,na
74.162,574.75,0.0,5.85357e-08,--,na
74.162,575.0,0.0,5.87212e-08,--,na
74.162,575.25,0.0,5.931735e-08,--,na
74.162,575.5,0.0,6.07909e-08,--,na
74.162,575.75,0.0,6.22607e-08,--,na
74.162,576.0,0.0,6.11982e-08,--,na
74.162,576.25,0.0,6.13334e-08,--,na
74.162,576.5,0.0,6.16818e-08,--,na
74.162,576.75,0.0,6.12034e-08,--,na
74.162,577.0,0.0,6.19363e-08,--,na
74.162,577.25,0.0,6.17877e-08,--,na
74.162,577.5,0.0,6.21466e-08,--,na
74.162,577.75,0.0,6.25792e-08,--,na
74.162,578.0,0.0,6.30228e-08,--,na
74.162,578.25,0.0,6.336489999999999e-08,--,na
74.162,578.5,0.0,6.23706e-08,--,na
74.162,578.75,0.0,6.27334e-08,--,na
74.162,579.0,0.0,6.169860000000001e-08,--,na
74.162,579.25,0.0,6.185125e-08,--,na
74.162,579.5,0.0,6.28433e-08,--,na
74.162,579.75,0.0,6.3486e-08,--,na
74.162,580.0,0.0,6.349295e-08,--,na
74.162,580.25,0.0,6.3015e-08,--,na
74.162,580.5,0.0,6.32642e-08,--,na
74.162,580.75,0.0,6.19198e-08,--,na
74.162,581.0,0.0,6.20638e-08,--,na
74.162,581.25,0.0,6.063559999999999e-08,--,na
74.162,581.5,0.0,6.2533e-08,--,na
74.162,581.75,0.0,6.19349e-08,--,na
74.162,582.0,0.0,6.08004e-08,--,na
74.162,582.25,0.0,6.14344e-08,--,na
74.162,582.5,0.0,6.14381e-08,--,na
74.162,582.75,0.0,6.06776e-08,--,na
74.162,583.0,0.0,6.02427e-08,--,na
74.162,583.25,0.0,6.0394e-08,--,na
74.162,583.5,0.0,6.03231e-08,--,na
74.162,583.75,1.0,6.17035e-08,--,na
74.162,584.0,1.0,6.07165e-08,--,na
74.162,584.25,1.0,5.961195e-08,--,na
74.162,584.5,1.0,5.84946e-08,--,na
74.162,584.75,1.0,5.443295e-08,--,na
74.162,585.0,1.0,5.59743e-08,--,na
74.162,585.25,1.0,5.455115e-08,--,na
74.162,585.5,1.0,5.47656e-08,--,na
74.162,585.75,1.0,5.323535e-08,--,na
74.162,586.0,1.0,5.2357250000000004e-08,--,na
74.162,586.25,1.0,5.25942e-08,--,na
74.162,586.5,1.0,5.32699e-08,--,na
74.162,586.75,1.0,5.203345e-08,--,na
74.162,587.0,1.0,5.142765e-08,--,na
74.162,587.25,1.0,5.09793e-08,--,na
74.162,587.5,1.0,5.16769e-08,--,na
74.162,587.75,1.0,4.680645e-08,--,na
74.162,588.0,1.0,4.305585e-08,--,na
74.162,588.25,1.0,4.0496499999999995e-08,--,na
74.162,588.5,1.0,3.83778e-08,--,na
74.162,588.75,1.0,3.553035e-08,--,na
74.162,589.0,1.0,3.05933e-08,--,na
74.162,589.25,1.0,2.617255e-08,--,na
74.162,589.5,1.0,1.60205e-08,--,na
74.162,589.75,1.0,1.662885e-08,--,na
74.162,590.0,1.0,1.60421e-08,--,na
74.162,590.25,1.0,1.51472e-08,--,na
74.162,590.5,1.0,1.42659e-08,--,na
74.162,590.75,1.0,1.158775e-08,--,na
74.162,591.0,1.0,1.37416e-08,--,na
74.162,591.25,1.0,1.2779e-08,--,na
74.162,591.5,1.0,1.25574e-08,--,na
74.162,591.75,1.0,1.3128200000000001e-08,--,na
74.162,592.0,1.0,1.31014e-08,--,na
74.162,592.25,1.0,1.31657e-08,--,na
74.162,592.5,1.0,1.32748e-08,--,na
74.162,592.75,1.0,1.359835e-08,--,na
74.162,593.0,1.0,1.31499e-08,--,na
74.162,593.25,1.0,1.411515e-08,--,na
74.162,593.5,1.0,1.5341e-08,--,na
74.162,593.75,1.0,1.47617e-08,--,na
74.162,594.0,1.0,1.530395e-08,--,na
74.162,594.25,1.0,1.58508e-08,--,na
74.162,594.5,1.0,1.73452e-08,--,na
74.162,594.75,1.0,1.70917e-08,--,na
74.162,595.0,1.0,1.77876e-08,--,na
74.162,595.25,1.0,1.818425e-08,--,na
74.162,595.5,1.0,1.97649e-08,--,na
74.162,595.75,1.0,1.965085e-08,--,na
74.162,596.0,1.0,2.21306e-08,--,na
74.162,596.25,1.0,2.150475e-08,--,na
74.162,596.5,1.0,1.77835e-08,--,na
74.162,596.75,1.0,2.190175e-08,--,na
74.162,597.0,1.0,2.3661e-08,--,na
74.162,597.25,1.0,2.44454e-08,--,na
74.162,597.5,1.0,2.52128e-08,--,na
74.162,597.75,1.0,2.56266e-08,--,na
74.162,598.0,1.0,2.62372e-08,--,na
74.162,598.25,1.0,2.66262e-08,--,na
74.162,598.5,1.0,2.70576e-08,--,na
74.162,598.75,1.0,2.688925e-08,--,na
74.162,599.0,1.0,2.8432900000000002e-08,--,na
74.162,599.25,1.0,2.67548e-08,--,na
74.162,599.5,1.0,2.78108e-08,--,na
74.162,599.75,1.0,2.84451e-08,--,na
74.162,600.0,1.0,2.852185e-08,--,na
74.162,600.25,1.0,2.88306e-08,--,na
74.162,600.5,0.0,2.860045e-08,--,na
74.162,600.75,0.0,2.8368e-08,--,na
74.162,601.0,0.0,2.902135e-08,--,na
74.162,601.25,0.0,2.87339e-08,--,na
74.162,601.5,0.0,2.791935e-08,--,na
74.162,601.75,0.0,3.0462e-08,--,na
74.162,602.0,0.0,2.87764e-08,--,na
74.162,602.25,0.0,2.96996e-08,--,na
74.162,602.5,0.0,3.07467e-08,--,na
74.162,602.75,0.0,3.057595e-08,--,na
74.162,603.0,0.0,3.05238e-08,--,na
74.162,603.25,0.0,3.0509e-08,--,na
74.162,603.5,0.0,3.063145e-08,--,na
74.162,603.75,0.0,3.006855e-08,--,na
74.162,604.0,0.0,2.84693e-08,--,na
74.162,604.25,0.0,3.06707e-08,--,na
74.162,604.5,0.0,3.04675e-08,--,na
74.162,604.75,0.0,3.04852e-08,--,na
74.162,605.0,0.0,3.07142e-08,--,na
74.162,605.25,0.0,2.96101e-08,--,na
74.162,605.5,0.0,3.0959e-08,--,na
74.162,605.75,0.0,3.1682700000000004e-08,--,na
74.162,606.0,0.0,3.04753e-08,--,na
74.162,606.25,0.0,2.92587e-08,--,na
74.162,606.5,0.0,3.44025e-08,--,na
74.162,606.75,0.0,2.8837899999999998e-08,--,na
74.162,607.0,0.0,3.10543e-08,--,na
74.162,607.25,0.0,3.0816099999999995e-08,--,na
74.162,607.5,0.0,2.95882e-08,--,na
74.162,607.75,0.0,2.97444e-08,--,na
74.162,608.0,0.0,3.090535e-08,--,na
74.162,608.25,0.0,3.02367e-08,--,na
74.162,608.5,0.0,3.0111600000000003e-08,--,na
74.162,608.75,0.0,3.01007e-08,--,na
74.162,609.0,0.0,3.00933e-08,--,na
74.162,609.25,0.0,2.96964e-08,--,na
74.162,609.5,0.0,2.855035e-08,--,na
74.162,609.75,0.0,3.13726e-08,--,na
74.162,610.0,0.0,3.010905e-08,--,na
74.162,610.25,0.0,2.9572e-08,--,na
74.162,610.5,0.0,2.931695e-08,--,na
74.162,610.75,0.0,2.99108e-08,--,na
74.162,611.0,0.0,2.7977e-08,--,na
74.162,611.25,0.0,2.9743749999999998e-08,--,na
74.162,611.5,0.0,2.9375e-08,--,na
74.162,611.75,0.0,2.922725e-08,--,na
74.162,612.0,0.0,2.8893099999999998e-08,--,na
74.162,612.25,0.0,2.93508e-08,--,na
74.162,612.5,0.0,2.93781e-08,--,na
74.162,612.75,0.0,2.8636550000000002e-08,--,na
74.162,613.0,0.0,2.922075e-08,--,na
74.162,613.25,0.0,2.86901e-08,--,na
74.162,613.5,0.0,2.88295e-08,--,na
74.162,613.75,0.0,2.90985e-08,--,na
74.162,614.0,0.0,2.7917200000000002e-08,--,na
74.162,614.25,0.0,2.86259e-08,--,na
74.162,614.5,0.0,2.8107049999999998e-08,--,na
74.162,614.75,0.0,2.897825e-08,--,na
74.162,615.0,0.0,2.7764850000000003e-08,--,na
74.162,615.25,0.0,2.96047e-08,--,na
74.162,615.5,0.0,2.9042850000000003e-08,--,na
74.162,615.75,0.0,2.97681e-08,--,na
74.162,616.0,0.0,2.87119e-08,--,na
74.162,616.25,0.0,2.9229e-08,--,na
74.162,616.5,0.0,2.852855e-08,--,na
74.162,616.75,0.0,2.9124850000000003e-08,--,na
74.162,617.0,0.0,2.96532e-08,--,na
74.162,617.25,0.0,2.9768e-08,--,na
74.162,617.5,0.0,3.01393e-08,--,na
74.162,617.75,0.0,3.005225e-08,--,na
74.162,618.0,0.0,2.79028e-08,--,na
74.162,618.25,0.0,3.00119e-08,--,na
74.162,618.5,0.0,3.2419050000000003e-08,--,na
74.162,618.75,0.0,2.98008e-08,--,na
74.162,619.0,0.0,3.05062e-08,--,na
74.162,619.25,0.0,2.94945e-08,--,na
74.162,619.5,0.0,3.205e-08,--,na
74.162,619.75,0.0,3.244665e-08,--,na
74.162,620.0,0.0,3.1644e-08,--,na
74.162,620.25,0.0,3.14194e-08,--,na
74.162,620.5,0.0,3.16324e-08,--,na
74.162,620.75,0.0,3.28349e-08,--,na
74.162,621.0,0.0,3.25218e-08,--,na
74.162,621.25,0.0,3.32417e-08,--,na
74.162,621.5,0.0,3.348605e-08,--,na
74.162,621.75,0.0,3.364155e-08,--,na
74.162,622.0,0.0,3.44608e-08,--,na
74.162,622.25,0.0,3.36805e-08,--,na
74.162,622.5,0.0,3.334835e-08,--,na
74.162,622.75,0.0,3.57835e-08,--,na
74.162,623.0,0.0,3.39677e-08,--,na
74.162,623.25,0.0,3.46345e-08,--,na
74.162,623.5,0.0,3.5193150000000004e-08,--,na
74.162,623.75,0.0,3.570555e-08,--,na
74.162,624.0,0.0,3.57507e-08,--,na
74.162,624.25,0.0,3.52473e-08,--,na
74.162,624.5,0.0,4.04684e-08,--,na
74.162,624.75,0.0,3.4001749999999995e-08,--,na
74.162,625.0,0.0,3.62672e-08,--,na
74.162,625.25,0.0,3.71911e-08,--,na
74.162,625.5,0.0,3.62173e-08,--,na
74.162,625.75,0.0,3.67697e-08,--,na
74.162,626.0,0.0,3.92246e-08,--,na
74.162,626.25,0.0,3.6697950000000006e-08,--,na
74.162,626.5,0.0,3.80021e-08,--,na
74.162,626.75,0.0,3.659575e-08,--,na
74.162,627.0,0.0,3.80432e-08,--,na
74.162,627.25,0.0,3.626065e-08,--,na
74.162,627.5,0.0,3.7615849999999996e-08,--,na
74.162,627.75,0.0,4.07921e-08,--,na
74.162,628.0,0.0,3.73814e-08,--,na
74.162,628.25,0.0,3.864735e-08,--,na
74.162,628.5,0.0,3.75785e-08,--,na
74.162,628.75,0.0,3.8533850000000005e-08,--,na
74.162,629.0,0.0,3.85018e-08,--,na
74.162,629.25,0.0,3.7281e-08,--,na
74.162,629.5,0.0,3.91015e-08,--,na
74.162,629.75,0.0,3.8591299999999994e-08,--,na
74.162,630.0,0.0,3.93073e-08,--,na
74.162,630.25,0.0,3.902695e-08,--,na
74.162,630.5,0.0,3.930675e-08,--,na
74.162,630.75,0.0,3.8302e-08,--,na
74.162,631.0,0.0,3.93773e-08,--,na
74.162,631.25,0.0,3.93435e-08,--,na
74.162,631.5,0.0,3.95608e-08,--,na
74.162,631.75,0.0,3.88282e-08,--,na
74.162,632.0,0.0,3.93376e-08,--,na
74.162,632.25,0.0,3.962835e-08,--,na
74.162,632.5,0.0,3.9751900000000005e-08,--,na
74.162,632.75,0.0,3.9528149999999997e-08,--,na
74.162,633.0,0.0,3.97788e-08,--,na
74.162,633.25,0.0,3.99937e-08,--,na
74.162,633.5,0.0,4.0625149999999996e-08,--,na
74.162,633.75,0.0,3.965995e-08,--,na
74.162,634.0,0.0,4.00353e-08,--,na
74.162,634.25,0.0,3.95832e-08,--,na
74.162,634.5,0.0,3.97115e-08,--,na
74.162,634.75,0.0,3.98614e-08,--,na
74.162,635.0,0.0,3.96536e-08,--,na
74.162,635.25,0.0,4.02328e-08,--,na
74.162,635.5,0.0,3.973115e-08,--,na
74.162,635.75,0.0,3.97452e-08,--,na
74.162,636.0,0.0,3.93898e-08,--,na
74.162,636.25,0.0,3.940055e-08,--,na
74.162,636.5,0.0,3.971485e-08,--,na
74.162,636.75,0.0,3.961165e-08,--,na
74.162,637.0,0.0,3.92099e-08,--,na
74.162,637.25,0.0,3.86983e-08,--,na
74.162,637.5,0.0,3.94953e-08,--,na
74.162,637.75,0.0,3.898825e-08,--,na
74.162,638.0,0.0,3.87962e-08,--,na
74.162,638.25,0.0,3.89372e-08,--,na
74.162,638.5,0.0,3.87166e-08,--,na
74.162,638.75,0.0,3.85951e-08,--,na
74.162,639.0,0.0,3.82294e-08,--,na
74.162,639.25,0.0,3.90772e-08,--,na
74.162,639.5,0.0,3.80046e-08,--,na
74.162,639.75,0.0,3.795505e-08,--,na
74.162,640.0,0.0,3.8105e-08,--,na
74.162,640.25,0.0,3.73652e-08,--,na
74.162,640.5,0.0,3.647605e-08,--,na
74.162,640.75,0.0,3.65614e-08,--,na
74.162,641.0,0.0,3.67967e-08,--,na
74.162,641.25,0.0,3.66616e-08,--,na
74.162,641.5,0.0,3.61333e-08,--,na
74.162,641.75,0.0,3.53679e-08,--,na
74.162,642.0,0.0,3.54831e-08,--,na
74.162,642.25,0.0,3.565835e-08,--,na
74.162,642.5,0.0,3.53045e-08,--,na
74.162,642.75,0.0,3.64017e-08,--,na
74.162,643.0,0.0,3.49465e-08,--,na
74.162,643.25,0.0,3.44251e-08,--,na
74.162,643.5,0.0,3.452115e-08,--,na
74.162,643.75,0.0,3.39851e-08,--,na
74.162,644.0,0.0,3.442075e-08,--,na
74.162,644.25,0.0,3.37963e-08,--,na
74.162,644.5,0.0,3.95612e-08,--,na
74.162,644.75,0.0,3.36911e-08,--,na
74.162,645.0,0.0,3.3529999999999997e-08,--,na
74.162,645.25,0.0,3.346275e-08,--,na
74.162,645.5,0.0,3.46811e-08,--,na
