ECM File Output,,,,,
Filename (includes date): 2025-09-08-12-00-dic1-168.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1piece, left out bad top 22cm and bottom 26.5cm pre scan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 32.43014453124998,,,,,
Y Right: 103.57991015624994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 254.05937500000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 254.05937500000002,,,,,
X max Position (raw - not laser corrected): 730.3453125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
60.43,216.0,0.0,3.130615e-08,--,na
60.43,216.25,0.0,3.203055e-08,--,na
60.43,216.5,0.0,3.186155e-08,--,na
60.43,216.75,0.0,3.27992e-08,--,na
60.43,217.0,0.0,3.2310500000000003e-08,--,na
60.43,217.25,0.0,3.17122e-08,--,na
60.43,217.5,0.0,3.1866599999999995e-08,--,na
60.43,217.75,0.0,3.12947e-08,--,na
60.43,218.0,0.0,3.08118e-08,--,na
60.43,218.25,0.0,3.1988400000000003e-08,--,na
60.43,218.5,0.0,3.198305e-08,--,na
60.43,218.75,0.0,3.28905e-08,--,na
60.43,219.0,0.0,3.23066e-08,--,na
60.43,219.25,0.0,3.194955e-08,--,na
60.43,219.5,0.0,3.12491e-08,--,na
60.43,219.75,0.0,3.2324449999999997e-08,--,na
60.43,220.0,0.0,3.36575e-08,--,na
60.43,220.25,0.0,3.1843e-08,--,na
60.43,220.5,0.0,3.24512e-08,--,na
60.43,220.75,0.0,3.15245e-08,--,na
60.43,221.0,0.0,3.20513e-08,--,na
60.43,221.25,0.0,3.33753e-08,--,na
60.43,221.5,0.0,3.35126e-08,--,na
60.43,221.75,0.0,3.24535e-08,--,na
60.43,222.0,0.0,3.18902e-08,--,na
60.43,222.25,0.0,3.253735e-08,--,na
60.43,222.5,0.0,3.28447e-08,--,na
60.43,222.75,0.0,3.07217e-08,--,na
60.43,223.0,0.0,3.27086e-08,--,na
60.43,223.25,0.0,3.248575e-08,--,na
60.43,223.5,0.0,3.3044399999999996e-08,--,na
60.43,223.75,0.0,3.29343e-08,--,na
60.43,224.0,0.0,3.321995e-08,--,na
60.43,224.25,0.0,3.263165e-08,--,na
60.43,224.5,0.0,3.33303e-08,--,na
60.43,224.75,0.0,3.35604e-08,--,na
60.43,225.0,0.0,3.32553e-08,--,na
60.43,225.25,0.0,3.39521e-08,--,na
60.43,225.5,0.0,3.42209e-08,--,na
60.43,225.75,0.0,3.41363e-08,--,na
60.43,226.0,0.0,3.43363e-08,--,na
60.43,226.25,0.0,3.348855e-08,--,na
60.43,226.5,0.0,3.3991e-08,--,na
60.43,226.75,0.0,3.39703e-08,--,na
60.43,227.0,0.0,3.46671e-08,--,na
60.43,227.25,0.0,3.4809949999999996e-08,--,na
60.43,227.5,0.0,3.34883e-08,--,na
60.43,227.75,0.0,3.49903e-08,--,na
60.43,228.0,0.0,3.48319e-08,--,na
60.43,228.25,0.0,3.436035e-08,--,na
60.43,228.5,0.0,3.48508e-08,--,na
60.43,228.75,0.0,3.395745e-08,--,na
60.43,229.0,0.0,3.49933e-08,--,na
60.43,229.25,0.0,3.486165e-08,--,na
60.43,229.5,0.0,3.52901e-08,--,na
60.43,229.75,0.0,3.489205e-08,--,na
60.43,230.0,0.0,3.488935e-08,--,na
60.43,230.25,0.0,3.45739e-08,--,na
60.43,230.5,0.0,3.48259e-08,--,na
60.43,230.75,0.0,3.558255e-08,--,na
60.43,231.0,0.0,3.48929e-08,--,na
60.43,231.25,0.0,3.59566e-08,--,na
60.43,231.5,0.0,3.57234e-08,--,na
60.43,231.75,0.0,3.5895850000000004e-08,--,na
60.43,232.0,0.0,3.49844e-08,--,na
60.43,232.25,0.0,3.5051300000000004e-08,--,na
60.43,232.5,0.0,3.54377e-08,--,na
60.43,232.75,0.0,3.58459e-08,--,na
60.43,233.0,0.0,3.5206350000000003e-08,--,na
60.43,233.25,0.0,3.51848e-08,--,na
60.43,233.5,0.0,3.55503e-08,--,na
60.43,233.75,0.0,3.5211e-08,--,na
60.43,234.0,0.0,3.528585e-08,--,na
60.43,234.25,0.0,3.51617e-08,--,na
60.43,234.5,0.0,3.48299e-08,--,na
60.43,234.75,0.0,3.476595e-08,--,na
60.43,235.0,0.0,3.479135e-08,--,na
60.43,235.25,0.0,3.5608400000000005e-08,--,na
60.43,235.5,0.0,3.49128e-08,--,na
60.43,235.75,0.0,3.5193500000000003e-08,--,na
60.43,236.0,0.0,3.5830349999999996e-08,--,na
60.43,236.25,0.0,3.506995e-08,--,na
60.43,236.5,0.0,3.64804e-08,--,na
60.43,236.75,0.0,3.575625e-08,--,na
60.43,237.0,0.0,3.60061e-08,--,na
60.43,237.25,0.0,3.63279e-08,--,na
60.43,237.5,0.0,3.52994e-08,--,na
60.43,237.75,0.0,3.671285e-08,--,na
60.43,238.0,0.0,3.5868450000000005e-08,--,na
60.43,238.25,0.0,3.820315e-08,--,na
60.43,238.5,0.0,3.77618e-08,--,na
60.43,238.75,0.0,3.789505e-08,--,na
60.43,239.0,0.0,3.82497e-08,--,na
60.43,239.25,0.0,3.8663299999999997e-08,--,na
60.43,239.5,0.0,3.8515e-08,--,na
60.43,239.75,0.0,3.8489900000000004e-08,--,na
60.43,240.0,0.0,3.7598150000000005e-08,--,na
60.43,240.25,0.0,3.86296e-08,--,na
60.43,240.5,0.0,3.9104e-08,--,na
60.43,240.75,0.0,3.92583e-08,--,na
60.43,241.0,0.0,3.857835e-08,--,na
60.43,241.25,0.0,3.9647e-08,--,na
60.43,241.5,0.0,3.9246e-08,--,na
60.43,241.75,0.0,3.860205e-08,--,na
60.43,242.0,0.0,3.897985e-08,--,na
60.43,242.25,0.0,3.915735e-08,--,na
60.43,242.5,0.0,3.93165e-08,--,na
60.43,242.75,0.0,3.9730199999999997e-08,--,na
60.43,243.0,0.0,3.9344e-08,--,na
60.43,243.25,0.0,3.905375e-08,--,na
60.43,243.5,0.0,3.95087e-08,--,na
60.43,243.75,0.0,3.98486e-08,--,na
60.43,244.0,0.0,3.937715e-08,--,na
60.43,244.25,0.0,3.919945e-08,--,na
60.43,244.5,0.0,4.03418e-08,--,na
60.43,244.75,0.0,3.949105e-08,--,na
60.43,245.0,0.0,3.94932e-08,--,na
60.43,245.25,0.0,3.86332e-08,--,na
60.43,245.5,0.0,4.0847499999999996e-08,--,na
60.43,245.75,0.0,3.94467e-08,--,na
60.43,246.0,0.0,3.958375e-08,--,na
60.43,246.25,0.0,3.84467e-08,--,na
60.43,246.5,0.0,3.960255e-08,--,na
60.43,246.75,0.0,4.019575e-08,--,na
60.43,247.0,0.0,3.8978299999999996e-08,--,na
60.43,247.25,0.0,3.85685e-08,--,na
60.43,247.5,0.0,3.8671e-08,--,na
60.43,247.75,0.0,3.91219e-08,--,na
60.43,248.0,0.0,3.9289599999999995e-08,--,na
60.43,248.25,0.0,3.94336e-08,--,na
60.43,248.5,0.0,4.01192e-08,--,na
60.43,248.75,0.0,3.90544e-08,--,na
60.43,249.0,0.0,3.9658849999999996e-08,--,na
60.43,249.25,0.0,3.9164e-08,--,na
60.43,249.5,0.0,4.0735e-08,--,na
60.43,249.75,0.0,3.95205e-08,--,na
60.43,250.0,0.0,4.091285e-08,--,na
60.43,250.25,0.0,3.82259e-08,--,na
60.43,250.5,0.0,3.970435e-08,--,na
60.43,250.75,0.0,4.144305e-08,--,na
60.43,251.0,0.0,4.12316e-08,--,na
60.43,251.25,0.0,4.1821e-08,--,na
60.43,251.5,0.0,4.15847e-08,--,na
60.43,251.75,0.0,4.2046850000000004e-08,--,na
60.43,252.0,0.0,4.262735e-08,--,na
60.43,252.25,0.0,4.43679e-08,--,na
60.43,252.5,0.0,4.36583e-08,--,na
60.43,252.75,0.0,4.353345e-08,--,na
60.43,253.0,0.0,4.44046e-08,--,na
60.43,253.25,0.0,4.50505e-08,--,na
60.43,253.5,0.0,4.70726e-08,--,na
60.43,253.75,0.0,4.6653399999999996e-08,--,na
60.43,254.0,0.0,4.804235e-08,--,na
60.43,254.25,0.0,4.87886e-08,--,na
60.43,254.5,0.0,4.951555e-08,--,na
60.43,254.75,0.0,5.10011e-08,--,na
60.43,255.0,0.0,5.1372500000000006e-08,--,na
60.43,255.25,0.0,5.23614e-08,--,na
60.43,255.5,0.0,5.28877e-08,--,na
60.43,255.75,0.0,5.354745e-08,--,na
60.43,256.0,0.0,5.36301e-08,--,na
60.43,256.25,0.0,5.46701e-08,--,na
60.43,256.5,0.0,5.64129e-08,--,na
60.43,256.75,0.0,5.684075e-08,--,na
60.43,257.0,0.0,5.81037e-08,--,na
60.43,257.25,0.0,5.84101e-08,--,na
60.43,257.5,0.0,5.85449e-08,--,na
60.43,257.75,0.0,5.996825e-08,--,na
60.43,258.0,0.0,6.01602e-08,--,na
60.43,258.25,0.0,6.24053e-08,--,na
60.43,258.5,0.0,6.177500000000001e-08,--,na
60.43,258.75,0.0,6.136725e-08,--,na
60.43,259.0,0.0,6.23826e-08,--,na
60.43,259.25,0.0,6.068194999999999e-08,--,na
60.43,259.5,0.0,6.21913e-08,--,na
60.43,259.75,0.0,6.227675e-08,--,na
60.43,260.0,0.0,6.393365e-08,--,na
60.43,260.25,0.0,6.46041e-08,--,na
60.43,260.5,0.0,6.48773e-08,--,na
60.43,260.75,0.0,6.474895e-08,--,na
60.43,261.0,0.0,6.44988e-08,--,na
60.43,261.25,0.0,6.55467e-08,--,na
60.43,261.5,0.0,6.72736e-08,--,na
60.43,261.75,0.0,6.364715e-08,--,na
60.43,262.0,0.0,6.436335e-08,--,na
60.43,262.25,0.0,6.41645e-08,--,na
60.43,262.5,0.0,6.27982e-08,--,na
60.43,262.75,0.0,6.38184e-08,--,na
60.43,263.0,0.0,6.252e-08,--,na
60.43,263.25,0.0,6.296425e-08,--,na
60.43,263.5,0.0,6.15667e-08,--,na
60.43,263.75,0.0,6.19545e-08,--,na
60.43,264.0,0.0,5.98203e-08,--,na
60.43,264.25,0.0,6.04022e-08,--,na
60.43,264.5,0.0,5.7988949999999995e-08,--,na
60.43,264.75,0.0,5.5645149999999995e-08,--,na
60.43,265.0,0.0,5.70893e-08,--,na
60.43,265.25,0.0,5.5919100000000005e-08,--,na
60.43,265.5,0.0,5.4548e-08,--,na
60.43,265.75,0.0,5.340135e-08,--,na
60.43,266.0,0.0,5.33033e-08,--,na
60.43,266.25,0.0,5.29904e-08,--,na
60.43,266.5,0.0,5.123425e-08,--,na
60.43,266.75,0.0,4.955705e-08,--,na
60.43,267.0,0.0,4.89591e-08,--,na
60.43,267.25,0.0,4.793465e-08,--,na
60.43,267.5,0.0,4.730265e-08,--,na
60.43,267.75,0.0,4.6143449999999996e-08,--,na
60.43,268.0,0.0,4.47807e-08,--,na
60.43,268.25,0.0,4.40316e-08,--,na
60.43,268.5,0.0,4.4822150000000004e-08,--,na
60.43,268.75,0.0,4.32336e-08,--,na
60.43,269.0,0.0,4.28946e-08,--,na
60.43,269.25,0.0,4.23379e-08,--,na
60.43,269.5,0.0,4.1639299999999996e-08,--,na
60.43,269.75,0.0,4.017e-08,--,na
60.43,270.0,0.0,3.97805e-08,--,na
60.43,270.25,0.0,3.894275e-08,--,na
60.43,270.5,0.0,3.87493e-08,--,na
60.43,270.75,0.0,3.715635e-08,--,na
60.43,271.0,0.0,3.738335e-08,--,na
60.43,271.25,0.0,3.54594e-08,--,na
60.43,271.5,0.0,3.65957e-08,--,na
60.43,271.75,0.0,3.5152750000000004e-08,--,na
60.43,272.0,0.0,3.21489e-08,--,na
60.43,272.25,0.0,3.455155e-08,--,na
60.43,272.5,0.0,3.38241e-08,--,na
60.43,272.75,0.0,3.32903e-08,--,na
60.43,273.0,0.0,3.34859e-08,--,na
60.43,273.25,0.0,3.2935e-08,--,na
60.43,273.5,0.0,3.25211e-08,--,na
60.43,273.75,0.0,3.16623e-08,--,na
60.43,274.0,0.0,3.1848e-08,--,na
60.43,274.25,0.0,3.1291100000000004e-08,--,na
60.43,274.5,0.0,2.91962e-08,--,na
60.43,274.75,0.0,3.140255e-08,--,na
60.43,275.0,0.0,3.03131e-08,--,na
60.43,275.25,0.0,2.926665e-08,--,na
60.43,275.5,0.0,3.0370450000000004e-08,--,na
60.43,275.75,0.0,2.95678e-08,--,na
60.43,276.0,0.0,2.8878e-08,--,na
60.43,276.25,0.0,2.9562950000000002e-08,--,na
60.43,276.5,0.0,2.92631e-08,--,na
60.43,276.75,0.0,2.954585e-08,--,na
60.43,277.0,0.0,2.8903e-08,--,na
60.43,277.25,0.0,2.8821999999999998e-08,--,na
60.43,277.5,0.0,2.858105e-08,--,na
60.43,277.75,0.0,2.81741e-08,--,na
60.43,278.0,0.0,2.79429e-08,--,na
60.43,278.25,0.0,2.81816e-08,--,na
60.43,278.5,0.0,2.75014e-08,--,na
60.43,278.75,0.0,2.81147e-08,--,na
60.43,279.0,0.0,2.8282e-08,--,na
60.43,279.25,0.0,2.7416e-08,--,na
60.43,279.5,0.0,2.81197e-08,--,na
60.43,279.75,0.0,2.840875e-08,--,na
60.43,280.0,0.0,2.85933e-08,--,na
60.43,280.25,0.0,2.735245e-08,--,na
60.43,280.5,0.0,2.89539e-08,--,na
60.43,280.75,0.0,2.878995e-08,--,na
60.43,281.0,0.0,2.87589e-08,--,na
60.43,281.25,0.0,2.96049e-08,--,na
60.43,281.5,0.0,2.93876e-08,--,na
60.43,281.75,0.0,2.98887e-08,--,na
60.43,282.0,0.0,3.05567e-08,--,na
60.43,282.25,0.0,3.0073e-08,--,na
60.43,282.5,0.0,3.058355e-08,--,na
60.43,282.75,0.0,3.19578e-08,--,na
60.43,283.0,0.0,3.0621e-08,--,na
60.43,283.25,0.0,3.06632e-08,--,na
60.43,283.5,0.0,3.1377150000000005e-08,--,na
60.43,283.75,0.0,3.14244e-08,--,na
60.43,284.0,0.0,3.21253e-08,--,na
60.43,284.25,0.0,3.15113e-08,--,na
60.43,284.5,0.0,3.22749e-08,--,na
60.43,284.75,0.0,3.36552e-08,--,na
60.43,285.0,0.0,3.3114800000000005e-08,--,na
60.43,285.25,0.0,3.2099249999999995e-08,--,na
60.43,285.5,0.0,3.30362e-08,--,na
60.43,285.75,0.0,3.36562e-08,--,na
60.43,286.0,0.0,3.43219e-08,--,na
60.43,286.25,0.0,3.397775e-08,--,na
60.43,286.5,0.0,3.3949499999999996e-08,--,na
60.43,286.75,0.0,3.17982e-08,--,na
60.43,287.0,0.0,3.4369499999999996e-08,--,na
60.43,287.25,0.0,3.3572e-08,--,na
60.43,287.5,0.0,3.49998e-08,--,na
60.43,287.75,0.0,3.5646899999999996e-08,--,na
60.43,288.0,0.0,3.46688e-08,--,na
60.43,288.25,0.0,3.40535e-08,--,na
60.43,288.5,0.0,3.573135e-08,--,na
60.43,288.75,0.0,3.81477e-08,--,na
60.43,289.0,0.0,3.7984099999999997e-08,--,na
60.43,289.25,0.0,3.83023e-08,--,na
60.43,289.5,0.0,3.69213e-08,--,na
60.43,289.75,0.0,3.86236e-08,--,na
60.43,290.0,0.0,3.81605e-08,--,na
60.43,290.25,0.0,3.96845e-08,--,na
60.43,290.5,0.0,3.93616e-08,--,na
60.43,290.75,0.0,4.10933e-08,--,na
60.43,291.0,0.0,3.9648950000000004e-08,--,na
60.43,291.25,0.0,3.95653e-08,--,na
60.43,291.5,0.0,4.1411e-08,--,na
60.43,291.75,0.0,4.25424e-08,--,na
60.43,292.0,0.0,4.3431800000000004e-08,--,na
60.43,292.25,0.0,4.19651e-08,--,na
60.43,292.5,0.0,4.377595e-08,--,na
60.43,292.75,0.0,4.28632e-08,--,na
60.43,293.0,0.0,4.290845e-08,--,na
60.43,293.25,0.0,4.49952e-08,--,na
60.43,293.5,0.0,4.41431e-08,--,na
60.43,293.75,0.0,4.42908e-08,--,na
60.43,294.0,0.0,4.467255e-08,--,na
60.43,294.25,0.0,4.508435e-08,--,na
60.43,294.5,0.0,4.43595e-08,--,na
60.43,294.75,0.0,4.44428e-08,--,na
60.43,295.0,0.0,4.35995e-08,--,na
60.43,295.25,0.0,4.351675e-08,--,na
60.43,295.5,0.0,4.51173e-08,--,na
60.43,295.75,0.0,4.43873e-08,--,na
60.43,296.0,0.0,4.37564e-08,--,na
60.43,296.25,0.0,4.4375199999999996e-08,--,na
60.43,296.5,0.0,4.43205e-08,--,na
60.43,296.75,0.0,4.41015e-08,--,na
60.43,297.0,0.0,4.35413e-08,--,na
60.43,297.25,0.0,4.30475e-08,--,na
60.43,297.5,0.0,4.251035e-08,--,na
60.43,297.75,0.0,4.33077e-08,--,na
60.43,298.0,0.0,4.205385e-08,--,na
60.43,298.25,0.0,4.206585e-08,--,na
60.43,298.5,0.0,4.28177e-08,--,na
60.43,298.75,0.0,4.12034e-08,--,na
60.43,299.0,0.0,4.25396e-08,--,na
60.43,299.25,0.0,4.08987e-08,--,na
60.43,299.5,0.0,4.38938e-08,--,na
60.43,299.75,0.0,3.90962e-08,--,na
60.43,300.0,0.0,3.947285e-08,--,na
60.43,300.25,0.0,4.096905e-08,--,na
60.43,300.5,0.0,3.97053e-08,--,na
60.43,300.75,0.0,3.8786899999999996e-08,--,na
60.43,301.0,0.0,3.93285e-08,--,na
60.43,301.25,0.0,3.91083e-08,--,na
60.43,301.5,0.0,3.80779e-08,--,na
60.43,301.75,0.0,3.82031e-08,--,na
60.43,302.0,0.0,3.8326499999999996e-08,--,na
60.43,302.25,0.0,3.786865e-08,--,na
60.43,302.5,0.0,3.67764e-08,--,na
60.43,302.75,0.0,3.3947700000000004e-08,--,na
60.43,303.0,0.0,3.740745e-08,--,na
60.43,303.25,0.0,3.59146e-08,--,na
60.43,303.5,0.0,3.6861650000000004e-08,--,na
60.43,303.75,0.0,3.67052e-08,--,na
60.43,304.0,0.0,3.285305e-08,--,na
60.43,304.25,0.0,3.584725e-08,--,na
60.43,304.5,0.0,3.47892e-08,--,na
60.43,304.75,0.0,3.53792e-08,--,na
60.43,305.0,0.0,3.500065e-08,--,na
60.43,305.25,0.0,3.53007e-08,--,na
60.43,305.5,0.0,3.59294e-08,--,na
60.43,305.75,0.0,3.49119e-08,--,na
60.43,306.0,0.0,3.5706e-08,--,na
60.43,306.25,0.0,3.5223900000000006e-08,--,na
60.43,306.5,0.0,3.4854e-08,--,na
60.43,306.75,0.0,3.4061949999999995e-08,--,na
60.43,307.0,0.0,3.33646e-08,--,na
60.43,307.25,0.0,3.3586999999999995e-08,--,na
60.43,307.5,0.0,3.5544e-08,--,na
60.43,307.75,0.0,3.2945e-08,--,na
60.43,308.0,0.0,3.30163e-08,--,na
60.43,308.25,0.0,3.29415e-08,--,na
60.43,308.5,0.0,3.39663e-08,--,na
60.43,308.75,0.0,3.27229e-08,--,na
60.43,309.0,0.0,3.22304e-08,--,na
60.43,309.25,0.0,3.230055e-08,--,na
60.43,309.5,0.0,3.46834e-08,--,na
60.43,309.75,0.0,3.062575e-08,--,na
60.43,310.0,0.0,3.160495e-08,--,na
60.43,310.25,0.0,3.16616e-08,--,na
60.43,310.5,0.0,3.17722e-08,--,na
60.43,310.75,0.0,3.08817e-08,--,na
60.43,311.0,0.0,3.233745e-08,--,na
60.43,311.25,0.0,3.10843e-08,--,na
60.43,311.5,0.0,3.36467e-08,--,na
60.43,311.75,0.0,3.3639399999999996e-08,--,na
60.43,312.0,0.0,2.67903e-08,--,na
60.43,312.25,0.0,3.02681e-08,--,na
60.43,312.5,0.0,3.11138e-08,--,na
60.43,312.75,0.0,3.070105e-08,--,na
60.43,313.0,0.0,3.08048e-08,--,na
60.43,313.25,0.0,3.1146700000000005e-08,--,na
60.43,313.5,0.0,3.34521e-08,--,na
60.43,313.75,0.0,3.064745e-08,--,na
60.43,314.0,0.0,3.13651e-08,--,na
60.43,314.25,0.0,2.967215e-08,--,na
60.43,314.5,0.0,3.20178e-08,--,na
60.43,314.75,0.0,3.298525e-08,--,na
60.43,315.0,0.0,3.0646900000000004e-08,--,na
60.43,315.25,0.0,3.04561e-08,--,na
60.43,315.5,0.0,3.06728e-08,--,na
60.43,315.75,0.0,2.918355e-08,--,na
60.43,316.0,0.0,3.1475499999999996e-08,--,na
60.43,316.25,0.0,2.98724e-08,--,na
60.43,316.5,0.0,3.06174e-08,--,na
60.43,316.75,0.0,3.05318e-08,--,na
60.43,317.0,0.0,3.20253e-08,--,na
60.43,317.25,0.0,3.20968e-08,--,na
60.43,317.5,0.0,2.75249e-08,--,na
60.43,317.75,0.0,3.08684e-08,--,na
60.43,318.0,0.0,3.006935e-08,--,na
60.43,318.25,0.0,2.93976e-08,--,na
60.43,318.5,0.0,3.04866e-08,--,na
60.43,318.75,0.0,3.0932800000000006e-08,--,na
60.43,319.0,0.0,3.065245e-08,--,na
60.43,319.25,0.0,3.67326e-08,--,na
60.43,319.5,0.0,3.01641e-08,--,na
60.43,319.75,0.0,3.07296e-08,--,na
60.43,320.0,0.0,2.998065e-08,--,na
60.43,320.25,0.0,3.02604e-08,--,na
60.43,320.5,0.0,3.036865e-08,--,na
60.43,320.75,0.0,3.05249e-08,--,na
60.43,321.0,0.0,3.08644e-08,--,na
60.43,321.25,0.0,3.21517e-08,--,na
60.43,321.5,0.0,3.08968e-08,--,na
60.43,321.75,0.0,3.22128e-08,--,na
60.43,322.0,0.0,3.0943450000000006e-08,--,na
60.43,322.25,0.0,2.94743e-08,--,na
60.43,322.5,0.0,3.0990749999999996e-08,--,na
60.43,322.75,0.0,3.051385e-08,--,na
60.43,323.0,0.0,2.76938e-08,--,na
60.43,323.25,0.0,3.04606e-08,--,na
60.43,323.5,0.0,3.02143e-08,--,na
60.43,323.75,0.0,3.04043e-08,--,na
60.43,324.0,0.0,3.08491e-08,--,na
60.43,324.25,0.0,3.09871e-08,--,na
60.43,324.5,0.0,2.908055e-08,--,na
60.43,324.75,0.0,3.20641e-08,--,na
60.43,325.0,0.0,3.046205e-08,--,na
60.43,325.25,0.0,3.13816e-08,--,na
60.43,325.5,0.0,3.1963499999999994e-08,--,na
60.43,325.75,0.0,3.18835e-08,--,na
60.43,326.0,0.0,3.13209e-08,--,na
60.43,326.25,0.0,3.40547e-08,--,na
60.43,326.5,0.0,3.198705e-08,--,na
60.43,326.75,0.0,3.242955e-08,--,na
60.43,327.0,0.0,3.27474e-08,--,na
60.43,327.25,0.0,3.2987249999999996e-08,--,na
60.43,327.5,0.0,3.35101e-08,--,na
60.43,327.75,0.0,3.256195e-08,--,na
60.43,328.0,0.0,3.382585e-08,--,na
60.43,328.25,0.0,3.32764e-08,--,na
60.43,328.5,0.0,3.41778e-08,--,na
60.43,328.75,0.0,3.4251e-08,--,na
60.43,329.0,0.0,3.318865e-08,--,na
60.43,329.25,0.0,3.5051e-08,--,na
60.43,329.5,0.0,3.68113e-08,--,na
60.43,329.75,0.0,3.559565e-08,--,na
60.43,330.0,0.0,3.559915e-08,--,na
60.43,330.25,0.0,3.66043e-08,--,na
60.43,330.5,0.0,3.59986e-08,--,na
60.43,330.75,0.0,3.669665e-08,--,na
60.43,331.0,0.0,3.76993e-08,--,na
60.43,331.25,0.0,3.72435e-08,--,na
60.43,331.5,0.0,3.84263e-08,--,na
60.43,331.75,0.0,3.76437e-08,--,na
60.43,332.0,0.0,3.75033e-08,--,na
60.43,332.25,0.0,3.77968e-08,--,na
60.43,332.5,0.0,3.855775e-08,--,na
60.43,332.75,0.0,3.7825050000000006e-08,--,na
60.43,333.0,0.0,3.91847e-08,--,na
60.43,333.25,0.0,3.79625e-08,--,na
60.43,333.5,0.0,3.83278e-08,--,na
60.43,333.75,0.0,3.8204150000000004e-08,--,na
60.43,334.0,0.0,3.72041e-08,--,na
60.43,334.25,0.0,3.79983e-08,--,na
60.43,334.5,0.0,3.717205e-08,--,na
60.43,334.75,0.0,3.664175e-08,--,na
60.43,335.0,0.0,3.85392e-08,--,na
60.43,335.25,0.0,3.59761e-08,--,na
60.43,335.5,0.0,3.505435e-08,--,na
60.43,335.75,0.0,3.54571e-08,--,na
60.43,336.0,0.0,3.65569e-08,--,na
60.43,336.25,0.0,3.55148e-08,--,na
60.43,336.5,0.0,3.46765e-08,--,na
60.43,336.75,0.0,3.332675e-08,--,na
60.43,337.0,0.0,3.24214e-08,--,na
60.43,337.25,0.0,3.27181e-08,--,na
60.43,337.5,0.0,3.16993e-08,--,na
60.43,337.75,0.0,3.10928e-08,--,na
60.43,338.0,0.0,3.13595e-08,--,na
60.43,338.25,0.0,3.007615e-08,--,na
60.43,338.5,0.0,3.09684e-08,--,na
60.43,338.75,0.0,3.0137800000000004e-08,--,na
60.43,339.0,0.0,2.88756e-08,--,na
60.43,339.25,0.0,2.86636e-08,--,na
60.43,339.5,0.0,2.84535e-08,--,na
60.43,339.75,0.0,2.839455e-08,--,na
60.43,340.0,0.0,2.64268e-08,--,na
60.43,340.25,0.0,2.9393749999999998e-08,--,na
60.43,340.5,0.0,2.80624e-08,--,na
60.43,340.75,0.0,2.8409949999999998e-08,--,na
60.43,341.0,0.0,2.688605e-08,--,na
60.43,341.25,0.0,2.65895e-08,--,na
60.43,341.5,0.0,2.69139e-08,--,na
60.43,341.75,0.0,2.73932e-08,--,na
60.43,342.0,0.0,2.54849e-08,--,na
60.43,342.25,0.0,2.58151e-08,--,na
60.43,342.5,0.0,2.55769e-08,--,na
60.43,342.75,0.0,2.617505e-08,--,na
60.43,343.0,0.0,2.48116e-08,--,na
60.43,343.25,0.0,2.58761e-08,--,na
60.43,343.5,0.0,2.54467e-08,--,na
60.43,343.75,0.0,2.57427e-08,--,na
60.43,344.0,0.0,2.67624e-08,--,na
60.43,344.25,0.0,2.456755e-08,--,na
60.43,344.5,0.0,2.53445e-08,--,na
60.43,344.75,0.0,2.5765699999999998e-08,--,na
60.43,345.0,0.0,2.4636e-08,--,na
60.43,345.25,0.0,2.521995e-08,--,na
60.43,345.5,0.0,2.40982e-08,--,na
60.43,345.75,0.0,2.400485e-08,--,na
60.43,346.0,0.0,2.61132e-08,--,na
60.43,346.25,0.0,2.457645e-08,--,na
60.43,346.5,0.0,2.47038e-08,--,na
60.43,346.75,0.0,2.492965e-08,--,na
60.43,347.0,0.0,2.4044e-08,--,na
60.43,347.25,0.0,2.6031e-08,--,na
60.43,347.5,0.0,2.5392e-08,--,na
60.43,347.75,0.0,2.441285e-08,--,na
60.43,348.0,0.0,2.29702e-08,--,na
60.43,348.25,0.0,2.489655e-08,--,na
60.43,348.5,0.0,2.5001699999999998e-08,--,na
60.43,348.75,0.0,2.3271e-08,--,na
60.43,349.0,0.0,2.45535e-08,--,na
60.43,349.25,0.0,2.51691e-08,--,na
60.43,349.5,0.0,2.514995e-08,--,na
60.43,349.75,0.0,2.5440549999999998e-08,--,na
60.43,350.0,0.0,2.61315e-08,--,na
60.43,350.25,0.0,2.634335e-08,--,na
60.43,350.5,0.0,2.76927e-08,--,na
60.43,350.75,0.0,2.548045e-08,--,na
60.43,351.0,0.0,2.63893e-08,--,na
60.43,351.25,0.0,2.5709000000000002e-08,--,na
60.43,351.5,0.0,2.53599e-08,--,na
60.43,351.75,0.0,2.5883549999999998e-08,--,na
60.43,352.0,0.0,2.48692e-08,--,na
60.43,352.25,0.0,2.60388e-08,--,na
60.43,352.5,0.0,2.85834e-08,--,na
60.43,352.75,0.0,2.67791e-08,--,na
60.43,353.0,0.0,2.54316e-08,--,na
60.43,353.25,0.0,2.549525e-08,--,na
60.43,353.5,0.0,2.65487e-08,--,na
