ECM File Output,,,,,
Filename (includes date): 2025-09-08-12-00-dic1-168.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1piece, left out bad top 22cm and bottom 26.5cm pre scan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 32.43014453124998,,,,,
Y Right: 103.57991015624994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 254.05937500000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 254.05937500000002,,,,,
X max Position (raw - not laser corrected): 730.3453125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
72.43,326.75,0.0,3.25362e-08,--,na
72.43,327.0,0.0,3.26506e-08,--,na
72.43,327.25,0.0,3.25253e-08,--,na
72.43,327.5,0.0,3.12579e-08,--,na
72.43,327.75,0.0,3.52972e-08,--,na
72.43,328.0,0.0,3.06035e-08,--,na
72.43,328.25,0.0,3.5325700000000005e-08,--,na
72.43,328.5,0.0,3.43056e-08,--,na
72.43,328.75,0.0,3.42182e-08,--,na
72.43,329.0,0.0,3.4748399999999996e-08,--,na
72.43,329.25,0.0,3.4906e-08,--,na
72.43,329.5,0.0,3.5545449999999996e-08,--,na
72.43,329.75,0.0,3.65251e-08,--,na
72.43,330.0,0.0,3.523115e-08,--,na
72.43,330.25,0.0,3.74883e-08,--,na
72.43,330.5,0.0,3.749595e-08,--,na
72.43,330.75,0.0,3.66341e-08,--,na
72.43,331.0,0.0,3.680445e-08,--,na
72.43,331.25,0.0,3.8397750000000004e-08,--,na
72.43,331.5,0.0,3.86208e-08,--,na
72.43,331.75,0.0,3.87574e-08,--,na
72.43,332.0,0.0,3.8676e-08,--,na
72.43,332.25,0.0,3.81763e-08,--,na
72.43,332.5,0.0,3.86675e-08,--,na
72.43,332.75,0.0,3.63879e-08,--,na
72.43,333.0,0.0,3.8235699999999996e-08,--,na
72.43,333.25,0.0,3.9283400000000004e-08,--,na
72.43,333.5,0.0,3.78492e-08,--,na
72.43,333.75,0.0,3.78383e-08,--,na
72.43,334.0,0.0,4.04812e-08,--,na
72.43,334.25,0.0,3.78582e-08,--,na
72.43,334.5,0.0,3.7805450000000005e-08,--,na
72.43,334.75,0.0,3.8233e-08,--,na
72.43,335.0,0.0,3.68743e-08,--,na
72.43,335.25,0.0,3.6616e-08,--,na
72.43,335.5,0.0,3.6804500000000004e-08,--,na
72.43,335.75,0.0,3.32981e-08,--,na
72.43,336.0,0.0,3.447005e-08,--,na
72.43,336.25,0.0,3.59987e-08,--,na
72.43,336.5,0.0,3.42662e-08,--,na
72.43,336.75,0.0,3.39285e-08,--,na
72.43,337.0,0.0,3.3805599999999997e-08,--,na
72.43,337.25,0.0,3.193555e-08,--,na
72.43,337.5,0.0,3.03111e-08,--,na
72.43,337.75,0.0,3.21658e-08,--,na
72.43,338.0,0.0,3.120005e-08,--,na
72.43,338.25,0.0,3.0234799999999995e-08,--,na
72.43,338.5,0.0,3.03186e-08,--,na
72.43,338.75,0.0,2.91723e-08,--,na
72.43,339.0,0.0,3.067155e-08,--,na
72.43,339.25,0.0,2.9387499999999998e-08,--,na
72.43,339.5,0.0,2.76368e-08,--,na
72.43,339.75,0.0,2.88637e-08,--,na
72.43,340.0,0.0,3.04827e-08,--,na
72.43,340.25,0.0,2.81313e-08,--,na
72.43,340.5,0.0,2.84293e-08,--,na
72.43,340.75,0.0,2.72209e-08,--,na
72.43,341.0,0.0,2.75636e-08,--,na
72.43,341.25,0.0,2.724365e-08,--,na
72.43,341.5,0.0,2.77204e-08,--,na
72.43,341.75,0.0,2.60046e-08,--,na
72.43,342.0,0.0,2.80977e-08,--,na
72.43,342.25,0.0,2.650145e-08,--,na
72.43,342.5,0.0,2.931385e-08,--,na
72.43,342.75,0.0,2.65484e-08,--,na
72.43,343.0,0.0,2.654585e-08,--,na
72.43,343.25,0.0,2.63617e-08,--,na
72.43,343.5,0.0,2.6989249999999998e-08,--,na
72.43,343.75,0.0,2.45077e-08,--,na
72.43,344.0,0.0,2.6698099999999997e-08,--,na
72.43,344.25,0.0,2.60729e-08,--,na
72.43,344.5,0.0,2.664625e-08,--,na
72.43,344.75,0.0,2.59855e-08,--,na
72.43,345.0,0.0,2.591245e-08,--,na
72.43,345.25,0.0,2.5544650000000002e-08,--,na
72.43,345.5,0.0,2.67864e-08,--,na
72.43,345.75,0.0,2.52217e-08,--,na
72.43,346.0,0.0,2.68345e-08,--,na
72.43,346.25,0.0,2.6362150000000003e-08,--,na
72.43,346.5,0.0,2.58293e-08,--,na
72.43,346.75,0.0,2.507685e-08,--,na
72.43,347.0,0.0,2.50161e-08,--,na
72.43,347.25,0.0,2.5078899999999997e-08,--,na
72.43,347.5,0.0,2.48168e-08,--,na
72.43,347.75,0.0,2.593265e-08,--,na
72.43,348.0,0.0,2.42844e-08,--,na
72.43,348.25,0.0,2.463775e-08,--,na
72.43,348.5,0.0,2.49609e-08,--,na
72.43,348.75,0.0,2.38737e-08,--,na
72.43,349.0,0.0,2.42463e-08,--,na
72.43,349.25,0.0,2.2815649999999998e-08,--,na
72.43,349.5,0.0,2.62099e-08,--,na
72.43,349.75,0.0,2.567505e-08,--,na
72.43,350.0,0.0,2.99568e-08,--,na
72.43,350.25,0.0,2.707105e-08,--,na
72.43,350.5,0.0,2.74456e-08,--,na
72.43,350.75,0.0,2.83004e-08,--,na
72.43,351.0,0.0,2.694725e-08,--,na
72.43,351.25,0.0,2.696295e-08,--,na
72.43,351.5,0.0,2.52406e-08,--,na
72.43,351.75,0.0,2.70662e-08,--,na
72.43,352.0,0.0,3.1469749999999996e-08,--,na
72.43,352.25,0.0,2.71928e-08,--,na
72.43,352.5,0.0,2.70125e-08,--,na
72.43,352.75,0.0,2.717675e-08,--,na
72.43,353.0,0.0,2.66252e-08,--,na
72.43,353.25,0.0,2.643725e-08,--,na
72.43,353.5,0.0,2.72331e-08,--,na
72.43,353.75,0.0,2.7683749999999998e-08,--,na
72.43,354.0,0.0,2.74413e-08,--,na
72.43,354.25,0.0,2.761355e-08,--,na
72.43,354.5,0.0,2.77922e-08,--,na
72.43,354.75,0.0,2.640025e-08,--,na
72.43,355.0,0.0,2.57775e-08,--,na
72.43,355.25,0.0,2.628025e-08,--,na
72.43,355.5,0.0,2.96861e-08,--,na
72.43,355.75,0.0,2.896295e-08,--,na
72.43,356.0,0.0,2.4999249999999998e-08,--,na
72.43,356.25,0.0,2.7333700000000002e-08,--,na
72.43,356.5,0.0,2.93443e-08,--,na
72.43,356.75,0.0,2.73184e-08,--,na
72.43,357.0,0.0,2.9217399999999998e-08,--,na
72.43,357.25,0.0,3.02306e-08,--,na
72.43,357.5,0.0,2.95495e-08,--,na
72.43,357.75,0.0,3.01904e-08,--,na
72.43,358.0,0.0,3.14016e-08,--,na
72.43,358.25,0.0,3.160415e-08,--,na
72.43,358.5,0.0,3.0944e-08,--,na
72.43,358.75,0.0,3.12088e-08,--,na
72.43,359.0,0.0,3.21077e-08,--,na
72.43,359.25,0.0,3.271125e-08,--,na
72.43,359.5,0.0,3.44055e-08,--,na
72.43,359.75,0.0,3.29573e-08,--,na
72.43,360.0,0.0,3.2574e-08,--,na
72.43,360.25,0.0,3.2469e-08,--,na
72.43,360.5,0.0,3.44666e-08,--,na
72.43,360.75,0.0,3.204135e-08,--,na
72.43,361.0,0.0,3.38135e-08,--,na
72.43,361.25,0.0,3.385545e-08,--,na
72.43,361.5,0.0,3.39685e-08,--,na
72.43,361.75,0.0,3.421965e-08,--,na
72.43,362.0,0.0,3.494485e-08,--,na
72.43,362.25,0.0,3.4721e-08,--,na
72.43,362.5,0.0,3.37379e-08,--,na
72.43,362.75,0.0,3.4598150000000005e-08,--,na
72.43,363.0,0.0,3.5879049999999996e-08,--,na
72.43,363.25,0.0,3.24286e-08,--,na
72.43,363.5,0.0,3.62731e-08,--,na
72.43,363.75,0.0,3.480395e-08,--,na
72.43,364.0,0.0,3.5969199999999994e-08,--,na
72.43,364.25,0.0,3.441665e-08,--,na
72.43,364.5,0.0,3.4484e-08,--,na
72.43,364.75,0.0,3.429025e-08,--,na
72.43,365.0,0.0,3.54608e-08,--,na
72.43,365.25,0.0,3.41932e-08,--,na
72.43,365.5,0.0,3.49699e-08,--,na
72.43,365.75,0.0,3.42788e-08,--,na
72.43,366.0,0.0,3.30271e-08,--,na
72.43,366.25,0.0,3.381955e-08,--,na
72.43,366.5,0.0,3.38022e-08,--,na
72.43,366.75,0.0,3.284605e-08,--,na
72.43,367.0,0.0,3.248145e-08,--,na
72.43,367.25,0.0,3.24669e-08,--,na
72.43,367.5,0.0,3.59209e-08,--,na
72.43,367.75,0.0,3.208185e-08,--,na
72.43,368.0,0.0,3.310445e-08,--,na
72.43,368.25,0.0,3.01997e-08,--,na
72.43,368.5,0.0,3.01343e-08,--,na
72.43,368.75,0.0,3.4161750000000005e-08,--,na
72.43,369.0,0.0,3.2437800000000005e-08,--,na
72.43,369.25,0.0,3.22229e-08,--,na
72.43,369.5,0.0,3.14096e-08,--,na
72.43,369.75,0.0,3.1590999999999995e-08,--,na
72.43,370.0,0.0,2.82011e-08,--,na
72.43,370.25,0.0,3.0868e-08,--,na
72.43,370.5,0.0,3.117645e-08,--,na
72.43,370.75,0.0,2.9752400000000002e-08,--,na
72.43,371.0,0.0,2.93677e-08,--,na
72.43,371.25,0.0,2.91491e-08,--,na
72.43,371.5,0.0,2.870915e-08,--,na
72.43,371.75,0.0,2.91922e-08,--,na
72.43,372.0,0.0,2.88683e-08,--,na
72.43,372.25,0.0,3.0147950000000004e-08,--,na
72.43,372.5,0.0,2.60162e-08,--,na
72.43,372.75,0.0,3.226295e-08,--,na
72.43,373.0,0.0,3.0430749999999996e-08,--,na
72.43,373.25,0.0,3.0862e-08,--,na
72.43,373.5,0.0,3.05966e-08,--,na
72.43,373.75,0.0,3.00192e-08,--,na
72.43,374.0,0.0,3.09368e-08,--,na
72.43,374.25,0.0,3.15012e-08,--,na
72.43,374.5,0.0,3.25366e-08,--,na
72.43,374.75,0.0,2.9278050000000002e-08,--,na
72.43,375.0,0.0,2.98982e-08,--,na
72.43,375.25,0.0,2.92142e-08,--,na
72.43,375.5,0.0,2.6670900000000002e-08,--,na
72.43,375.75,0.0,2.82247e-08,--,na
72.43,376.0,0.0,2.69247e-08,--,na
72.43,376.25,0.0,2.90314e-08,--,na
72.43,376.5,0.0,2.7924050000000002e-08,--,na
72.43,376.75,0.0,2.684075e-08,--,na
72.43,377.0,0.0,2.64053e-08,--,na
72.43,377.25,0.0,2.8656e-08,--,na
72.43,377.5,0.0,2.57521e-08,--,na
72.43,377.75,0.0,2.691015e-08,--,na
72.43,378.0,0.0,3.13737e-08,--,na
72.43,378.25,0.0,2.48083e-08,--,na
72.43,378.5,0.0,2.449875e-08,--,na
72.43,378.75,0.0,2.665235e-08,--,na
72.43,379.0,0.0,2.4722e-08,--,na
72.43,379.25,0.0,2.49534e-08,--,na
72.43,379.5,0.0,2.50073e-08,--,na
72.43,379.75,0.0,2.56824e-08,--,na
72.43,380.0,0.0,2.5051499999999998e-08,--,na
72.43,380.25,0.0,2.54347e-08,--,na
72.43,380.5,0.0,2.54258e-08,--,na
72.43,380.75,0.0,2.46888e-08,--,na
72.43,381.0,0.0,2.5515150000000002e-08,--,na
72.43,381.25,0.0,2.57475e-08,--,na
72.43,381.5,0.0,2.5575899999999998e-08,--,na
72.43,381.75,0.0,2.314585e-08,--,na
72.43,382.0,0.0,2.52394e-08,--,na
72.43,382.25,0.0,2.66117e-08,--,na
72.43,382.5,0.0,2.626445e-08,--,na
72.43,382.75,0.0,2.6879849999999998e-08,--,na
72.43,383.0,0.0,2.75984e-08,--,na
72.43,383.25,0.0,2.5344e-08,--,na
72.43,383.5,0.0,2.73429e-08,--,na
72.43,383.75,0.0,2.86822e-08,--,na
72.43,384.0,0.0,3.05458e-08,--,na
72.43,384.25,0.0,2.86175e-08,--,na
72.43,384.5,0.0,3.0308699999999994e-08,--,na
72.43,384.75,0.0,3.06187e-08,--,na
72.43,385.0,0.0,2.75706e-08,--,na
72.43,385.25,0.0,3.16786e-08,--,na
72.43,385.5,0.0,3.120305e-08,--,na
72.43,385.75,0.0,3.16347e-08,--,na
72.43,386.0,0.0,3.07483e-08,--,na
72.43,386.25,0.0,3.2315e-08,--,na
72.43,386.5,0.0,3.55125e-08,--,na
72.43,386.75,0.0,3.29581e-08,--,na
72.43,387.0,0.0,3.30041e-08,--,na
72.43,387.25,0.0,3.28915e-08,--,na
72.43,387.5,0.0,3.24152e-08,--,na
72.43,387.75,0.0,3.3077199999999997e-08,--,na
72.43,388.0,0.0,3.28385e-08,--,na
72.43,388.25,0.0,3.27457e-08,--,na
72.43,388.5,0.0,3.29741e-08,--,na
72.43,388.75,0.0,3.479235e-08,--,na
72.43,389.0,0.0,3.2052e-08,--,na
72.43,389.25,0.0,3.4545e-08,--,na
72.43,389.5,0.0,3.34094e-08,--,na
72.43,389.75,0.0,3.4056250000000004e-08,--,na
72.43,390.0,0.0,3.36281e-08,--,na
72.43,390.25,0.0,3.50227e-08,--,na
72.43,390.5,0.0,3.25958e-08,--,na
72.43,390.75,0.0,3.4249949999999996e-08,--,na
72.43,391.0,0.0,2.97135e-08,--,na
72.43,391.25,0.0,3.354045e-08,--,na
72.43,391.5,0.0,3.24983e-08,--,na
72.43,391.75,0.0,3.26781e-08,--,na
72.43,392.0,0.0,3.32607e-08,--,na
72.43,392.25,0.0,3.3754950000000004e-08,--,na
72.43,392.5,0.0,3.30276e-08,--,na
72.43,392.75,0.0,3.3654000000000005e-08,--,na
72.43,393.0,0.0,3.2955e-08,--,na
72.43,393.25,0.0,3.30026e-08,--,na
72.43,393.5,0.0,3.34587e-08,--,na
72.43,393.75,0.0,3.182885e-08,--,na
72.43,394.0,0.0,3.20535e-08,--,na
72.43,394.25,0.0,3.14686e-08,--,na
72.43,394.5,0.0,3.25471e-08,--,na
72.43,394.75,0.0,3.1374450000000005e-08,--,na
72.43,395.0,0.0,3.09787e-08,--,na
72.43,395.25,0.0,3.158505e-08,--,na
72.43,395.5,0.0,3.18677e-08,--,na
72.43,395.75,0.0,3.15154e-08,--,na
72.43,396.0,0.0,3.22657e-08,--,na
72.43,396.25,0.0,3.09085e-08,--,na
72.43,396.5,0.0,3.012075e-08,--,na
72.43,396.75,0.0,3.052895e-08,--,na
72.43,397.0,0.0,3.10597e-08,--,na
72.43,397.25,0.0,3.22741e-08,--,na
72.43,397.5,0.0,2.91959e-08,--,na
72.43,397.75,0.0,3.00017e-08,--,na
72.43,398.0,0.0,3.26927e-08,--,na
72.43,398.25,0.0,2.7860800000000003e-08,--,na
72.43,398.5,0.0,2.90607e-08,--,na
72.43,398.75,0.0,2.817115e-08,--,na
72.43,399.0,0.0,2.84643e-08,--,na
72.43,399.25,0.0,2.91872e-08,--,na
72.43,399.5,0.0,2.97001e-08,--,na
72.43,399.75,0.0,2.8134800000000003e-08,--,na
72.43,400.0,0.0,2.78225e-08,--,na
72.43,400.25,0.0,2.805415e-08,--,na
72.43,400.5,0.0,3.14584e-08,--,na
72.43,400.75,0.0,2.87649e-08,--,na
72.43,401.0,0.0,2.8353600000000002e-08,--,na
72.43,401.25,0.0,2.81807e-08,--,na
72.43,401.5,0.0,2.851145e-08,--,na
72.43,401.75,0.0,2.8616e-08,--,na
72.43,402.0,0.0,2.88454e-08,--,na
72.43,402.25,0.0,2.811005e-08,--,na
72.43,402.5,0.0,2.83073e-08,--,na
72.43,402.75,0.0,2.804895e-08,--,na
72.43,403.0,0.0,2.9253e-08,--,na
72.43,403.25,0.0,2.772445e-08,--,na
72.43,403.5,0.0,2.79761e-08,--,na
72.43,403.75,0.0,2.64077e-08,--,na
72.43,404.0,0.0,2.95437e-08,--,na
72.43,404.25,0.0,2.84511e-08,--,na
72.43,404.5,0.0,2.743965e-08,--,na
72.43,404.75,0.0,2.95558e-08,--,na
72.43,405.0,0.0,2.7475099999999998e-08,--,na
72.43,405.25,0.0,2.76458e-08,--,na
72.43,405.5,0.0,2.625165e-08,--,na
72.43,405.75,0.0,2.72862e-08,--,na
72.43,406.0,0.0,2.68664e-08,--,na
72.43,406.25,0.0,2.837025e-08,--,na
72.43,406.5,0.0,2.88639e-08,--,na
72.43,406.75,0.0,2.78088e-08,--,na
72.43,407.0,0.0,2.78283e-08,--,na
72.43,407.25,0.0,2.88704e-08,--,na
72.43,407.5,0.0,2.83707e-08,--,na
72.43,407.75,0.0,2.86033e-08,--,na
72.43,408.0,0.0,2.875025e-08,--,na
72.43,408.25,0.0,2.95811e-08,--,na
72.43,408.5,0.0,2.88247e-08,--,na
72.43,408.75,0.0,2.96511e-08,--,na
72.43,409.0,0.0,2.7484350000000002e-08,--,na
72.43,409.25,0.0,3.03278e-08,--,na
72.43,409.5,0.0,2.99828e-08,--,na
72.43,409.75,0.0,3.0226050000000005e-08,--,na
72.43,410.0,0.0,3.01855e-08,--,na
72.43,410.25,0.0,3.08828e-08,--,na
72.43,410.5,0.0,3.05931e-08,--,na
72.43,410.75,0.0,3.18688e-08,--,na
72.43,411.0,0.0,3.132455e-08,--,na
72.43,411.25,0.0,3.07035e-08,--,na
72.43,411.5,0.0,3.17119e-08,--,na
72.43,411.75,0.0,3.279e-08,--,na
72.43,412.0,0.0,3.30508e-08,--,na
72.43,412.25,0.0,3.347825e-08,--,na
72.43,412.5,0.0,3.3608700000000004e-08,--,na
72.43,412.75,0.0,3.29647e-08,--,na
72.43,413.0,0.0,3.42706e-08,--,na
72.43,413.25,0.0,3.45713e-08,--,na
72.43,413.5,0.0,3.734965e-08,--,na
72.43,413.75,0.0,3.54752e-08,--,na
72.43,414.0,0.0,3.67007e-08,--,na
72.43,414.25,0.0,3.495235e-08,--,na
72.43,414.5,0.0,3.73338e-08,--,na
72.43,414.75,0.0,3.7940050000000004e-08,--,na
72.43,415.0,0.0,3.75885e-08,--,na
72.43,415.25,0.0,3.791125e-08,--,na
72.43,415.5,0.0,3.88315e-08,--,na
72.43,415.75,0.0,3.91391e-08,--,na
72.43,416.0,0.0,3.887675e-08,--,na
72.43,416.25,0.0,3.90222e-08,--,na
72.43,416.5,0.0,3.92378e-08,--,na
72.43,416.75,0.0,4.02486e-08,--,na
72.43,417.0,0.0,4.043e-08,--,na
72.43,417.25,0.0,4.007635e-08,--,na
72.43,417.5,0.0,4.0785949999999996e-08,--,na
72.43,417.75,0.0,4.2037e-08,--,na
72.43,418.0,0.0,4.02531e-08,--,na
72.43,418.25,0.0,4.016655e-08,--,na
72.43,418.5,0.0,4.18486e-08,--,na
72.43,418.75,0.0,4.10805e-08,--,na
72.43,419.0,0.0,4.14849e-08,--,na
72.43,419.25,0.0,4.15073e-08,--,na
72.43,419.5,0.0,4.16098e-08,--,na
72.43,419.75,0.0,4.23213e-08,--,na
72.43,420.0,0.0,4.184115e-08,--,na
72.43,420.25,0.0,4.26579e-08,--,na
72.43,420.5,0.0,4.1117e-08,--,na
72.43,420.75,0.0,4.15199e-08,--,na
72.43,421.0,0.0,4.188545e-08,--,na
72.43,421.25,0.0,4.17333e-08,--,na
72.43,421.5,0.0,4.197215e-08,--,na
72.43,421.75,0.0,4.23712e-08,--,na
72.43,422.0,0.0,4.231965e-08,--,na
72.43,422.25,0.0,4.253165e-08,--,na
72.43,422.5,0.0,4.24925e-08,--,na
72.43,422.75,0.0,4.26739e-08,--,na
72.43,423.0,0.0,4.288055e-08,--,na
72.43,423.25,0.0,4.29111e-08,--,na
72.43,423.5,0.0,4.37974e-08,--,na
72.43,423.75,0.0,4.29665e-08,--,na
72.43,424.0,0.0,4.15146e-08,--,na
72.43,424.25,0.0,4.188485e-08,--,na
72.43,424.5,0.0,4.25996e-08,--,na
72.43,424.75,0.0,4.2504499999999995e-08,--,na
72.43,425.0,0.0,4.26012e-08,--,na
72.43,425.25,0.0,4.22628e-08,--,na
72.43,425.5,0.0,4.19217e-08,--,na
72.43,425.75,0.0,4.1764650000000005e-08,--,na
72.43,426.0,0.0,4.220645e-08,--,na
72.43,426.25,0.0,4.19973e-08,--,na
72.43,426.5,0.0,4.19961e-08,--,na
72.43,426.75,0.0,4.2224149999999996e-08,--,na
72.43,427.0,0.0,4.242345e-08,--,na
72.43,427.25,0.0,4.0697400000000005e-08,--,na
72.43,427.5,0.0,4.18885e-08,--,na
72.43,427.75,0.0,4.16418e-08,--,na
72.43,428.0,0.0,4.14026e-08,--,na
72.43,428.25,0.0,4.1355099999999994e-08,--,na
72.43,428.5,0.0,3.99445e-08,--,na
72.43,428.75,0.0,4.0819500000000004e-08,--,na
72.43,429.0,0.0,4.055105e-08,--,na
72.43,429.25,0.0,4.0279e-08,--,na
72.43,429.5,0.0,4.0268e-08,--,na
72.43,429.75,0.0,4.00203e-08,--,na
72.43,430.0,0.0,3.9635349999999996e-08,--,na
72.43,430.25,0.0,3.94299e-08,--,na
72.43,430.5,0.0,3.96948e-08,--,na
72.43,430.75,0.0,3.9092000000000004e-08,--,na
72.43,431.0,0.0,3.877435e-08,--,na
72.43,431.25,0.0,3.84585e-08,--,na
72.43,431.5,0.0,3.83227e-08,--,na
72.43,431.75,0.0,3.8639200000000004e-08,--,na
72.43,432.0,0.0,3.7609249999999996e-08,--,na
72.43,432.25,0.0,3.80766e-08,--,na
72.43,432.5,0.0,3.70206e-08,--,na
72.43,432.75,0.0,3.675075e-08,--,na
72.43,433.0,0.0,3.6972050000000004e-08,--,na
72.43,433.25,0.0,3.69576e-08,--,na
72.43,433.5,0.0,3.70293e-08,--,na
72.43,433.75,0.0,3.651915e-08,--,na
72.43,434.0,0.0,3.63738e-08,--,na
72.43,434.25,0.0,3.58973e-08,--,na
72.43,434.5,0.0,3.61548e-08,--,na
72.43,434.75,0.0,3.6110750000000005e-08,--,na
72.43,435.0,0.0,3.61245e-08,--,na
72.43,435.25,0.0,3.58886e-08,--,na
72.43,435.5,0.0,3.63461e-08,--,na
72.43,435.75,0.0,3.614185e-08,--,na
72.43,436.0,0.0,3.61117e-08,--,na
72.43,436.25,0.0,3.5846650000000004e-08,--,na
72.43,436.5,0.0,3.59367e-08,--,na
72.43,436.75,0.0,3.559885e-08,--,na
72.43,437.0,0.0,3.589785e-08,--,na
72.43,437.25,0.0,3.60739e-08,--,na
72.43,437.5,0.0,3.6211e-08,--,na
72.43,437.75,0.0,3.5625650000000005e-08,--,na
72.43,438.0,0.0,3.5850550000000003e-08,--,na
72.43,438.25,0.0,3.5489149999999996e-08,--,na
72.43,438.5,0.0,3.70173e-08,--,na
72.43,438.75,0.0,3.56508e-08,--,na
72.43,439.0,0.0,3.6415600000000005e-08,--,na
72.43,439.25,0.0,3.72515e-08,--,na
72.43,439.5,0.0,3.69008e-08,--,na
72.43,439.75,0.0,3.6623e-08,--,na
72.43,440.0,0.0,3.64948e-08,--,na
72.43,440.25,0.0,3.708485e-08,--,na
72.43,440.5,0.0,3.68474e-08,--,na
72.43,440.75,0.0,3.65863e-08,--,na
72.43,441.0,0.0,3.75437e-08,--,na
72.43,441.25,0.0,3.731385e-08,--,na
72.43,441.5,0.0,3.81773e-08,--,na
72.43,441.75,0.0,3.788665e-08,--,na
72.43,442.0,0.0,3.76781e-08,--,na
72.43,442.25,0.0,3.807195e-08,--,na
72.43,442.5,0.0,3.74989e-08,--,na
72.43,442.75,0.0,3.7637200000000006e-08,--,na
72.43,443.0,0.0,3.744485e-08,--,na
72.43,443.25,0.0,3.75003e-08,--,na
72.43,443.5,0.0,3.73307e-08,--,na
72.43,443.75,0.0,3.66617e-08,--,na
72.43,444.0,0.0,3.6440800000000004e-08,--,na
72.43,444.25,0.0,3.70759e-08,--,na
72.43,444.5,0.0,3.73064e-08,--,na
72.43,444.75,0.0,3.830455e-08,--,na
72.43,445.0,0.0,3.7052149999999995e-08,--,na
72.43,445.25,0.0,3.6346e-08,--,na
72.43,445.5,0.0,3.6485e-08,--,na
72.43,445.75,0.0,3.70316e-08,--,na
72.43,446.0,0.0,3.60751e-08,--,na
72.43,446.25,0.0,3.6342e-08,--,na
72.43,446.5,0.0,3.56046e-08,--,na
72.43,446.75,0.0,3.5792550000000004e-08,--,na
72.43,447.0,0.0,3.54111e-08,--,na
72.43,447.25,0.0,3.57525e-08,--,na
72.43,447.5,0.0,3.603605e-08,--,na
72.43,447.75,0.0,3.59101e-08,--,na
72.43,448.0,0.0,3.56058e-08,--,na
72.43,448.25,0.0,3.57268e-08,--,na
72.43,448.5,0.0,3.483695e-08,--,na
72.43,448.75,0.0,3.4452250000000003e-08,--,na
72.43,449.0,0.0,3.490085e-08,--,na
72.43,449.25,0.0,3.46428e-08,--,na
72.43,449.5,0.0,3.384885e-08,--,na
72.43,449.75,0.0,3.4313e-08,--,na
72.43,450.0,0.0,3.33525e-08,--,na
72.43,450.25,0.0,3.463515e-08,--,na
72.43,450.5,0.0,3.37151e-08,--,na
72.43,450.75,0.0,3.43681e-08,--,na
72.43,451.0,0.0,3.317745e-08,--,na
72.43,451.25,0.0,3.42677e-08,--,na
72.43,451.5,0.0,3.2876750000000004e-08,--,na
72.43,451.75,0.0,3.4364249999999996e-08,--,na
72.43,452.0,0.0,3.472465e-08,--,na
72.43,452.25,0.0,3.43625e-08,--,na
72.43,452.5,0.0,3.4759e-08,--,na
72.43,452.75,0.0,3.540365e-08,--,na
72.43,453.0,0.0,3.42214e-08,--,na
72.43,453.25,0.0,3.65779e-08,--,na
72.43,453.5,0.0,3.5408900000000004e-08,--,na
72.43,453.75,0.0,3.6124049999999996e-08,--,na
72.43,454.0,0.0,3.5626000000000004e-08,--,na
72.43,454.25,0.0,3.59969e-08,--,na
72.43,454.5,0.0,3.74865e-08,--,na
72.43,454.75,0.0,3.705475e-08,--,na
72.43,455.0,0.0,3.72482e-08,--,na
72.43,455.25,0.0,3.75363e-08,--,na
72.43,455.5,0.0,3.81644e-08,--,na
72.43,455.75,0.0,3.83866e-08,--,na
72.43,456.0,0.0,3.840745e-08,--,na
72.43,456.25,0.0,3.97494e-08,--,na
72.43,456.5,0.0,3.92079e-08,--,na
72.43,456.75,0.0,4.0126100000000004e-08,--,na
72.43,457.0,0.0,3.98749e-08,--,na
72.43,457.25,0.0,4.03994e-08,--,na
72.43,457.5,0.0,4.00458e-08,--,na
72.43,457.75,0.0,4.06744e-08,--,na
72.43,458.0,0.0,4.1002549999999995e-08,--,na
72.43,458.25,0.0,4.17149e-08,--,na
72.43,458.5,0.0,4.1320800000000006e-08,--,na
72.43,458.75,0.0,4.158e-08,--,na
72.43,459.0,0.0,4.17647e-08,--,na
72.43,459.25,0.0,4.18709e-08,--,na
72.43,459.5,0.0,4.21655e-08,--,na
72.43,459.75,0.0,4.142155e-08,--,na
72.43,460.0,0.0,4.1574e-08,--,na
72.43,460.25,0.0,4.15075e-08,--,na
72.43,460.5,0.0,4.099625e-08,--,na
72.43,460.75,0.0,4.11162e-08,--,na
72.43,461.0,0.0,4.0543499999999995e-08,--,na
72.43,461.25,0.0,4.02576e-08,--,na
72.43,461.5,0.0,3.960545e-08,--,na
72.43,461.75,0.0,3.90933e-08,--,na
72.43,462.0,0.0,3.73158e-08,--,na
72.43,462.25,0.0,3.75926e-08,--,na
72.43,462.5,0.0,3.6441300000000005e-08,--,na
72.43,462.75,0.0,3.72561e-08,--,na
72.43,463.0,0.0,3.41106e-08,--,na
72.43,463.25,0.0,3.3039e-08,--,na
72.43,463.5,0.0,3.212675e-08,--,na
72.43,463.75,0.0,3.09032e-08,--,na
